Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5760630965232849, 0.843963086605072, 2.5860171604108473e-07]","[0.6347829699516296, 0.7789896130561829, -0.07885520160198212]","[0.627468466758728, 0.6787031888961792, -0.11394528299570084]","[0.5611429214477539, 0.5975685119628906, -0.1443062126636505]","[0.4822133183479309, 0.5514652132987976, -0.1694292575120926]","[0.615337610244751, 0.5197211503982544, -0.019114812836050987]","[0.6094749569892883, 0.4051942825317383, -0.06222395598888397]","[0.5857596397399902, 0.33878546953201294, -0.0952238142490387]","[0.5572414398193359, 0.321134090423584, -0.11272825300693512]","[0.5338699817657471, 0.5255345702171326, -0.005123389419168234]","[0.4659203290939331, 0.4258887767791748, -0.06089804694056511]","[0.4541408121585846, 0.49284350872039795, -0.08589506894350052]","[0.47433438897132874, 0.5519143342971802, -0.08615164458751678]","[0.4743008613586426, 0.5564912557601929, -0.004332348238676786]","[0.4120001792907715, 0.4818932116031647, -0.06401193886995316]","[0.41967451572418213, 0.5325950980186462, -0.08050502836704254]","[0.44468140602111816, 0.587297797203064, -0.07245928049087524]","[0.4337347447872162, 0.6035927534103394, -0.011103386990725994]","[0.3846215605735779, 0.5354938507080078, -0.053798217326402664]","[0.39551687240600586, 0.556380569934845, -0.06455544382333755]","[0.4281576871871948, 0.5951019525527954, -0.05984793230891228]"
L,"[0.42226672172546387, 0.7741459012031555, 5.93444326568715e-07]","[0.5334712862968445, 0.7000254988670349, 0.0886007696390152]","[0.5867841839790344, 0.6448538303375244, 0.09883376955986023]","[0.6392735838890076, 0.6145082712173462, 0.07890839129686356]","[0.6646350622177124, 0.559209406375885, 0.055159151554107666]","[0.4922465980052948, 0.5270499587059021, 0.07679382711648941]","[0.4918302893638611, 0.4079273045063019, 0.053529154509305954]","[0.5420101284980774, 0.3679402768611908, 0.03939447179436684]","[0.5771902203559875, 0.3575356602668762, 0.035073164850473404]","[0.4714275598526001, 0.5424547791481018, 0.001825860352255404]","[0.5439796447753906, 0.4406106472015381, -0.04027406871318817]","[0.6172600984573364, 0.48093822598457336, -0.052025072276592255]","[0.6402995586395264, 0.5403898358345032, -0.04362523928284645]","[0.4637905955314636, 0.5684084892272949, -0.07100024819374084]","[0.5349007844924927, 0.4712006449699402, -0.11074524372816086]","[0.6077311635017395, 0.5094728469848633, -0.104202039539814]","[0.6266114711761475, 0.559753954410553, -0.08331365883350372]","[0.47430992126464844, 0.5979400277137756, -0.13699890673160553]","[0.5375360250473022, 0.5225099325180054, -0.15945805609226227]","[0.5929709076881409, 0.5400897860527039, -0.14888380467891693]","[0.6107648015022278, 0.5754322409629822, -0.1312250941991806]"
L,"[0.5052915811538696, 0.8026113510131836, 5.910038112233451e-07]","[0.5901960730552673, 0.7422770857810974, -0.06062857806682587]","[0.6153013706207275, 0.6657959818840027, -0.10324757546186447]","[0.6106165647506714, 0.602849006652832, -0.1507580280303955]","[0.5675278306007385, 0.5474966764450073, -0.19921588897705078]","[0.5774932503700256, 0.5288116931915283, -0.011589867062866688]","[0.5532305836677551, 0.42902007699012756, -0.046542320400476456]","[0.563732922077179, 0.36939483880996704, -0.0809653103351593]","[0.5671543478965759, 0.3312845528125763, -0.1085580587387085]","[0.5203415155410767, 0.5471928119659424, -0.019209925085306168]","[0.496296763420105, 0.44141051173210144, -0.08079569041728973]","[0.5263527035713196, 0.4946396052837372, -0.12701557576656342]","[0.552452564239502, 0.5446244478225708, -0.14895056188106537]","[0.47189807891845703, 0.5747314691543579, -0.0367400161921978]","[0.44032204151153564, 0.4763585925102234, -0.09886782616376877]","[0.4929323196411133, 0.5223353505134583, -0.1351233869791031]","[0.522532045841217, 0.5805783867835999, -0.14783449470996857]","[0.4282839894294739, 0.6084462404251099, -0.06054602935910225]","[0.4175931215286255, 0.5335900783538818, -0.1056312695145607]","[0.4573215842247009, 0.5538740158081055, -0.13121037185192108]","[0.4866551160812378, 0.5930305123329163, -0.14588963985443115]"
L,"[0.4974690079689026, 0.7946128845214844, 2.7086556997346634e-07]","[0.5673010349273682, 0.7512617111206055, -0.04061705619096756]","[0.5985021591186523, 0.6783145666122437, -0.0735599622130394]","[0.6117610931396484, 0.608432412147522, -0.10972004383802414]","[0.5610678791999817, 0.5714271068572998, -0.14763164520263672]","[0.5476783514022827, 0.527330219745636, -0.032794803380966187]","[0.5301585793495178, 0.4216630458831787, -0.06232832744717598]","[0.544730544090271, 0.37110087275505066, -0.08602383732795715]","[0.552482545375824, 0.33667850494384766, -0.1055331602692604]","[0.4983541667461395, 0.543876588344574, -0.04158396273851395]","[0.4833972752094269, 0.44589948654174805, -0.08876408636569977]","[0.5182752013206482, 0.5127214193344116, -0.11185584217309952]","[0.542579174041748, 0.5607322454452515, -0.11962509900331497]","[0.4567858576774597, 0.5763305425643921, -0.05488841235637665]","[0.4307710528373718, 0.48051440715789795, -0.10454308986663818]","[0.4852890074253082, 0.5376847386360168, -0.11776383221149445]","[0.514053463935852, 0.5947234034538269, -0.1168748140335083]","[0.41628554463386536, 0.6201316714286804, -0.07179654389619827]","[0.40553081035614014, 0.5413403511047363, -0.11148585379123688]","[0.4514416456222534, 0.5708635449409485, -0.1222255751490593]","[0.48211631178855896, 0.6164857745170593, -0.12490781396627426]"
L,"[0.46669864654541016, 0.8131364583969116, 2.8751739478138916e-07]","[0.5483118891716003, 0.7587047815322876, -0.01731203682720661]","[0.5886810421943665, 0.6676504611968994, -0.028350716456770897]","[0.608360230922699, 0.5916162729263306, -0.04538184776902199]","[0.5700905323028564, 0.5423265695571899, -0.06344049423933029]","[0.5289151072502136, 0.5507922768592834, 0.0016653992934152484]","[0.5148892402648926, 0.44149836897850037, -0.016627106815576553]","[0.5331441164016724, 0.3824300169944763, -0.03403113782405853]","[0.5426942706108093, 0.33076775074005127, -0.05008922144770622]","[0.4850246012210846, 0.5534407496452332, -0.013867988251149654]","[0.47841131687164307, 0.4292800724506378, -0.0479925274848938]","[0.5263175964355469, 0.4786090552806854, -0.06686984747648239]","[0.5433407425880432, 0.5310674905776978, -0.07290786504745483]","[0.44567641615867615, 0.573671281337738, -0.032990094274282455]","[0.4370359480381012, 0.4583137631416321, -0.07241754978895187]","[0.4967111051082611, 0.5098369121551514, -0.08254911750555038]","[0.5133693814277649, 0.5678455233573914, -0.07953223586082458]","[0.40804940462112427, 0.6047447919845581, -0.05426250025629997]","[0.4130616784095764, 0.5151760578155518, -0.08888088911771774]","[0.46091538667678833, 0.5376639366149902, -0.0991993248462677]","[0.48083966970443726, 0.5797193646430969, -0.10115490853786469]"
R,"[0.4980633556842804, 0.7800008654594421, 1.895977597143883e-08]","[0.4443298876285553, 0.7274923920631409, -0.06064552441239357]","[0.4303267002105713, 0.6498023867607117, -0.09105096757411957]","[0.4543704688549042, 0.5824820399284363, -0.12024663388729095]","[0.5081891417503357, 0.5395378470420837, -0.14646373689174652]","[0.4482223391532898, 0.528358519077301, -0.0147404121235013]","[0.4510630667209625, 0.43332332372665405, -0.04995834082365036]","[0.45860880613327026, 0.37787795066833496, -0.07813777029514313]","[0.4683564305305481, 0.3489431142807007, -0.09803050011396408]","[0.5063740611076355, 0.5398246645927429, -0.007634445559233427]","[0.5432072877883911, 0.4483495354652405, -0.05759677290916443]","[0.5355992317199707, 0.4942823648452759, -0.08795938640832901]","[0.5251639485359192, 0.5430828928947449, -0.09727270156145096]","[0.5568287968635559, 0.564220130443573, -0.009872186928987503]","[0.5950205326080322, 0.478610098361969, -0.05902048945426941]","[0.5785671472549438, 0.5138455033302307, -0.07861518114805222]","[0.5550423860549927, 0.5638023018836975, -0.0799659863114357]","[0.6008743643760681, 0.5979591608047485, -0.017469163984060287]","[0.62080979347229, 0.532076895236969, -0.05863054469227791]","[0.603927493095398, 0.5452924370765686, -0.07612299919128418]","[0.5766627192497253, 0.581633448600769, -0.08101765066385269]"
L,"[0.5135199427604675, 0.791744589805603, 1.868858703346632e-07]","[0.5723441243171692, 0.743413507938385, -0.06644473224878311]","[0.573698878288269, 0.6625195741653442, -0.09896183758974075]","[0.527686595916748, 0.5998752117156982, -0.12765316665172577]","[0.46506503224372864, 0.5589468479156494, -0.15265734493732452]","[0.5677108764648438, 0.5174649953842163, -0.017683515325188637]","[0.5571876168251038, 0.4291430711746216, -0.05291803926229477]","[0.5404301881790161, 0.3765638470649719, -0.08052494376897812]","[0.51534503698349, 0.3566543459892273, -0.09710175544023514]","[0.5021896958351135, 0.5212351083755493, -0.0074242716655135155]","[0.44728797674179077, 0.4547084867954254, -0.05488935485482216]","[0.4398837089538574, 0.5212448835372925, -0.07385753840208054]","[0.4555042088031769, 0.570218563079834, -0.07406803220510483]","[0.4494773745536804, 0.5458205342292786, -0.008625000715255737]","[0.39814549684524536, 0.48898229002952576, -0.06327304244041443]","[0.41110438108444214, 0.5481148362159729, -0.073310486972332]","[0.4332854449748993, 0.595507025718689, -0.06438501179218292]","[0.41112202405929565, 0.585236132144928, -0.01607527583837509]","[0.37435781955718994, 0.5330746173858643, -0.05687524005770683]","[0.3890589475631714, 0.5663633346557617, -0.06386618316173553]","[0.41691479086875916, 0.6022780537605286, -0.058684706687927246]"
L,"[0.5774094462394714, 0.8231157064437866, 3.709808993335173e-07]","[0.6257032155990601, 0.7639375925064087, -0.12985236942768097]","[0.6066814661026001, 0.6638035774230957, -0.17131972312927246]","[0.5326387286186218, 0.5969610810279846, -0.1940377652645111]","[0.4558893144130707, 0.5407397747039795, -0.20838065445423126]","[0.6217632293701172, 0.5200625061988831, -0.04685455188155174]","[0.6190107464790344, 0.4027554392814636, -0.09200739115476608]","[0.5866690278053284, 0.3359990417957306, -0.13214784860610962]","[0.5512277483940125, 0.31003260612487793, -0.15594646334648132]","[0.5440353155136108, 0.5307254791259766, -0.006068090908229351]","[0.47804057598114014, 0.43922415375709534, -0.07529637217521667]","[0.44424301385879517, 0.4975734055042267, -0.1231582760810852]","[0.44376200437545776, 0.5614756345748901, -0.13655881583690643]","[0.47767403721809387, 0.5531335473060608, 0.016580916941165924]","[0.4250945448875427, 0.4724936783313751, -0.06168452650308609]","[0.4133157730102539, 0.5209991931915283, -0.11314865201711655]","[0.4217422902584076, 0.5788891911506653, -0.1241704598069191]","[0.43570035696029663, 0.5844222903251648, 0.029272161424160004]","[0.3844655752182007, 0.5219553112983704, -0.03473106399178505]","[0.38154512643814087, 0.547551155090332, -0.07330024242401123]","[0.3998796343803406, 0.590237021446228, -0.08637171238660812]"
R,"[0.5023189783096313, 0.7394924163818359, -6.667477236987907e-07]","[0.44103583693504333, 0.7031553983688354, -0.0367073193192482]","[0.3889251947402954, 0.6445937752723694, -0.07278681546449661]","[0.3687322735786438, 0.6006337404251099, -0.11384861916303635]","[0.3924720883369446, 0.5686225295066833, -0.15263132750988007]","[0.4584152400493622, 0.50485759973526, -0.024226201698184013]","[0.47056055068969727, 0.4025583267211914, -0.07821950316429138]","[0.4450662136077881, 0.3606640100479126, -0.11413899809122086]","[0.4226747155189514, 0.33777621388435364, -0.13432471454143524]","[0.4972991645336151, 0.5209065079689026, -0.033620335161685944]","[0.4933834373950958, 0.432098925113678, -0.09323810786008835]","[0.4387112557888031, 0.4979943335056305, -0.11121252179145813]","[0.42620450258255005, 0.5556142330169678, -0.11101759970188141]","[0.5364275574684143, 0.5497244000434875, -0.05162695422768593]","[0.5374332666397095, 0.4630420506000519, -0.10912664979696274]","[0.4753149449825287, 0.5202854871749878, -0.10128557682037354]","[0.45260167121887207, 0.5771860480308533, -0.08195944130420685]","[0.5728866457939148, 0.5900042653083801, -0.07341490685939789]","[0.555041491985321, 0.5248369574546814, -0.1106347143650055]","[0.5021067261695862, 0.5539528727531433, -0.10238980501890182]","[0.48085933923721313, 0.5962350368499756, -0.08795499056577682]"
L,"[0.5788010358810425, 0.8292992115020752, 1.9454817845598882e-07]","[0.6243417263031006, 0.7537155151367188, -0.07734719663858414]","[0.5991729497909546, 0.6482098698616028, -0.10536934435367584]","[0.5189244747161865, 0.5780845880508423, -0.1287728250026703]","[0.4416615962982178, 0.5323411226272583, -0.14665745198726654]","[0.6044200658798218, 0.5049841403961182, 0.004459852818399668]","[0.5990544557571411, 0.39948952198028564, -0.028882712125778198]","[0.5680932402610779, 0.33977800607681274, -0.060368943959474564]","[0.5319266319274902, 0.3231739401817322, -0.07812301069498062]","[0.5284143090248108, 0.5155526995658875, 0.019553424790501595]","[0.46489736437797546, 0.4193645715713501, -0.02839834615588188]","[0.43856218457221985, 0.4771380126476288, -0.06224231421947479]","[0.4440728425979614, 0.5344392657279968, -0.06965651363134384]","[0.46978187561035156, 0.5469127893447876, 0.02067781239748001]","[0.41375988721847534, 0.470194548368454, -0.035373471677303314]","[0.40890249609947205, 0.5148909091949463, -0.06809861958026886]","[0.4224439263343811, 0.5701068043708801, -0.07115332782268524]","[0.43098074197769165, 0.5930616855621338, 0.015050061978399754]","[0.377196729183197, 0.5232993364334106, -0.0262034572660923]","[0.3771466612815857, 0.5372471213340759, -0.04609031602740288]","[0.4027784764766693, 0.5740264058113098, -0.04893699660897255]"
L,"[0.5714408755302429, 0.8166385293006897, -1.0430570185349097e-08]","[0.6228536367416382, 0.7768812775611877, -0.08158466964960098]","[0.6120132803916931, 0.6915518641471863, -0.11470858752727509]","[0.5220611095428467, 0.6338807344436646, -0.13810771703720093]","[0.44639715552330017, 0.5903823375701904, -0.15513941645622253]","[0.6096345782279968, 0.5295282006263733, -0.041788045316934586]","[0.6155216097831726, 0.4081505239009857, -0.09260984510183334]","[0.5780670642852783, 0.34711164236068726, -0.12538456916809082]","[0.5357576608657837, 0.32891491055488586, -0.14127413928508759]","[0.539883553981781, 0.5310373902320862, -0.02346690744161606]","[0.47035014629364014, 0.4546458125114441, -0.08748165518045425]","[0.4361552298069, 0.5374656915664673, -0.11113613098859787]","[0.44741761684417725, 0.6061457991600037, -0.10802482813596725]","[0.48474934697151184, 0.551028311252594, -0.017870092764496803]","[0.423586905002594, 0.47791099548339844, -0.08664020895957947]","[0.41164442896842957, 0.5503388047218323, -0.09646100550889969]","[0.43089598417282104, 0.6043077111244202, -0.08085330575704575]","[0.44835126399993896, 0.5897636413574219, -0.018670082092285156]","[0.38601747155189514, 0.5293073058128357, -0.06960092484951019]","[0.38552844524383545, 0.5717832446098328, -0.07346250116825104]","[0.41325700283050537, 0.616075873374939, -0.059910085052251816]"
R,"[0.45273905992507935, 0.7854918837547302, 2.612495109133306e-07]","[0.4189918637275696, 0.7185351252555847, -0.0780840665102005]","[0.43180662393569946, 0.6373850107192993, -0.1010107770562172]","[0.48663660883903503, 0.5766007304191589, -0.11568151414394379]","[0.545422375202179, 0.5287638902664185, -0.12587501108646393]","[0.42552316188812256, 0.5120667219161987, -0.020092863589525223]","[0.4292371869087219, 0.4187743067741394, -0.04897033050656319]","[0.4578818082809448, 0.37291067838668823, -0.07944478839635849]","[0.48783737421035767, 0.35331571102142334, -0.10210725665092468]","[0.49059391021728516, 0.5273182988166809, 0.00014006500714458525]","[0.545190155506134, 0.43712130188941956, -0.05177856609225273]","[0.563543975353241, 0.46853017807006836, -0.10384968668222427]","[0.5606837272644043, 0.52443927526474, -0.1293610781431198]","[0.5388529300689697, 0.5533391237258911, 0.011429307982325554]","[0.5874008536338806, 0.47439560294151306, -0.04413290694355965]","[0.5987076163291931, 0.5015605688095093, -0.09356766939163208]","[0.5857665538787842, 0.5549514889717102, -0.11428812146186829]","[0.5716792941093445, 0.5869706869125366, 0.017687169834971428]","[0.6066187620162964, 0.5211064219474792, -0.03038175031542778]","[0.6169320344924927, 0.5342758297920227, -0.06520647555589676]","[0.5998297929763794, 0.5752443671226501, -0.08200632780790329]"
R,"[0.5413234829902649, 0.7799145579338074, -5.640366680381703e-07]","[0.455805242061615, 0.7321957945823669, 0.009607076644897461]","[0.4047260582447052, 0.6639177799224854, -0.0021613328717648983]","[0.3761711120605469, 0.6074291467666626, -0.031128931790590286]","[0.37577664852142334, 0.5492917895317078, -0.06196440011262894]","[0.47454315423965454, 0.542206346988678, 0.03981015458703041]","[0.4884369671344757, 0.4427262246608734, 0.004612598568201065]","[0.45899975299835205, 0.3864176273345947, -0.021208595484495163]","[0.4350579082965851, 0.34897494316101074, -0.039083994925022125]","[0.5056038498878479, 0.5537596940994263, 0.001088680699467659]","[0.4868759214878082, 0.4388049840927124, -0.05217602476477623]","[0.42075636982917786, 0.48816555738449097, -0.07390820235013962]","[0.40689122676849365, 0.5336655378341675, -0.07636775076389313]","[0.5351686477661133, 0.5689866542816162, -0.044789139181375504]","[0.515160083770752, 0.4636579751968384, -0.09995321184396744]","[0.45081329345703125, 0.5118244290351868, -0.10413692891597748]","[0.4345911145210266, 0.5670238733291626, -0.09376562386751175]","[0.5660322904586792, 0.5915132164955139, -0.09123349189758301]","[0.5238499641418457, 0.5135369300842285, -0.1280878335237503]","[0.47163477540016174, 0.5447331070899963, -0.1287381798028946]","[0.4593062102794647, 0.5947635173797607, -0.12292636930942535]"
R,"[0.4166221022605896, 0.8658238649368286, 2.2142891964449518e-07]","[0.35492873191833496, 0.7960564494132996, -0.07928283512592316]","[0.346323162317276, 0.6964905261993408, -0.11510297656059265]","[0.39472565054893494, 0.6229079961776733, -0.14659370481967926]","[0.46375223994255066, 0.5672932267189026, -0.17443501949310303]","[0.3674730658531189, 0.5293193459510803, -0.02560400404036045]","[0.36755746603012085, 0.41820356249809265, -0.06383661180734634]","[0.38889315724372864, 0.35396409034729004, -0.09962895512580872]","[0.40895718336105347, 0.31215542554855347, -0.12833628058433533]","[0.44376856088638306, 0.5462318658828735, -0.017189059406518936]","[0.5013734698295593, 0.43133437633514404, -0.08452290296554565]","[0.5072911381721497, 0.48883286118507385, -0.13587436079978943]","[0.48934027552604675, 0.5507919192314148, -0.15697573125362396]","[0.5037561655044556, 0.581459105014801, -0.01831395924091339]","[0.5600858330726624, 0.4823564291000366, -0.08858291804790497]","[0.555985689163208, 0.5318472385406494, -0.12686379253864288]","[0.5258849859237671, 0.5934903025627136, -0.1363050490617752]","[0.5489846467971802, 0.6295344829559326, -0.02500445768237114]","[0.5823473334312439, 0.554721474647522, -0.08310417085886002]","[0.5805606245994568, 0.5767057538032532, -0.11038297414779663]","[0.5530391931533813, 0.6197449564933777, -0.11982446908950806]"
R,"[0.5359445810317993, 0.8252202868461609, -8.109481086648884e-07]","[0.44870132207870483, 0.7666144967079163, -0.03035832569003105]","[0.39830002188682556, 0.6800891160964966, -0.0583282895386219]","[0.37162506580352783, 0.6057978868484497, -0.09486927837133408]","[0.40797287225723267, 0.5549655556678772, -0.12867200374603271]","[0.4733665883541107, 0.544826865196228, -0.005946185905486345]","[0.4871225953102112, 0.4164312779903412, -0.05930635705590248]","[0.46085554361343384, 0.3624623119831085, -0.09654594957828522]","[0.4428625702857971, 0.32578134536743164, -0.11945350468158722]","[0.5123053193092346, 0.5564831495285034, -0.021055273711681366]","[0.5103592276573181, 0.4322345554828644, -0.08865408599376678]","[0.4542456865310669, 0.48961806297302246, -0.11468112468719482]","[0.4356287717819214, 0.5451822280883789, -0.11809182912111282]","[0.5518602728843689, 0.5783135294914246, -0.04476160183548927]","[0.5545942783355713, 0.45815277099609375, -0.10738559812307358]","[0.4938390851020813, 0.5157560110092163, -0.10721302032470703]","[0.4709150195121765, 0.577941358089447, -0.0910908505320549]","[0.5906625986099243, 0.6122273206710815, -0.07240638136863708]","[0.5754212141036987, 0.5215270519256592, -0.11115556955337524]","[0.5224311351776123, 0.5477273464202881, -0.10865133255720139]","[0.49794214963912964, 0.596376895904541, -0.09828326851129532]"
L,"[0.45554497838020325, 0.7869430184364319, 2.7246645117884327e-07]","[0.5566115975379944, 0.7212557792663574, 0.025492439046502113]","[0.6043499112129211, 0.6511927843093872, 0.023370368406176567]","[0.6458607316017151, 0.5916813611984253, 0.005524730309844017]","[0.6266465187072754, 0.5381802916526794, -0.015585223212838173]","[0.5329629778862, 0.5493696331977844, 0.03510254621505737]","[0.51446133852005, 0.4234791696071625, 0.014262343756854534]","[0.5422330498695374, 0.3777753710746765, -0.005790370050817728]","[0.5631388425827026, 0.3422558903694153, -0.02036115527153015]","[0.505185604095459, 0.5526886582374573, -0.002297797938808799]","[0.5244361162185669, 0.43560200929641724, -0.04088826850056648]","[0.5864292979240417, 0.4788280725479126, -0.06249130144715309]","[0.6062862873077393, 0.5366625785827637, -0.06771686673164368]","[0.478087842464447, 0.5692844390869141, -0.04091629385948181]","[0.49930325150489807, 0.4671096205711365, -0.07532563805580139]","[0.5645942687988281, 0.5113883018493652, -0.08161906152963638]","[0.5891928672790527, 0.5639474391937256, -0.07587199658155441]","[0.45500490069389343, 0.5951002836227417, -0.07896007597446442]","[0.4788720905780792, 0.5115544199943542, -0.10639486461877823]","[0.5337951183319092, 0.5338612198829651, -0.110875204205513]","[0.5630802512168884, 0.5766180157661438, -0.10756313055753708]"
L,"[0.5057016015052795, 0.824821949005127, 3.752818429347826e-07]","[0.5668647289276123, 0.78021240234375, -0.07267552614212036]","[0.582697868347168, 0.6923352479934692, -0.11008310317993164]","[0.5529669523239136, 0.6182817220687866, -0.1444888859987259]","[0.487480491399765, 0.5689942240715027, -0.1755453497171402]","[0.5637080669403076, 0.5288313031196594, -0.02598723955452442]","[0.5494510531425476, 0.43146613240242004, -0.06462301313877106]","[0.5385015606880188, 0.36679327487945557, -0.09315621107816696]","[0.5223643779754639, 0.34033167362213135, -0.11142775416374207]","[0.4869146943092346, 0.5361524224281311, -0.018455300480127335]","[0.4305788576602936, 0.4479643702507019, -0.07596374303102493]","[0.43856287002563477, 0.5181697607040405, -0.09686541557312012]","[0.46585315465927124, 0.5744320154190063, -0.09491628408432007]","[0.4245060682296753, 0.5687135457992554, -0.022206781432032585]","[0.36990290880203247, 0.49432551860809326, -0.0858028382062912]","[0.3996879756450653, 0.5572271347045898, -0.09297171980142593]","[0.43529823422431946, 0.6113249659538269, -0.07964029908180237]","[0.3768235146999359, 0.6173752546310425, -0.03298833221197128]","[0.3425652086734772, 0.5607284903526306, -0.08186068385839462]","[0.36583438515663147, 0.5921270847320557, -0.08920083194971085]","[0.3992336392402649, 0.6275888085365295, -0.0827912911772728]"
L,"[0.47665736079216003, 0.7971779108047485, 3.7707573596890143e-07]","[0.5521383881568909, 0.7388880848884583, -0.035814136266708374]","[0.580399215221405, 0.6682158708572388, -0.06213245913386345]","[0.5844851136207581, 0.607140302658081, -0.09354615211486816]","[0.5484646558761597, 0.5560495257377625, -0.1258731335401535]","[0.5433654189109802, 0.540017306804657, -0.004394971299916506]","[0.5241443514823914, 0.44885748624801636, -0.030683008953928947]","[0.5321067571640015, 0.39248526096343994, -0.05609012022614479]","[0.537241518497467, 0.3484290838241577, -0.07736120373010635]","[0.4940800964832306, 0.5497926473617554, -0.01578773558139801]","[0.47620081901550293, 0.4490761160850525, -0.062175482511520386]","[0.5026964545249939, 0.4974621534347534, -0.093680240213871]","[0.5244073271751404, 0.5423442125320435, -0.10720978677272797]","[0.4508779048919678, 0.5736243724822998, -0.033428438007831573]","[0.42625316977500916, 0.4837390184402466, -0.0817166343331337]","[0.4730418026447296, 0.5278772115707397, -0.10452630370855331]","[0.4990595877170563, 0.580925703048706, -0.10977233201265335]","[0.41031211614608765, 0.6071900129318237, -0.054811328649520874]","[0.40315285325050354, 0.5346536636352539, -0.0911661684513092]","[0.44276320934295654, 0.5551274418830872, -0.10750692337751389]","[0.47155511379241943, 0.5933430790901184, -0.11487844586372375]"
L,"[0.4946288466453552, 0.8618082404136658, 2.735784221385984e-07]","[0.5764042139053345, 0.7912196516990662, -0.050822991877794266]","[0.6039295792579651, 0.6945972442626953, -0.07749743014574051]","[0.5879653096199036, 0.6135818362236023, -0.10690493881702423]","[0.5252554416656494, 0.5550824999809265, -0.13658666610717773]","[0.5589845180511475, 0.5384956002235413, -0.0027325137052685022]","[0.5496454834938049, 0.4302968978881836, -0.027608534321188927]","[0.5500141978263855, 0.3607141077518463, -0.05493074655532837]","[0.5500254034996033, 0.3083995580673218, -0.07966627180576324]","[0.49017858505249023, 0.5502622127532959, -0.00811354722827673]","[0.45725172758102417, 0.42749983072280884, -0.05772031098604202]","[0.4743688106536865, 0.4885639250278473, -0.09387490898370743]","[0.49780046939849854, 0.540594756603241, -0.11071377992630005]","[0.4321752190589905, 0.5842352509498596, -0.021248413249850273]","[0.39095747470855713, 0.4812188744544983, -0.071075938642025]","[0.4371688663959503, 0.5273741483688354, -0.09892845898866653]","[0.4686707854270935, 0.5850445628166199, -0.10883332043886185]","[0.38312089443206787, 0.6341592669487, -0.03958360478281975]","[0.3610769510269165, 0.5504545569419861, -0.07421621680259705]","[0.3950358033180237, 0.5656406283378601, -0.09259013831615448]","[0.4263077676296234, 0.6025010943412781, -0.10379688441753387]"
R,"[0.4661523699760437, 0.8462609052658081, -8.616077451506499e-08]","[0.4074881076812744, 0.7703735828399658, -0.06617028266191483]","[0.4040290117263794, 0.6719087362289429, -0.0939820408821106]","[0.4671795070171356, 0.598152220249176, -0.1179526075720787]","[0.5383646488189697, 0.547321617603302, -0.13712318241596222]","[0.42314624786376953, 0.5187647342681885, -0.023017453029751778]","[0.42734405398368835, 0.39869746565818787, -0.05769067257642746]","[0.45143306255340576, 0.34189218282699585, -0.08691079914569855]","[0.47702452540397644, 0.31172609329223633, -0.10897129774093628]","[0.501596212387085, 0.5346903800964355, -0.015938198193907738]","[0.5612364411354065, 0.42141032218933105, -0.0738251805305481]","[0.5691608190536499, 0.47507956624031067, -0.11592388153076172]","[0.555046021938324, 0.5403555631637573, -0.1325945407152176]","[0.5631217360496521, 0.5704466700553894, -0.016856243833899498]","[0.616258442401886, 0.46638593077659607, -0.07594657689332962]","[0.6196654438972473, 0.5134164690971375, -0.10595272481441498]","[0.5979902148246765, 0.574288010597229, -0.11280018836259842]","[0.609336793422699, 0.6177605390548706, -0.02241402305662632]","[0.6432116627693176, 0.5309358835220337, -0.07249689847230911]","[0.6439261436462402, 0.5512454509735107, -0.09402789175510406]","[0.6205934286117554, 0.5951418876647949, -0.10034901648759842]"
L,"[0.4878183603286743, 0.776233434677124, 2.4078994442788826e-07]","[0.569423496723175, 0.7312799096107483, -0.01142179500311613]","[0.6113666892051697, 0.6549017429351807, -0.02191968448460102]","[0.6250424981117249, 0.5967920422554016, -0.03883914649486542]","[0.5884102582931519, 0.5591006278991699, -0.05773346126079559]","[0.5642019510269165, 0.537605345249176, -0.00911460630595684]","[0.5439897775650024, 0.4317767918109894, -0.034775715321302414]","[0.5616444945335388, 0.38733819127082825, -0.05744890868663788]","[0.580618679523468, 0.3504660725593567, -0.07667737454175949]","[0.5233917832374573, 0.5482192039489746, -0.027544042095541954]","[0.5207549333572388, 0.45428895950317383, -0.072748102247715]","[0.5580654144287109, 0.5029421448707581, -0.10030174255371094]","[0.5771756172180176, 0.5487402677536011, -0.11280301213264465]","[0.4860513508319855, 0.5741533637046814, -0.04811308532953262]","[0.47601938247680664, 0.48370277881622314, -0.09469155967235565]","[0.5266046524047852, 0.534351646900177, -0.11210683733224869]","[0.5511142015457153, 0.5836359858512878, -0.11452466249465942]","[0.4517720937728882, 0.6082298755645752, -0.06958075612783432]","[0.4559268057346344, 0.5376536250114441, -0.1061018779873848]","[0.49831295013427734, 0.5613040924072266, -0.11928804218769073]","[0.5250923037528992, 0.595851480960846, -0.12390941381454468]"
