Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.561575174331665, 0.7878851890563965, -1.1183367405465106e-06]","[0.45768773555755615, 0.7034714221954346, 0.09644347429275513]","[0.40725499391555786, 0.6431753039360046, 0.11032439023256302]","[0.3643540143966675, 0.6052733659744263, 0.09181484580039978]","[0.3336474299430847, 0.5489237904548645, 0.06629417091608047]","[0.520807147026062, 0.5190289616584778, 0.08532822877168655]","[0.513952910900116, 0.4182136654853821, 0.05795211344957352]","[0.46416425704956055, 0.3710167407989502, 0.03470711037516594]","[0.41366812586784363, 0.34827476739883423, 0.020151792094111443]","[0.5390885472297668, 0.5409152507781982, 0.00832721684128046]","[0.43901732563972473, 0.43893179297447205, -0.025829458609223366]","[0.36086684465408325, 0.4929456114768982, -0.03213478624820709]","[0.3475663363933563, 0.5432831048965454, -0.031147634610533714]","[0.5420543551445007, 0.5677115321159363, -0.06825079023838043]","[0.44572561979293823, 0.47032299637794495, -0.10444177687168121]","[0.3818565905094147, 0.5234997272491455, -0.08670807629823685]","[0.37298583984375, 0.5798563957214355, -0.06858699023723602]","[0.5362048149108887, 0.5992535352706909, -0.13813266158103943]","[0.4557734727859497, 0.5249930024147034, -0.1560949832201004]","[0.4004810154438019, 0.5559998154640198, -0.1367051899433136]","[0.38765573501586914, 0.6072138547897339, -0.12051963061094284]"
L,"[0.5048388242721558, 0.8484655618667603, 2.353347525740901e-07]","[0.5857120752334595, 0.7812432646751404, -0.04362799972295761]","[0.6139672994613647, 0.680976390838623, -0.06619113683700562]","[0.6005256175994873, 0.5972179770469666, -0.09160180389881134]","[0.5416902303695679, 0.5444678068161011, -0.11760853230953217]","[0.5697988271713257, 0.5406606197357178, -0.006421741563826799]","[0.5574176907539368, 0.43127956986427307, -0.028697166591882706]","[0.5584580898284912, 0.3642212152481079, -0.052840299904346466]","[0.5579614639282227, 0.3129236400127411, -0.0748119130730629]","[0.507246196269989, 0.5488834977149963, -0.012485324405133724]","[0.47187504172325134, 0.43029242753982544, -0.05749596282839775]","[0.4965878129005432, 0.48360100388526917, -0.08991874009370804]","[0.519331157207489, 0.5362188816070557, -0.10510654002428055]","[0.45281583070755005, 0.5774874091148376, -0.024867286905646324]","[0.41277891397476196, 0.47009530663490295, -0.07134566456079483]","[0.46353256702423096, 0.5143158435821533, -0.09690448641777039]","[0.49356117844581604, 0.5761235952377319, -0.10539209097623825]","[0.40420496463775635, 0.6197549700737, -0.04157709702849388]","[0.385747492313385, 0.5307285189628601, -0.07669726014137268]","[0.42516353726387024, 0.5478419065475464, -0.09480830281972885]","[0.45570749044418335, 0.5927873849868774, -0.10469751805067062]"
L,"[0.5387799143791199, 0.7848758697509766, 1.616078151300826e-07]","[0.5921381115913391, 0.7341659069061279, -0.06816580891609192]","[0.5846220850944519, 0.648160994052887, -0.09731901437044144]","[0.5216403007507324, 0.5886937379837036, -0.12172842025756836]","[0.4556645154953003, 0.554250180721283, -0.1410093605518341]","[0.5784974098205566, 0.5187932848930359, -0.01837914064526558]","[0.574332058429718, 0.41854095458984375, -0.06083240360021591]","[0.5512130260467529, 0.3642163872718811, -0.09154772013425827]","[0.5202141404151917, 0.3540918827056885, -0.10656728595495224]","[0.5136051177978516, 0.5220642685890198, -0.005791253875941038]","[0.4564918875694275, 0.4501047134399414, -0.056443583220243454]","[0.44478124380111694, 0.510314404964447, -0.07706652581691742]","[0.4613337516784668, 0.5609675049781799, -0.07648562639951706]","[0.46183547377586365, 0.5443031787872314, -0.005686440505087376]","[0.41083288192749023, 0.48091429471969604, -0.061889179050922394]","[0.4138758182525635, 0.5310966968536377, -0.07421930879354477]","[0.4341248869895935, 0.5756202340126038, -0.06492811441421509]","[0.4256064295768738, 0.5806466937065125, -0.011973763816058636]","[0.3861995041370392, 0.5225725173950195, -0.0525086484849453]","[0.39279812574386597, 0.5464513897895813, -0.05978595092892647]","[0.41563814878463745, 0.5803416967391968, -0.053142741322517395]"
R,"[0.40168869495391846, 0.8632349967956543, 8.01323949417565e-07]","[0.3851253390312195, 0.7620118260383606, -0.1241573691368103]","[0.4257618188858032, 0.6582711935043335, -0.13777779042720795]","[0.5059160590171814, 0.5827218890190125, -0.1307261437177658]","[0.5814125537872314, 0.5174962282180786, -0.11564778536558151]","[0.36970415711402893, 0.5017013549804688, -0.004279136657714844]","[0.3808133006095886, 0.3794119358062744, -0.02736816182732582]","[0.4294246435165405, 0.3191642165184021, -0.06742262840270996]","[0.4800027906894684, 0.2935812771320343, -0.09778223931789398]","[0.4432758390903473, 0.5386477112770081, 0.04591812938451767]","[0.5382706522941589, 0.4205624759197235, -0.01668955571949482]","[0.5929461717605591, 0.4566118121147156, -0.10422234982252121]","[0.6076973676681519, 0.5313218235969543, -0.15078027546405792]","[0.5067120790481567, 0.5751691460609436, 0.08185721933841705]","[0.5934621095657349, 0.47530102729797363, 0.008300486020743847]","[0.6311168074607849, 0.5066529512405396, -0.09003067761659622]","[0.626212477684021, 0.5689704418182373, -0.1381581723690033]","[0.5561051964759827, 0.6102337837219238, 0.11097561568021774]","[0.6167617440223694, 0.5306869149208069, 0.04495606943964958]","[0.6476396918296814, 0.5446241497993469, -0.02396482788026333]","[0.6376222968101501, 0.5866020321846008, -0.06345770508050919]"
L,"[0.5434228777885437, 0.8522899150848389, 1.1941720856611937e-07]","[0.6233678460121155, 0.7879339456558228, -0.04374518245458603]","[0.653771162033081, 0.7033806443214417, -0.07254631072282791]","[0.6415445804595947, 0.6315958499908447, -0.1042674258351326]","[0.5784326791763306, 0.5896046757698059, -0.1363469362258911]","[0.6170217990875244, 0.5437608957290649, -0.017605356872081757]","[0.6001121401786804, 0.4360065162181854, -0.04591794312000275]","[0.5990743041038513, 0.375932514667511, -0.07332608848810196]","[0.5940127968788147, 0.3282683491706848, -0.09748882055282593]","[0.5504971742630005, 0.5545994639396667, -0.025678204372525215]","[0.5165786743164062, 0.45316678285598755, -0.07166682183742523]","[0.5372706651687622, 0.5226542353630066, -0.09749939292669296]","[0.5593147277832031, 0.5732160806655884, -0.10991284996271133]","[0.49075499176979065, 0.586866557598114, -0.04018421098589897]","[0.45040249824523926, 0.49161410331726074, -0.08892305940389633]","[0.4962911605834961, 0.5531095862388611, -0.10247958451509476]","[0.5268531441688538, 0.613258957862854, -0.10367392003536224]","[0.43995440006256104, 0.6343042850494385, -0.05925208702683449]","[0.42047399282455444, 0.554430365562439, -0.09420720487833023]","[0.4573240280151367, 0.5842551589012146, -0.10313310474157333]","[0.4885491728782654, 0.6282873749732971, -0.1067536249756813]"
L,"[0.49741330742836, 0.8293761014938354, 1.0889093005062023e-07]","[0.5721595883369446, 0.7640350461006165, -0.02835947461426258]","[0.5995981097221375, 0.6653224229812622, -0.04322073608636856]","[0.5892640352249146, 0.5875689387321472, -0.06288781762123108]","[0.5368410348892212, 0.5352783203125, -0.08356679975986481]","[0.5534301996231079, 0.534460186958313, 0.0014822154771536589]","[0.5397565960884094, 0.42242422699928284, -0.018825074657797813]","[0.5422106981277466, 0.3610868752002716, -0.04259370267391205]","[0.5431135296821594, 0.31280049681663513, -0.06485539674758911]","[0.49712496995925903, 0.5412724614143372, -0.010086441412568092]","[0.46730169653892517, 0.42487072944641113, -0.05212685465812683]","[0.49623674154281616, 0.4753535985946655, -0.08532217144966125]","[0.5159504413604736, 0.5299666523933411, -0.10329793393611908]","[0.4457158148288727, 0.5679358243942261, -0.02628868632018566]","[0.4097180962562561, 0.45811301469802856, -0.07071102410554886]","[0.4590027928352356, 0.5028340816497803, -0.09594308584928513]","[0.4861394464969635, 0.5643717646598816, -0.10562358796596527]","[0.3995509743690491, 0.6080849170684814, -0.04514718055725098]","[0.3865524232387543, 0.5227734446525574, -0.07949939370155334]","[0.42636629939079285, 0.541135847568512, -0.09735338389873505]","[0.45517075061798096, 0.585506796836853, -0.1078445166349411]"
R,"[0.5060599446296692, 0.7618736624717712, -3.451484928973514e-07]","[0.436331182718277, 0.723946213722229, -0.02989686280488968]","[0.3883678913116455, 0.6564695239067078, -0.058468252420425415]","[0.3644734025001526, 0.6011488437652588, -0.09449993073940277]","[0.3932245373725891, 0.5611313581466675, -0.12960322201251984]","[0.45129069685935974, 0.539281964302063, -0.00326952850446105]","[0.46725374460220337, 0.44628220796585083, -0.05124914273619652]","[0.44877856969833374, 0.39183980226516724, -0.08321552723646164]","[0.4327526092529297, 0.36070066690444946, -0.10269151628017426]","[0.48680350184440613, 0.551999568939209, -0.01854182966053486]","[0.48055386543273926, 0.4543735384941101, -0.08127115666866302]","[0.4282243549823761, 0.502894401550293, -0.10445307195186615]","[0.41285115480422974, 0.5463377237319946, -0.10500393062829971]","[0.5208562612533569, 0.5717259645462036, -0.042889755219221115]","[0.5163676738739014, 0.48405131697654724, -0.10380452871322632]","[0.46204283833503723, 0.5296108722686768, -0.11017574369907379]","[0.4414351284503937, 0.5767748355865479, -0.09858053177595139]","[0.552712619304657, 0.6012128591537476, -0.07051310688257217]","[0.5299991369247437, 0.5349631905555725, -0.11257794499397278]","[0.4849235415458679, 0.5631701946258545, -0.11681041866540909]","[0.46707016229629517, 0.6050024032592773, -0.11091667413711548]"
R,"[0.4416496753692627, 0.8026949763298035, -3.717290155691444e-07]","[0.38032305240631104, 0.7493415474891663, -0.04983887821435928]","[0.35943642258644104, 0.6686406135559082, -0.07598075270652771]","[0.3857712149620056, 0.6081061959266663, -0.10177475959062576]","[0.4379182457923889, 0.569137692451477, -0.12455420941114426]","[0.39214056730270386, 0.527346134185791, -0.025022899731993675]","[0.39832210540771484, 0.4323239326477051, -0.06056629866361618]","[0.4057685136795044, 0.3850376009941101, -0.0862862765789032]","[0.41735589504241943, 0.3489186763763428, -0.10574731975793839]","[0.45740652084350586, 0.5362369418144226, -0.025055307894945145]","[0.4965460002422333, 0.43941235542297363, -0.07756326347589493]","[0.4818844199180603, 0.5074242353439331, -0.10104657709598541]","[0.4655645191669464, 0.5679704546928406, -0.10546106100082397]","[0.5133426189422607, 0.5647722482681274, -0.03189283609390259]","[0.5471915602684021, 0.48071250319480896, -0.08445486426353455]","[0.52074134349823, 0.539686918258667, -0.08961242437362671]","[0.4965461790561676, 0.5906515121459961, -0.0804905816912651]","[0.5594198107719421, 0.6051559448242188, -0.04292042553424835]","[0.5749450325965881, 0.543147623538971, -0.08051595836877823]","[0.5494346022605896, 0.566558301448822, -0.08280353993177414]","[0.5223499536514282, 0.5982746481895447, -0.07738685607910156]"
R,"[0.5181135535240173, 0.8237389326095581, -5.46568685422244e-07]","[0.44440069794654846, 0.7638946771621704, -0.02986130490899086]","[0.3981219232082367, 0.6830922365188599, -0.058678314089775085]","[0.3808847665786743, 0.6089195609092712, -0.09640152007341385]","[0.42453691363334656, 0.5647782683372498, -0.1310216784477234]","[0.4597545266151428, 0.5422803163528442, 0.008165119215846062]","[0.48078250885009766, 0.43009456992149353, -0.04121804237365723]","[0.46086183190345764, 0.3683776259422302, -0.07375191897153854]","[0.4474952518939972, 0.3346734941005707, -0.09219799935817719]","[0.5021575689315796, 0.5529327392578125, -0.005404356401413679]","[0.5123172998428345, 0.43940991163253784, -0.06273393332958221]","[0.4585445523262024, 0.5007902979850769, -0.07840489596128464]","[0.4456518888473511, 0.5547853112220764, -0.07378276437520981]","[0.5461402535438538, 0.5754964351654053, -0.02893134020268917]","[0.5562357306480408, 0.4693005084991455, -0.08111115545034409]","[0.49957022070884705, 0.5226010084152222, -0.07304850965738297]","[0.4797115921974182, 0.5799652338027954, -0.05274660512804985]","[0.5879083275794983, 0.6129363179206848, -0.05706772580742836]","[0.5823040008544922, 0.5305023193359375, -0.08713974803686142]","[0.5336401462554932, 0.5563313961029053, -0.0786520391702652]","[0.5124111771583557, 0.6053354740142822, -0.06457632035017014]"
L,"[0.5099033713340759, 0.8835650086402893, 3.4500365586609405e-07]","[0.5910990834236145, 0.8218274116516113, -0.061787199229002]","[0.6223104596138, 0.7271316647529602, -0.10151910781860352]","[0.6144842505455017, 0.6545662879943848, -0.14298757910728455]","[0.5606824159622192, 0.5890126824378967, -0.18411245942115784]","[0.5843899250030518, 0.5490024089813232, -0.027630427852272987]","[0.5614619851112366, 0.4372715950012207, -0.06439011543989182]","[0.563039243221283, 0.3623172640800476, -0.09577401727437973]","[0.5568777918815613, 0.31037235260009766, -0.12210297584533691]","[0.5110840201377869, 0.5620355606079102, -0.0332433320581913]","[0.4709266722202301, 0.4502614736557007, -0.09340714663267136]","[0.49804988503456116, 0.5279275178909302, -0.12760335206985474]","[0.527913510799408, 0.5831819176673889, -0.14150908589363098]","[0.44612136483192444, 0.5988830327987671, -0.04776053503155708]","[0.39788416028022766, 0.49270954728126526, -0.11328205466270447]","[0.4562462568283081, 0.5597534775733948, -0.13637880980968475]","[0.4951585531234741, 0.6249306201934814, -0.13996252417564392]","[0.3899416923522949, 0.6545536518096924, -0.06789378076791763]","[0.3655567169189453, 0.5726077556610107, -0.1191316619515419]","[0.41008710861206055, 0.6048698425292969, -0.13836587965488434]","[0.4478375315666199, 0.6504668593406677, -0.1467721313238144]"
R,"[0.4952127933502197, 0.8253313302993774, 6.708823008239051e-08]","[0.4301244020462036, 0.7756909132003784, -0.07502712309360504]","[0.40014922618865967, 0.6977336406707764, -0.11662960052490234]","[0.421330988407135, 0.6269741654396057, -0.15525899827480316]","[0.4759334325790405, 0.5800070762634277, -0.19099169969558716]","[0.4308820366859436, 0.5410148501396179, -0.029507160186767578]","[0.4344418942928314, 0.444378137588501, -0.07134252786636353]","[0.44109779596328735, 0.38276153802871704, -0.10260164737701416]","[0.4503439962863922, 0.34557539224624634, -0.1248307079076767]","[0.495491623878479, 0.5495401620864868, -0.01922915317118168]","[0.5355238318443298, 0.4540524482727051, -0.07724514603614807]","[0.5222882032394409, 0.5169637203216553, -0.10743608325719833]","[0.5080786347389221, 0.5727093815803528, -0.11411817371845245]","[0.5508481860160828, 0.5764032006263733, -0.01948157511651516]","[0.590870201587677, 0.49094298481941223, -0.07824604958295822]","[0.5680496692657471, 0.547605574131012, -0.09528924524784088]","[0.5414173603057861, 0.6032561659812927, -0.09222613275051117]","[0.5956252813339233, 0.6157397031784058, -0.025840861722826958]","[0.6143136620521545, 0.5535060167312622, -0.07263683527708054]","[0.5964334011077881, 0.5848771333694458, -0.08712463080883026]","[0.5717500448226929, 0.6284071207046509, -0.08845685422420502]"
L,"[0.5711900591850281, 0.8080885410308838, 9.758178975971532e-07]","[0.6079126596450806, 0.7618862986564636, -0.08520963788032532]","[0.5885635018348694, 0.6695631742477417, -0.10982120037078857]","[0.5139138102531433, 0.6037273406982422, -0.12509220838546753]","[0.4458501935005188, 0.5533639788627625, -0.13407516479492188]","[0.5988684296607971, 0.5187076330184937, -0.018541855737566948]","[0.5863848328590393, 0.41974303126335144, -0.04397721216082573]","[0.5657694935798645, 0.360376238822937, -0.06880824267864227]","[0.538564920425415, 0.3216536045074463, -0.08635953813791275]","[0.5358520746231079, 0.5128747820854187, 0.002965795574709773]","[0.5358067154884338, 0.41172802448272705, -0.03270811587572098]","[0.5275895595550537, 0.3648433983325958, -0.06902758032083511]","[0.518486499786377, 0.33531779050827026, -0.08776884526014328]","[0.4793391823768616, 0.5373567342758179, 0.011881846934556961]","[0.4385037422180176, 0.45699745416641235, -0.0525645948946476]","[0.4219305217266083, 0.5152449607849121, -0.09018635004758835]","[0.4215245544910431, 0.5749541521072388, -0.09550511837005615]","[0.4357571005821228, 0.5803568959236145, 0.015100824646651745]","[0.3891453146934509, 0.5195345878601074, -0.048061907291412354]","[0.3869844377040863, 0.5540984272956848, -0.07748261839151382]","[0.4065525531768799, 0.5991853475570679, -0.08475998789072037]"
R,"[0.513865053653717, 0.7778131365776062, 1.7065654844827804e-07]","[0.44872230291366577, 0.7351778745651245, -0.06433628499507904]","[0.41500478982925415, 0.6677143573760986, -0.1010565385222435]","[0.4343508183956146, 0.6000188589096069, -0.13342823088169098]","[0.4850267469882965, 0.5561176538467407, -0.1621999442577362]","[0.44308099150657654, 0.5266304612159729, -0.029793761670589447]","[0.4474950432777405, 0.4403473734855652, -0.06701062619686127]","[0.4599311053752899, 0.38018620014190674, -0.0908268466591835]","[0.4691949486732483, 0.34576869010925293, -0.10597249865531921]","[0.5027627944946289, 0.5320831537246704, -0.020663617178797722]","[0.5352650284767151, 0.45069390535354614, -0.06850212067365646]","[0.5269496440887451, 0.5038167834281921, -0.08184375613927841]","[0.5126135945320129, 0.5466428399085999, -0.07650474458932877]","[0.5558974146842957, 0.5550075769424438, -0.02124500647187233]","[0.5883609056472778, 0.48311856389045715, -0.07212906330823898]","[0.5646572709083557, 0.5353255271911621, -0.07205057144165039]","[0.539474368095398, 0.5768188238143921, -0.057520586997270584]","[0.6001670360565186, 0.5900501012802124, -0.02735862322151661]","[0.613331139087677, 0.5345070958137512, -0.06930314749479294]","[0.5902194380760193, 0.5683828592300415, -0.07189489901065826]","[0.567273736000061, 0.6042765378952026, -0.06348142772912979]"
R,"[0.49665892124176025, 0.7804000377655029, -3.723374106812116e-07]","[0.4331262409687042, 0.7414575815200806, -0.03412590175867081]","[0.39056718349456787, 0.6678642630577087, -0.05952887609601021]","[0.37528562545776367, 0.6084762215614319, -0.08909887075424194]","[0.40933963656425476, 0.5676483511924744, -0.11555781960487366]","[0.44655734300613403, 0.5410918593406677, -0.006420986261218786]","[0.46474263072013855, 0.4466385841369629, -0.04726181551814079]","[0.44818904995918274, 0.39230355620384216, -0.07208789885044098]","[0.4372158646583557, 0.35395798087120056, -0.08703482896089554]","[0.4856889843940735, 0.5498846173286438, -0.014582155272364616]","[0.4908408224582672, 0.4487881660461426, -0.06837034970521927]","[0.44160032272338867, 0.5020203590393066, -0.08028441667556763]","[0.42665621638298035, 0.5509023070335388, -0.07274948060512543]","[0.523633599281311, 0.5709910988807678, -0.031067436560988426]","[0.5297499895095825, 0.4771374464035034, -0.08256089687347412]","[0.4789060652256012, 0.5273772478103638, -0.07489821314811707]","[0.4614579975605011, 0.5775953531265259, -0.053912002593278885]","[0.559224009513855, 0.6061644554138184, -0.051629990339279175]","[0.5503608584403992, 0.5333308577537537, -0.08533915132284164]","[0.5069131255149841, 0.5603471994400024, -0.07941770553588867]","[0.48917850852012634, 0.6031155586242676, -0.06575971841812134]"
L,"[0.5678231716156006, 0.7819316387176514, -5.638456102019518e-08]","[0.5820392966270447, 0.7167632579803467, -0.09699328988790512]","[0.5461960434913635, 0.6341638565063477, -0.11804775148630142]","[0.46770626306533813, 0.5773253440856934, -0.12394633889198303]","[0.4052620530128479, 0.5343286395072937, -0.12262548506259918]","[0.5863831043243408, 0.511782169342041, -0.017697649076581]","[0.5779286026954651, 0.4056878089904785, -0.042077645659446716]","[0.5362699627876282, 0.36486560106277466, -0.06487876921892166]","[0.49110928177833557, 0.35880178213119507, -0.0755329579114914]","[0.5302770733833313, 0.5280366539955139, 0.021619366481900215]","[0.45823603868484497, 0.44970494508743286, -0.012014959938824177]","[0.4197877049446106, 0.4923114478588104, -0.04862691089510918]","[0.41561469435691833, 0.5344278216362, -0.0628899335861206]","[0.485439270734787, 0.5544025897979736, 0.04732736572623253]","[0.42951685190200806, 0.5001415014266968, 0.00628832820802927]","[0.40502092242240906, 0.5297490358352661, -0.03892294690012932]","[0.4030130207538605, 0.5578374266624451, -0.05545422062277794]","[0.45362389087677, 0.5906302332878113, 0.06568749248981476]","[0.408764511346817, 0.5461419820785522, 0.036071859300136566]","[0.39240390062332153, 0.5526931285858154, 0.00971381738781929]","[0.393071711063385, 0.5719257593154907, -0.000927404616959393]"
R,"[0.45854315161705017, 0.6484149694442749, -6.066316586839093e-07]","[0.409887433052063, 0.6030926704406738, -0.07014795392751694]","[0.39027130603790283, 0.5235174298286438, -0.12022586166858673]","[0.3935272693634033, 0.46506112813949585, -0.16437076032161713]","[0.4003077745437622, 0.4063633382320404, -0.20823417603969574]","[0.4361012279987335, 0.4767214357852936, -0.1100517064332962]","[0.4272688031196594, 0.405427485704422, -0.18408158421516418]","[0.3992067575454712, 0.4221905767917633, -0.22338050603866577]","[0.38585713505744934, 0.44493919610977173, -0.24448642134666443]","[0.4876661002635956, 0.5045872330665588, -0.10732859373092651]","[0.49951601028442383, 0.42665567994117737, -0.19422979652881622]","[0.4514017701148987, 0.4922218322753906, -0.22173072397708893]","[0.4272075891494751, 0.5503882169723511, -0.2279256284236908]","[0.5367864370346069, 0.5401571393013, -0.11190605908632278]","[0.5518916249275208, 0.46497541666030884, -0.20109142363071442]","[0.49641260504722595, 0.5283287167549133, -0.2073286473751068]","[0.4640102982521057, 0.585469126701355, -0.1950453668832779]","[0.5799234509468079, 0.5839208364486694, -0.11966443061828613]","[0.5751248598098755, 0.5272895097732544, -0.1903487592935562]","[0.5238078832626343, 0.5685350894927979, -0.19992488622665405]","[0.49164772033691406, 0.6117351055145264, -0.1966443955898285]"
L,"[0.4922587275505066, 0.8275813460350037, 5.782643484053551e-07]","[0.5623185038566589, 0.7620554566383362, -0.06238595396280289]","[0.5838947296142578, 0.6660293340682983, -0.09562699496746063]","[0.5696041584014893, 0.5838497281074524, -0.13035815954208374]","[0.5059332251548767, 0.5310283899307251, -0.16434246301651]","[0.5498601794242859, 0.5307590961456299, 0.0038819112814962864]","[0.5401021838188171, 0.4340684413909912, -0.011849201284348965]","[0.5390262007713318, 0.3643788695335388, -0.03138349577784538]","[0.5325381755828857, 0.3203204572200775, -0.049206800758838654]","[0.48311132192611694, 0.5395618677139282, 0.006064063403755426]","[0.4435988664627075, 0.4321969449520111, -0.03133527562022209]","[0.4611356854438782, 0.4799455404281616, -0.05739734321832657]","[0.4843657612800598, 0.5292879939079285, -0.06512908637523651]","[0.42851340770721436, 0.5666438341140747, -0.0013592684408649802]","[0.3848115801811218, 0.4700812101364136, -0.0422435961663723]","[0.4290052056312561, 0.5083473920822144, -0.062343258410692215]","[0.45880839228630066, 0.5661726593971252, -0.06532309949398041]","[0.3817383348941803, 0.6093104481697083, -0.015932155773043633]","[0.36221402883529663, 0.5321513414382935, -0.047489650547504425]","[0.39496558904647827, 0.5462894439697266, -0.06195369362831116]","[0.4232902228832245, 0.5874899625778198, -0.06761255115270615]"
R,"[0.5282816290855408, 0.7561826705932617, 1.7325325529782276e-07]","[0.4403795301914215, 0.7143481373786926, -0.013257819227874279]","[0.3936513364315033, 0.6496699452400208, -0.03467802330851555]","[0.3746243417263031, 0.5989480018615723, -0.07034120708703995]","[0.39715486764907837, 0.549961268901825, -0.10759377479553223]","[0.47430315613746643, 0.5375171899795532, 0.03849019482731819]","[0.47861164808273315, 0.4490792751312256, 0.0041029928252100945]","[0.4562321901321411, 0.3869422376155853, -0.02828066796064377]","[0.44105619192123413, 0.34549495577812195, -0.0538439005613327]","[0.512073814868927, 0.5505735278129578, 0.0051064081490039825]","[0.49531859159469604, 0.4474412202835083, -0.05869429185986519]","[0.4396694600582123, 0.4724382758140564, -0.09994995594024658]","[0.4151539206504822, 0.5117747187614441, -0.11326222866773605]","[0.5455602407455444, 0.5676660537719727, -0.03731125220656395]","[0.5309916734695435, 0.4759005606174469, -0.10159899294376373]","[0.47539427876472473, 0.5076534748077393, -0.12933437526226044]","[0.4519200921058655, 0.5521926283836365, -0.13234084844589233]","[0.5752703547477722, 0.5894916653633118, -0.08187870681285858]","[0.5458018779754639, 0.5216735005378723, -0.1325947642326355]","[0.4997272193431854, 0.545651376247406, -0.15067222714424133]","[0.4796120524406433, 0.587516725063324, -0.1546798199415207]"
L,"[0.5514494180679321, 0.7814483046531677, 5.954633479632321e-07]","[0.607882022857666, 0.7449144124984741, -0.1312664896249771]","[0.5951756834983826, 0.6620715260505676, -0.18740655481815338]","[0.5221396684646606, 0.603083610534668, -0.2282465249300003]","[0.45516592264175415, 0.5415816903114319, -0.2631438672542572]","[0.5971128940582275, 0.5165815949440002, -0.056032054126262665]","[0.5886991620063782, 0.41709035634994507, -0.11588259786367416]","[0.5614315867424011, 0.3617156147956848, -0.1649812012910843]","[0.5296788811683655, 0.34273022413253784, -0.193168506026268]","[0.5286800861358643, 0.5298797488212585, -0.02069668285548687]","[0.4588395357131958, 0.4463047385215759, -0.10003596544265747]","[0.4356973469257355, 0.48570218682289124, -0.15295153856277466]","[0.4383692145347595, 0.5272731781005859, -0.17139260470867157]","[0.47183743119239807, 0.554693877696991, -0.004763876553624868]","[0.4200734794139862, 0.49700409173965454, -0.09612216800451279]","[0.41612547636032104, 0.5397576689720154, -0.14733605086803436]","[0.42843329906463623, 0.5760671496391296, -0.15778259932994843]","[0.43448227643966675, 0.5847540497779846, 0.0012545697391033173]","[0.3914669156074524, 0.5416157245635986, -0.07189987599849701]","[0.39304396510124207, 0.5690423250198364, -0.11082642525434494]","[0.41454756259918213, 0.5965955853462219, -0.12446355819702148]"
L,"[0.5749436616897583, 0.8613854646682739, 2.0270423117807468e-09]","[0.6339365243911743, 0.7898977994918823, -0.07396683841943741]","[0.6236620545387268, 0.6781084537506104, -0.09700608253479004]","[0.5485586524009705, 0.6018505096435547, -0.11450948566198349]","[0.4675183594226837, 0.5609443187713623, -0.12627843022346497]","[0.6175974011421204, 0.5186589360237122, -0.005602072924375534]","[0.6093518733978271, 0.4053210914134979, -0.037161003798246384]","[0.5805267691612244, 0.3418589234352112, -0.06444098055362701]","[0.5534601807594299, 0.31164026260375977, -0.08137069642543793]","[0.5369544625282288, 0.525072455406189, 0.007190740201622248]","[0.47935208678245544, 0.4281819462776184, -0.040558818727731705]","[0.4639049172401428, 0.49459004402160645, -0.06556246429681778]","[0.47336679697036743, 0.5584502220153809, -0.06775764375925064]","[0.4720732271671295, 0.5551864504814148, 0.0074586523696780205]","[0.42070895433425903, 0.4648855924606323, -0.04905417189002037]","[0.42798322439193726, 0.5263379812240601, -0.0648404210805893]","[0.4461800754070282, 0.5877569913864136, -0.05688292905688286]","[0.42690035700798035, 0.6017258763313293, 0.0006825147429481149]","[0.3811202049255371, 0.5127651691436768, -0.04016200453042984]","[0.38635724782943726, 0.5386175513267517, -0.047100979834795]","[0.40515443682670593, 0.583436131477356, -0.040424663573503494]"
L,"[0.43661734461784363, 0.7643203735351562, 5.121121944284823e-07]","[0.54759281873703, 0.7077933549880981, 0.04488106071949005]","[0.5947374105453491, 0.6496439576148987, 0.04437021538615227]","[0.6334959864616394, 0.6018864512443542, 0.022066479548811913]","[0.6267327070236206, 0.5533730387687683, -0.004217113368213177]","[0.5258291959762573, 0.5575554370880127, 0.045538872480392456]","[0.5333930850028992, 0.44431746006011963, 0.012201414443552494]","[0.5695709586143494, 0.4197739362716675, -0.014191950671374798]","[0.587687611579895, 0.413335382938385, -0.028597604483366013]","[0.49573323130607605, 0.5635837912559509, -0.009008638560771942]","[0.5235010981559753, 0.4562123417854309, -0.061279281973838806]","[0.5829536318778992, 0.49514299631118774, -0.08689691871404648]","[0.6026470065116882, 0.5524832010269165, -0.09178373962640762]","[0.47272396087646484, 0.5797120928764343, -0.06529916077852249]","[0.5016443729400635, 0.4816640317440033, -0.11099784076213837]","[0.5648068189620972, 0.5127764940261841, -0.11631865799427032]","[0.5886827707290649, 0.5577061176300049, -0.10650353878736496]","[0.4565732181072235, 0.5992785692214966, -0.11998572200536728]","[0.49821481108665466, 0.5224036574363708, -0.15228159725666046]","[0.5517355799674988, 0.5354982614517212, -0.15421099960803986]","[0.5774955749511719, 0.5695679783821106, -0.14725863933563232]"
