Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.4567062258720398, 0.9363284111022949, -3.0288984476101177e-07]","[0.40444204211235046, 0.8532862663269043, -0.056780487298965454]","[0.3890380859375, 0.7702845931053162, -0.09931149333715439]","[0.46989375352859497, 0.7278072834014893, -0.13757839798927307]","[0.5573800802230835, 0.7128918170928955, -0.16853436827659607]","[0.42812618613243103, 0.590066134929657, -0.06397750228643417]","[0.450036883354187, 0.4514382481575012, -0.13853555917739868]","[0.4664432108402252, 0.3627766966819763, -0.19302543997764587]","[0.47501787543296814, 0.29055407643318176, -0.22943620383739471]","[0.506859540939331, 0.6260966062545776, -0.06227198988199234]","[0.5269510746002197, 0.5786515474319458, -0.11982020735740662]","[0.49746274948120117, 0.6909955143928528, -0.11751066148281097]","[0.48729509115219116, 0.7281654477119446, -0.10805090516805649]","[0.5716432332992554, 0.6749629378318787, -0.07133472710847855]","[0.6058875918388367, 0.6202892065048218, -0.12713591754436493]","[0.5588107705116272, 0.709396481513977, -0.08700338751077652]","[0.5263057351112366, 0.7403473854064941, -0.050081439316272736]","[0.6152668595314026, 0.7373998165130615, -0.0873420462012291]","[0.6438478231430054, 0.6921336650848389, -0.12585100531578064]","[0.5989181995391846, 0.7501752376556396, -0.09367087483406067]","[0.5613753199577332, 0.7751950025558472, -0.06184181571006775]"
L,"[0.5793681740760803, 0.7988446354866028, 2.8712503308270243e-07]","[0.5465720295906067, 0.7806159257888794, -0.13896958529949188]","[0.4829285144805908, 0.7282612323760986, -0.18422475457191467]","[0.4038262367248535, 0.699687123298645, -0.20115536451339722]","[0.33899545669555664, 0.6845793724060059, -0.20682866871356964]","[0.4871080219745636, 0.5701104402542114, -0.10969392955303192]","[0.4099440276622772, 0.47476333379745483, -0.15376895666122437]","[0.36886948347091675, 0.4208223521709442, -0.17225240170955658]","[0.3411121964454651, 0.3585739731788635, -0.17927442491054535]","[0.46367135643959045, 0.5871542692184448, -0.047142814844846725]","[0.3701193630695343, 0.5932141542434692, -0.09179743379354477]","[0.3991810083389282, 0.671776533126831, -0.088265560567379]","[0.4401003122329712, 0.6762629151344299, -0.0706520527601242]","[0.43750137090682983, 0.6089873909950256, -4.7406570956809446e-05]","[0.35609114170074463, 0.6203693151473999, -0.04968421161174774]","[0.39381635189056396, 0.6827502846717834, -0.04792578145861626]","[0.43627849221229553, 0.6730046272277832, -0.031139325350522995]","[0.41324496269226074, 0.627787709236145, 0.035191018134355545]","[0.3613439202308655, 0.6458830833435059, -0.0031973246950656176]","[0.39423948526382446, 0.6862820386886597, -0.008324170485138893]","[0.43316489458084106, 0.690997302532196, 0.001459775841794908]"
L,"[0.48958009481430054, 0.8111669421195984, 2.246617611945112e-07]","[0.5731102824211121, 0.779714822769165, -0.026672283187508583]","[0.6251195669174194, 0.7229292392730713, -0.053584542125463486]","[0.6325818300247192, 0.6867568492889404, -0.08063001185655594]","[0.5746167898178101, 0.6833432912826538, -0.1052875742316246]","[0.5996650457382202, 0.5829339027404785, -0.06643401086330414]","[0.6306605339050293, 0.49373140931129456, -0.10734346508979797]","[0.6510792970657349, 0.4332107901573181, -0.13666078448295593]","[0.6609006524085999, 0.37968385219573975, -0.15974819660186768]","[0.5370810031890869, 0.5871649384498596, -0.08280368894338608]","[0.5883899927139282, 0.5879589319229126, -0.13084463775157928]","[0.5979692339897156, 0.6569762229919434, -0.14042633771896362]","[0.5856108069419861, 0.6848801970481873, -0.1426190584897995]","[0.48555052280426025, 0.613897979259491, -0.10119563341140747]","[0.5452879071235657, 0.6203646659851074, -0.14416098594665527]","[0.5622538328170776, 0.6836466789245605, -0.13435667753219604]","[0.5510989427566528, 0.7030154466629028, -0.12218073755502701]","[0.4480641484260559, 0.6587214469909668, -0.12346299737691879]","[0.5113005638122559, 0.668531060218811, -0.14796994626522064]","[0.5369644165039062, 0.7083995938301086, -0.13577120006084442]","[0.5281632542610168, 0.7231572270393372, -0.12430998682975769]"
R,"[0.43634942173957825, 0.8224543929100037, 2.9376009180737128e-08]","[0.4158044457435608, 0.7810189723968506, -0.07104872912168503]","[0.44099265336990356, 0.7314746379852295, -0.10771679878234863]","[0.5180196166038513, 0.7056041359901428, -0.1345609426498413]","[0.5887502431869507, 0.6949385404586792, -0.15583519637584686]","[0.4665229320526123, 0.5874131321907043, -0.06789380311965942]","[0.5127919912338257, 0.4812317490577698, -0.12237587571144104]","[0.5405248403549194, 0.4147568345069885, -0.16525162756443024]","[0.5595970153808594, 0.35941198468208313, -0.19565831124782562]","[0.5306417346000671, 0.6173959970474243, -0.05135360360145569]","[0.5868286490440369, 0.5878064632415771, -0.10839056223630905]","[0.549223005771637, 0.6691049337387085, -0.12294171005487442]","[0.5242220759391785, 0.6980376839637756, -0.12233740091323853]","[0.5775387287139893, 0.6544814705848694, -0.04229298606514931]","[0.6382558345794678, 0.6164190173149109, -0.09798596799373627]","[0.5936660170555115, 0.677074134349823, -0.0814724937081337]","[0.5586386919021606, 0.693751871585846, -0.05816594883799553]","[0.6067509055137634, 0.6963675022125244, -0.0391949862241745]","[0.6534188985824585, 0.671452522277832, -0.08124551922082901]","[0.6202529072761536, 0.7121153473854065, -0.06570996344089508]","[0.5866878628730774, 0.7242444157600403, -0.04452521353960037]"
R,"[0.5220022201538086, 0.8994762301445007, -4.372849389255862e-07]","[0.4491555690765381, 0.845750093460083, -0.050113607197999954]","[0.4037317633628845, 0.7741197943687439, -0.09093885868787766]","[0.45160436630249023, 0.7343289852142334, -0.1286611407995224]","[0.5223387479782104, 0.7135844230651855, -0.1602429896593094]","[0.4519892930984497, 0.6003146171569824, -0.06734773516654968]","[0.4451424181461334, 0.47557833790779114, -0.1334918886423111]","[0.4419834613800049, 0.3957011103630066, -0.18026721477508545]","[0.4409608840942383, 0.3250896632671356, -0.21561838686466217]","[0.5283891558647156, 0.6203619241714478, -0.07032085955142975]","[0.5086237788200378, 0.5966829061508179, -0.13567741215229034]","[0.4850868582725525, 0.6953415274620056, -0.14010879397392273]","[0.4909766614437103, 0.7242754697799683, -0.13606157898902893]","[0.5884589552879333, 0.6619800925254822, -0.08177288621664047]","[0.5807454586029053, 0.6364749073982239, -0.13579721748828888]","[0.538692831993103, 0.7159265875816345, -0.09978871792554855]","[0.5355271697044373, 0.7396138310432434, -0.06894886493682861]","[0.6345530152320862, 0.7163136005401611, -0.10060303658246994]","[0.6188834309577942, 0.7068751454353333, -0.14373506605625153]","[0.5761023759841919, 0.7558224201202393, -0.12623892724514008]","[0.5683373212814331, 0.7687714695930481, -0.10594247281551361]"
L,"[0.5703349709510803, 0.8355515599250793, 2.449805265314353e-07]","[0.6178577542304993, 0.7949411869049072, -0.049899131059646606]","[0.6334372758865356, 0.7270790338516235, -0.07835548371076584]","[0.5646224021911621, 0.6916075348854065, -0.10169126093387604]","[0.5002991557121277, 0.6742682456970215, -0.12148287147283554]","[0.6029573678970337, 0.5872688889503479, -0.05823048949241638]","[0.594417154788971, 0.4845127463340759, -0.10025197267532349]","[0.5893629193305969, 0.4203697443008423, -0.1298549920320511]","[0.5812857747077942, 0.35975202918052673, -0.1534459888935089]","[0.5430867671966553, 0.6079514622688293, -0.059264443814754486]","[0.5304415822029114, 0.5796859264373779, -0.11056338995695114]","[0.552588939666748, 0.6664043068885803, -0.12276823818683624]","[0.5693561434745789, 0.6950882077217102, -0.12389251589775085]","[0.49336570501327515, 0.6412280797958374, -0.06632932275533676]","[0.47140780091285706, 0.6150619983673096, -0.11425820738077164]","[0.5082933306694031, 0.6900155544281006, -0.10279236733913422]","[0.5356464982032776, 0.708052396774292, -0.08737244457006454]","[0.45207327604293823, 0.6871768236160278, -0.07848169654607773]","[0.436027467250824, 0.6688321828842163, -0.10820381343364716]","[0.4709586799144745, 0.7154210805892944, -0.09514791518449783]","[0.4937295615673065, 0.7301525473594666, -0.08084451407194138]"
L,"[0.5560186505317688, 0.8503870368003845, 2.5564568773006613e-07]","[0.6019845604896545, 0.8156067132949829, -0.0779690369963646]","[0.6066916584968567, 0.7556272745132446, -0.11276265233755112]","[0.5200181007385254, 0.7365813255310059, -0.13568419218063354]","[0.4500732123851776, 0.7194750905036926, -0.1528995931148529]","[0.5656172633171082, 0.5950541496276855, -0.07715679705142975]","[0.5461399555206299, 0.5016671419143677, -0.12212727963924408]","[0.5273807644844055, 0.44607582688331604, -0.14962242543697357]","[0.5119548439979553, 0.38409531116485596, -0.17110420763492584]","[0.5064241290092468, 0.6070554852485657, -0.06202586740255356]","[0.46731945872306824, 0.6181375980377197, -0.11630081385374069]","[0.49737679958343506, 0.7029769420623779, -0.12858855724334717]","[0.5302677750587463, 0.7196018099784851, -0.12881632149219513]","[0.45481014251708984, 0.6360569596290588, -0.05622745305299759]","[0.41147688031196594, 0.6582970023155212, -0.11255941540002823]","[0.4546898901462555, 0.733007550239563, -0.10924794524908066]","[0.4986744523048401, 0.7312005758285522, -0.0974889025092125]","[0.41391974687576294, 0.6724796891212463, -0.057436682283878326]","[0.385312020778656, 0.6986366510391235, -0.10003149509429932]","[0.4268406629562378, 0.7526938915252686, -0.0990607962012291]","[0.46709755063056946, 0.7562686800956726, -0.09026932716369629]"
L,"[0.5095261931419373, 0.814042866230011, 4.4863890025226283e-07]","[0.587506890296936, 0.7891267538070679, -0.04057484492659569]","[0.6315470337867737, 0.7292317748069763, -0.07629039138555527]","[0.6216102242469788, 0.6913505792617798, -0.11238747090101242]","[0.561058759689331, 0.6852928996086121, -0.14885203540325165]","[0.6053247451782227, 0.5900064706802368, -0.07419304549694061]","[0.629198431968689, 0.4934506416320801, -0.12196281552314758]","[0.650168776512146, 0.42715275287628174, -0.15811921656131744]","[0.6591290235519409, 0.3698265552520752, -0.1872321516275406]","[0.5449511408805847, 0.6023111343383789, -0.08944860845804214]","[0.5702484250068665, 0.5774726867675781, -0.15532638132572174]","[0.5839595198631287, 0.6549670696258545, -0.18022990226745605]","[0.581068754196167, 0.690565288066864, -0.18938003480434418]","[0.49286454916000366, 0.6321897506713867, -0.1077297255396843]","[0.5154662132263184, 0.6030424237251282, -0.16823124885559082]","[0.5460553169250488, 0.6749442219734192, -0.170572429895401]","[0.551446259021759, 0.7065867781639099, -0.16289547085762024]","[0.44987407326698303, 0.6734061241149902, -0.1299012303352356]","[0.48373866081237793, 0.6570199728012085, -0.17069976031780243]","[0.515908420085907, 0.7021217346191406, -0.16814111173152924]","[0.5222073793411255, 0.7278546094894409, -0.16159050166606903]"
R,"[0.45045191049575806, 0.9354747533798218, -2.853415708159446e-07]","[0.39171814918518066, 0.86777663230896, -0.06985913217067719]","[0.37757331132888794, 0.78376305103302, -0.11789418011903763]","[0.45918476581573486, 0.7460216879844666, -0.1603071391582489]","[0.5457896590232849, 0.7303261756896973, -0.19527393579483032]","[0.4238281846046448, 0.6113637089729309, -0.07777367532253265]","[0.4429689049720764, 0.472246915102005, -0.14807499945163727]","[0.45856672525405884, 0.3925186097621918, -0.19418825209140778]","[0.46978193521499634, 0.3205292820930481, -0.22592927515506744]","[0.5016356706619263, 0.6385188102722168, -0.07446661591529846]","[0.5216152667999268, 0.6078316569328308, -0.15061551332473755]","[0.49232569336891174, 0.7168468832969666, -0.1588289588689804]","[0.4776591360569, 0.7494186162948608, -0.1518699675798416]","[0.5624292492866516, 0.6816073060035706, -0.08116591721773148]","[0.5958538055419922, 0.6479781866073608, -0.15319328010082245]","[0.5474827289581299, 0.7366045713424683, -0.12242395430803299]","[0.5162971019744873, 0.760588526725769, -0.0874079242348671]","[0.6061285734176636, 0.7364298105239868, -0.09532853215932846]","[0.6323770880699158, 0.7151915431022644, -0.14634902775287628]","[0.5913187265396118, 0.772355318069458, -0.1247769147157669]","[0.5591248869895935, 0.7897796034812927, -0.09773396700620651]"
R,"[0.4012971520423889, 0.8549951910972595, 6.786473818465311e-07]","[0.4012702405452728, 0.8277736306190491, -0.1546027958393097]","[0.46327269077301025, 0.7930129766464233, -0.22114324569702148]","[0.5554354786872864, 0.7788836359977722, -0.262265682220459]","[0.6439356803894043, 0.7635693550109863, -0.29669636487960815]","[0.4828166961669922, 0.6067022681236267, -0.13483326137065887]","[0.5398009419441223, 0.5151159763336182, -0.2066657990217209]","[0.576094388961792, 0.46005508303642273, -0.2586834132671356]","[0.6014983654022217, 0.4160791039466858, -0.293626606464386]","[0.5274614691734314, 0.6431307196617126, -0.08904019743204117]","[0.6341665983200073, 0.6351261734962463, -0.1925855576992035]","[0.5857371091842651, 0.7313787937164307, -0.244538813829422]","[0.536881685256958, 0.7804591059684753, -0.25853314995765686]","[0.5745472311973572, 0.686855137348175, -0.05723501369357109]","[0.6797031760215759, 0.6813524961471558, -0.16335657238960266]","[0.6379327178001404, 0.7585234045982361, -0.20297113060951233]","[0.588972270488739, 0.7879334688186646, -0.20550233125686646]","[0.6171457767486572, 0.7236647009849548, -0.035113196820020676]","[0.6818255186080933, 0.7228811979293823, -0.11816075444221497]","[0.655314564704895, 0.7794506549835205, -0.14612796902656555]","[0.6101640462875366, 0.7998851537704468, -0.15092350542545319]"
R,"[0.4235772490501404, 0.8189923763275146, 1.3778381457996147e-07]","[0.40683913230895996, 0.7876343727111816, -0.12219493836164474]","[0.44206053018569946, 0.7451632022857666, -0.17677772045135498]","[0.5253110527992249, 0.7289092540740967, -0.2107483148574829]","[0.6058449149131775, 0.709213137626648, -0.23563817143440247]","[0.46854203939437866, 0.5845716595649719, -0.13424177467823029]","[0.5137418508529663, 0.4784572124481201, -0.21198521554470062]","[0.5388913750648499, 0.41803163290023804, -0.2612955868244171]","[0.5607256889343262, 0.3614315092563629, -0.2918241024017334]","[0.527161717414856, 0.6165278553962708, -0.0985725149512291]","[0.5874004364013672, 0.6086658239364624, -0.18313761055469513]","[0.539649248123169, 0.6943030953407288, -0.2020997405052185]","[0.5075989365577698, 0.7256228923797607, -0.1983923316001892]","[0.5736793279647827, 0.658682644367218, -0.07531584799289703]","[0.6369380950927734, 0.6527222990989685, -0.16117987036705017]","[0.5816073417663574, 0.7207307815551758, -0.156772643327713]","[0.5440818071365356, 0.7332980632781982, -0.13364136219024658]","[0.6093708872795105, 0.6943963766098022, -0.06148378178477287]","[0.6459906101226807, 0.6944862604141235, -0.1271517127752304]","[0.6198047995567322, 0.7373299598693848, -0.12824109196662903]","[0.5962209105491638, 0.7440499663352966, -0.1143113523721695]"
L,"[0.5121497511863708, 0.8822275400161743, 4.008423672985373e-07]","[0.5639605522155762, 0.8438619375228882, -0.06646351516246796]","[0.5758615732192993, 0.7776337265968323, -0.10534723103046417]","[0.48252514004707336, 0.752403736114502, -0.13578249514102936]","[0.40748077630996704, 0.7383601665496826, -0.1612129807472229]","[0.53205806016922, 0.6190548539161682, -0.08109135180711746]","[0.5193127989768982, 0.5109665989875793, -0.13721191883087158]","[0.5090810656547546, 0.43941831588745117, -0.1712348908185959]","[0.49889981746673584, 0.36772996187210083, -0.19728198647499084]","[0.4621245861053467, 0.63629549741745, -0.07775343954563141]","[0.43443745374679565, 0.6215272545814514, -0.13714225590229034]","[0.4675828218460083, 0.7237608432769775, -0.14303535223007202]","[0.49890509247779846, 0.7437919974327087, -0.13866525888442993]","[0.4062484800815582, 0.6712573766708374, -0.0831298753619194]","[0.3707345426082611, 0.6650737524032593, -0.1402273178100586]","[0.41819894313812256, 0.7496522665023804, -0.12042758613824844]","[0.4593062698841095, 0.7539111375808716, -0.0990239679813385]","[0.3621676564216614, 0.7213207483291626, -0.09550164639949799]","[0.3363378643989563, 0.7285887002944946, -0.13397426903247833]","[0.3825826346874237, 0.7848002314567566, -0.1187453418970108]","[0.4180309474468231, 0.7913272380828857, -0.10146056115627289]"
R,"[0.43076351284980774, 0.8647195100784302, -3.491264388699733e-09]","[0.4183656871318817, 0.8019759058952332, -0.07764438539743423]","[0.4491496980190277, 0.7365460395812988, -0.11604557931423187]","[0.536707878112793, 0.7066159248352051, -0.14565317332744598]","[0.6186652779579163, 0.6919897794723511, -0.16832323372364044]","[0.47805526852607727, 0.5694202184677124, -0.058564841747283936]","[0.5278517007827759, 0.4535946547985077, -0.11106700450181961]","[0.5601244568824768, 0.38434910774230957, -0.15081855654716492]","[0.5853875875473022, 0.32400503754615784, -0.17964932322502136]","[0.5459743142127991, 0.6099132895469666, -0.04053463786840439]","[0.612906277179718, 0.5767355561256409, -0.09631644189357758]","[0.5692209601402283, 0.6641800999641418, -0.10957787185907364]","[0.5410966873168945, 0.6905146837234497, -0.10735169053077698]","[0.5948755145072937, 0.659723699092865, -0.0320851095020771]","[0.6674381494522095, 0.6218180060386658, -0.08727135509252548]","[0.6180890798568726, 0.6897604465484619, -0.06925848126411438]","[0.5773463249206543, 0.7057886123657227, -0.04432731121778488]","[0.6199672818183899, 0.710625171661377, -0.03080414980649948]","[0.680232584476471, 0.6870241165161133, -0.07343334704637527]","[0.6504331231117249, 0.7287868857383728, -0.0600363127887249]","[0.6160262823104858, 0.737644374370575, -0.03996148705482483]"
