Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5094682574272156, 0.8581480979919434, 3.871710134717432e-07]","[0.5574038624763489, 0.8268935084342957, -0.09070239961147308]","[0.5689867734909058, 0.7675395607948303, -0.1361035406589508]","[0.49111035466194153, 0.7479744553565979, -0.16716483235359192]","[0.41825640201568604, 0.7280248999595642, -0.19154144823551178]","[0.529090166091919, 0.6057580709457397, -0.09938763082027435]","[0.5195130109786987, 0.5144427418708801, -0.15715649724006653]","[0.5085411071777344, 0.4541592597961426, -0.18846707046031952]","[0.49505969882011414, 0.3903452754020691, -0.21018299460411072]","[0.4665336608886719, 0.6179727911949158, -0.08262365311384201]","[0.44323650002479553, 0.6214204430580139, -0.14340700209140778]","[0.4731329679489136, 0.7139583230018616, -0.14795827865600586]","[0.49966123700141907, 0.7235981225967407, -0.140559121966362]","[0.4130091369152069, 0.6459536552429199, -0.07717955857515335]","[0.3861083388328552, 0.6726508140563965, -0.13895927369594574]","[0.42899006605148315, 0.7530273199081421, -0.12391825765371323]","[0.464901328086853, 0.7451329231262207, -0.10334066301584244]","[0.3694990873336792, 0.6831010580062866, -0.08051450550556183]","[0.35041338205337524, 0.716795802116394, -0.123487688601017]","[0.3910974860191345, 0.7707797884941101, -0.11487249284982681]","[0.42108291387557983, 0.769705057144165, -0.10072243213653564]"
L,"[0.527040421962738, 0.8809362649917603, 8.815626983960101e-07]","[0.595721960067749, 0.844761848449707, -0.134355828166008]","[0.613983154296875, 0.7800912261009216, -0.21259255707263947]","[0.5514772534370422, 0.7482661604881287, -0.27478858828544617]","[0.46916353702545166, 0.7264460921287537, -0.3299770653247833]","[0.5876558423042297, 0.5981674790382385, -0.1370723843574524]","[0.5879946947097778, 0.49299484491348267, -0.22131690382957458]","[0.589988648891449, 0.41183221340179443, -0.2676661014556885]","[0.5863726735115051, 0.34489428997039795, -0.2960737645626068]","[0.5083968043327332, 0.6294912695884705, -0.12004226446151733]","[0.5135632753372192, 0.6027093529701233, -0.22788843512535095]","[0.5320309996604919, 0.7048145532608032, -0.24697747826576233]","[0.540320634841919, 0.730600118637085, -0.23603565990924835]","[0.4456081688404083, 0.6681820154190063, -0.1206800565123558]","[0.44515493512153625, 0.6675222516059875, -0.22817081212997437]","[0.48378321528434753, 0.7590523958206177, -0.22474226355552673]","[0.504607081413269, 0.7580578327178955, -0.1990286111831665]","[0.39627236127853394, 0.7095047831535339, -0.13376645743846893]","[0.4057099223136902, 0.7278862595558167, -0.20323634147644043]","[0.444546639919281, 0.7860719561576843, -0.2018011212348938]","[0.4653439223766327, 0.7882471680641174, -0.1882055252790451]"
R,"[0.5255545377731323, 0.8655533194541931, -4.7078100351427565e-07]","[0.4521212875843048, 0.8345149755477905, -0.05550235137343407]","[0.4057738780975342, 0.772662878036499, -0.09783417731523514]","[0.44475317001342773, 0.7333048582077026, -0.13566839694976807]","[0.5090992450714111, 0.7134607434272766, -0.16740840673446655]","[0.44956210255622864, 0.601142406463623, -0.07391704618930817]","[0.4361898601055145, 0.49510657787323, -0.1308351457118988]","[0.4267042875289917, 0.4285525679588318, -0.17032106220722198]","[0.4214203655719757, 0.365802526473999, -0.20268645882606506]","[0.5271509885787964, 0.6072148680686951, -0.0740310326218605]","[0.4834841191768646, 0.6064214706420898, -0.12823915481567383]","[0.4694103002548218, 0.6959052681922913, -0.13295283913612366]","[0.4859854578971863, 0.7220452427864075, -0.13250218331813812]","[0.5831521153450012, 0.6434186697006226, -0.0814313217997551]","[0.549612283706665, 0.6487147212028503, -0.12345925718545914]","[0.5162335634231567, 0.71782386302948, -0.08925102651119232]","[0.5205385684967041, 0.7314848899841309, -0.06453114002943039]","[0.6231652498245239, 0.694655179977417, -0.09741975367069244]","[0.5817688703536987, 0.7182492613792419, -0.13362762331962585]","[0.548429012298584, 0.7632145285606384, -0.11895239353179932]","[0.5521810054779053, 0.7672696113586426, -0.10340405255556107]"
L,"[0.4798421859741211, 0.7972551584243774, 5.016117370360007e-07]","[0.5687477588653564, 0.7698015570640564, -0.024236761033535004]","[0.6155059933662415, 0.723907470703125, -0.05740950256586075]","[0.6380046010017395, 0.6919410824775696, -0.0930335596203804]","[0.5902118682861328, 0.6821531653404236, -0.12702703475952148]","[0.5932106971740723, 0.5909255743026733, -0.07125858217477798]","[0.6298306584358215, 0.49762487411499023, -0.11788816750049591]","[0.6593780517578125, 0.44147294759750366, -0.15102151036262512]","[0.67442387342453, 0.3913549780845642, -0.17558224499225616]","[0.5343865156173706, 0.5936470031738281, -0.09050653874874115]","[0.5899123549461365, 0.5816008448600769, -0.14362859725952148]","[0.5974246263504028, 0.6532586216926575, -0.1525024026632309]","[0.582906186580658, 0.679169237613678, -0.1522863805294037]","[0.488040566444397, 0.6238242387771606, -0.1115284264087677]","[0.5500665903091431, 0.6058613657951355, -0.16055874526500702]","[0.567772388458252, 0.6756620407104492, -0.14695625007152557]","[0.5507509708404541, 0.6955558061599731, -0.12961754202842712]","[0.45274966955184937, 0.6634109616279602, -0.13560514152050018]","[0.5173938870429993, 0.662250816822052, -0.16506507992744446]","[0.5440005660057068, 0.7033573985099792, -0.15037496387958527]","[0.5322699546813965, 0.7173041105270386, -0.13540570437908173]"
L,"[0.5134192109107971, 0.8855387568473816, 3.810602891007875e-07]","[0.5601977109909058, 0.8394325375556946, -0.0957237258553505]","[0.5559817552566528, 0.7712566256523132, -0.1461126208305359]","[0.46993130445480347, 0.7497928738594055, -0.1832132637500763]","[0.38900625705718994, 0.7322632074356079, -0.21293359994888306]","[0.5201137661933899, 0.6023505926132202, -0.10017115622758865]","[0.49581214785575867, 0.494204044342041, -0.16584518551826477]","[0.4763413667678833, 0.42524880170822144, -0.2028568685054779]","[0.4567769765853882, 0.3550224006175995, -0.22736676037311554]","[0.45477864146232605, 0.6285322308540344, -0.08306027203798294]","[0.41253629326820374, 0.6083964705467224, -0.15178035199642181]","[0.45146915316581726, 0.7124884724617004, -0.15617381036281586]","[0.48729169368743896, 0.7261099815368652, -0.1463639885187149]","[0.40145447850227356, 0.6653152108192444, -0.07883024960756302]","[0.35161516070365906, 0.65155029296875, -0.14724445343017578]","[0.4022063612937927, 0.7415738105773926, -0.12764960527420044]","[0.4463605582714081, 0.744193434715271, -0.10147655010223389]","[0.3586391806602478, 0.710489809513092, -0.08410963416099548]","[0.3196853995323181, 0.7138054966926575, -0.1317940652370453]","[0.36648207902908325, 0.7690004110336304, -0.1202988475561142]","[0.40695756673812866, 0.7780804634094238, -0.10219784080982208]"
L,"[0.43445950746536255, 0.8073604106903076, 6.130509291324415e-07]","[0.5394497513771057, 0.7903733849525452, -0.01582559198141098]","[0.6029082536697388, 0.7481241226196289, -0.06812582910060883]","[0.6405053734779358, 0.7149665355682373, -0.13007181882858276]","[0.5892189145088196, 0.7095535397529602, -0.1917087286710739]","[0.570679783821106, 0.5896132588386536, -0.09108810871839523]","[0.6189387440681458, 0.5078186988830566, -0.16124968230724335]","[0.6632778644561768, 0.4476245939731598, -0.2105896919965744]","[0.6818059682846069, 0.39662158489227295, -0.24493378400802612]","[0.5057424902915955, 0.5961796641349792, -0.12524893879890442]","[0.5960673689842224, 0.6037503480911255, -0.2021069973707199]","[0.6014661192893982, 0.6786449551582336, -0.21491503715515137]","[0.574576199054718, 0.7070226073265076, -0.21338234841823578]","[0.45884138345718384, 0.6357009410858154, -0.160216823220253]","[0.5562868118286133, 0.6287785768508911, -0.22188861668109894]","[0.5707635283470154, 0.7023443579673767, -0.19527024030685425]","[0.5405317544937134, 0.724564790725708, -0.16753551363945007]","[0.4388485550880432, 0.680730402469635, -0.19850054383277893]","[0.5251501202583313, 0.7021183371543884, -0.22970640659332275]","[0.5455083847045898, 0.7450534105300903, -0.20510321855545044]","[0.5230917930603027, 0.7577366232872009, -0.18326789140701294]"
L,"[0.42626243829727173, 0.8006967902183533, 4.534947208867379e-07]","[0.5471548438072205, 0.785347580909729, 0.031017515808343887]","[0.6094628572463989, 0.7405512928962708, 0.0007523096865043044]","[0.6643229722976685, 0.7179070711135864, -0.045015349984169006]","[0.6430249810218811, 0.6966916918754578, -0.09156807512044907]","[0.5727089643478394, 0.5817356705665588, -0.04578768461942673]","[0.6366322636604309, 0.4946262240409851, -0.10594960302114487]","[0.6877785921096802, 0.4340329170227051, -0.14875227212905884]","[0.7135547399520874, 0.3800032436847687, -0.1760331392288208]","[0.5218475461006165, 0.5844165086746216, -0.09448716789484024]","[0.6398237943649292, 0.5903576016426086, -0.1449601948261261]","[0.6353457570075989, 0.6678460240364075, -0.13567519187927246]","[0.6010668873786926, 0.6951917409896851, -0.12185240536928177]","[0.4847714304924011, 0.6231276988983154, -0.14211763441562653]","[0.6060595512390137, 0.6195056438446045, -0.1858876496553421]","[0.6051616668701172, 0.692136287689209, -0.14827921986579895]","[0.5623777508735657, 0.7107179164886475, -0.11531700938940048]","[0.4725964069366455, 0.6723840832710266, -0.18805447220802307]","[0.5744393467903137, 0.6786481738090515, -0.19949333369731903]","[0.5780299305915833, 0.7216671705245972, -0.15860296785831451]","[0.5397499203681946, 0.7339441180229187, -0.12827181816101074]"
R,"[0.4731283485889435, 0.8246239423751831, -1.3124530084951402e-07]","[0.4018457531929016, 0.7982795238494873, -0.053188443183898926]","[0.34893402457237244, 0.7484416961669922, -0.10649709403514862]","[0.35036349296569824, 0.7124098539352417, -0.1585734486579895]","[0.4050323963165283, 0.6925575733184814, -0.20781755447387695]","[0.3817138373851776, 0.5951817631721497, -0.08079008758068085]","[0.34955647587776184, 0.4825323522090912, -0.1493859887123108]","[0.3253200054168701, 0.40993601083755493, -0.19249503314495087]","[0.31126779317855835, 0.34830427169799805, -0.22416673600673676]","[0.4517127573490143, 0.5987732410430908, -0.0853852853178978]","[0.4000333547592163, 0.5814657211303711, -0.14749741554260254]","[0.38760462403297424, 0.6787428855895996, -0.14453336596488953]","[0.40742596983909607, 0.7015117406845093, -0.1340572088956833]","[0.5077353119850159, 0.634232759475708, -0.09842155128717422]","[0.45935583114624023, 0.6163462400436401, -0.14642706513404846]","[0.43085306882858276, 0.700234055519104, -0.10700280219316483]","[0.44767385721206665, 0.721740186214447, -0.07562839984893799]","[0.5458469986915588, 0.6844366788864136, -0.11908234655857086]","[0.4893661439418793, 0.6939661502838135, -0.1554160714149475]","[0.46018296480178833, 0.7483209371566772, -0.13605931401252747]","[0.47619807720184326, 0.7590616345405579, -0.11597200483083725]"
L,"[0.5474757552146912, 0.8863601684570312, 2.634492091146967e-07]","[0.6035590767860413, 0.8458412885665894, -0.052780844271183014]","[0.6420015692710876, 0.7749438881874084, -0.08797531574964523]","[0.5758719444274902, 0.7280609607696533, -0.11960029602050781]","[0.5051892995834351, 0.713599443435669, -0.14701539278030396]","[0.6020723581314087, 0.6002447009086609, -0.06603923439979553]","[0.5987532138824463, 0.48659494519233704, -0.11309408396482468]","[0.595020592212677, 0.4154875874519348, -0.14235463738441467]","[0.5858780145645142, 0.348764032125473, -0.16730406880378723]","[0.5263285040855408, 0.6118790507316589, -0.07342451810836792]","[0.5251138210296631, 0.6037311553955078, -0.1324431151151657]","[0.5499498248100281, 0.6972600817680359, -0.14450371265411377]","[0.5664992332458496, 0.7160788774490356, -0.14562679827213287]","[0.46632128953933716, 0.6489822268486023, -0.08723133057355881]","[0.46303296089172363, 0.658646285533905, -0.14521630108356476]","[0.5037035942077637, 0.7380699515342712, -0.13401874899864197]","[0.5287896394729614, 0.7426250576972961, -0.11884959787130356]","[0.4191138446331024, 0.7035688161849976, -0.10679738223552704]","[0.4277845025062561, 0.7193686962127686, -0.14480046927928925]","[0.4683014154434204, 0.77215576171875, -0.13429836928844452]","[0.4920758306980133, 0.7754597067832947, -0.12162776291370392]"
R,"[0.5083547830581665, 0.823292076587677, -1.3767065354386432e-07]","[0.43847188353538513, 0.8027447462081909, -0.05888291820883751]","[0.384809672832489, 0.7690588235855103, -0.11906252056360245]","[0.3717794120311737, 0.7362920045852661, -0.1775357574224472]","[0.4166119396686554, 0.7182453870773315, -0.23301061987876892]","[0.41089656949043274, 0.6000337600708008, -0.08384542167186737]","[0.37336021661758423, 0.5087488293647766, -0.15131333470344543]","[0.3450227975845337, 0.4434893727302551, -0.19186048209667206]","[0.3259192407131195, 0.3898562490940094, -0.2209215611219406]","[0.4808308780193329, 0.6012484431266785, -0.08607472479343414]","[0.40946006774902344, 0.6106248497962952, -0.14283421635627747]","[0.3986337184906006, 0.7017946243286133, -0.13667286932468414]","[0.42080211639404297, 0.7138470411300659, -0.12537284195423126]","[0.5342810750007629, 0.6410225629806519, -0.0976010113954544]","[0.4671638309955597, 0.6451570987701416, -0.144821897149086]","[0.4430801272392273, 0.7201073169708252, -0.10650426894426346]","[0.45874035358428955, 0.7347360849380493, -0.07611133903265]","[0.5677304863929749, 0.6961087584495544, -0.11716637015342712]","[0.5035756230354309, 0.7112508416175842, -0.1550208479166031]","[0.47315019369125366, 0.7561217546463013, -0.13775703310966492]","[0.4803035855293274, 0.7662444114685059, -0.11856498569250107]"
R,"[0.4558026194572449, 0.8397496938705444, -2.8181247557768074e-07]","[0.3997117280960083, 0.8014941215515137, -0.047594476491212845]","[0.3641456067562103, 0.7392212152481079, -0.08619565516710281]","[0.402474045753479, 0.7000232338905334, -0.12298250943422318]","[0.45834583044052124, 0.6763097047805786, -0.15516504645347595]","[0.3944542109966278, 0.5943383574485779, -0.05919284373521805]","[0.39206796884536743, 0.4860723614692688, -0.1195538267493248]","[0.3908660113811493, 0.4166930317878723, -0.15955838561058044]","[0.3907511830329895, 0.35838577151298523, -0.18754832446575165]","[0.4536835551261902, 0.6149142384529114, -0.06070578843355179]","[0.4451029300689697, 0.5798556804656982, -0.11945968866348267]","[0.4261566996574402, 0.664918839931488, -0.12081815302371979]","[0.4306379556655884, 0.6881695985794067, -0.1133633404970169]","[0.5044102072715759, 0.647946834564209, -0.07058651745319366]","[0.5070040822029114, 0.6097850799560547, -0.12144817411899567]","[0.473223477602005, 0.6818410754203796, -0.08769240230321884]","[0.46556565165519714, 0.7038525938987732, -0.05707050487399101]","[0.5449962615966797, 0.6912551522254944, -0.08716296404600143]","[0.5456007122993469, 0.6685602068901062, -0.12604859471321106]","[0.5078206658363342, 0.7157942652702332, -0.10700894892215729]","[0.49290189146995544, 0.7312517166137695, -0.08573959022760391]"
L,"[0.4948023557662964, 0.8189324140548706, 3.6961475302632607e-07]","[0.5413002967834473, 0.7840434908866882, -0.04500851780176163]","[0.5698428153991699, 0.7322155833244324, -0.07773832231760025]","[0.5110687017440796, 0.7039846181869507, -0.10734647512435913]","[0.4513745605945587, 0.6925837993621826, -0.13474029302597046]","[0.5311640501022339, 0.6007755398750305, -0.05780678987503052]","[0.5333611369132996, 0.5142427086830139, -0.0968809574842453]","[0.5337594151496887, 0.4541047215461731, -0.12263219803571701]","[0.5274031162261963, 0.40005773305892944, -0.14413627982139587]","[0.46762800216674805, 0.6101056337356567, -0.06272411346435547]","[0.46730703115463257, 0.5906623005867004, -0.11547212302684784]","[0.4905499219894409, 0.6696927547454834, -0.12905049324035645]","[0.5014748573303223, 0.6988547444343567, -0.13012589514255524]","[0.41798508167266846, 0.639860212802887, -0.07201964408159256]","[0.41702061891555786, 0.6386969089508057, -0.12181072682142258]","[0.45073622465133667, 0.7030487060546875, -0.11220163106918335]","[0.46576204895973206, 0.7149645090103149, -0.0977238342165947]","[0.3781639337539673, 0.6832770705223083, -0.08571583777666092]","[0.38494354486465454, 0.6926258206367493, -0.11780715733766556]","[0.4157785177230835, 0.733228862285614, -0.10744431614875793]","[0.42910036444664, 0.7368013262748718, -0.09496553242206573]"
L,"[0.4663916230201721, 0.8336387872695923, 6.057140353732393e-07]","[0.553089439868927, 0.7989651560783386, -0.06067746877670288]","[0.5931099653244019, 0.74603271484375, -0.11210083961486816]","[0.5773588418960571, 0.7032303810119629, -0.1618061065673828]","[0.5115057826042175, 0.6879645586013794, -0.20823942124843597]","[0.5646463632583618, 0.5913932919502258, -0.08470987528562546]","[0.5826761722564697, 0.4966453015804291, -0.14576010406017303]","[0.6019080281257629, 0.42450881004333496, -0.18628978729248047]","[0.6062966585159302, 0.3665907382965088, -0.215304896235466]","[0.4941892623901367, 0.60467129945755, -0.09731990844011307]","[0.5280901789665222, 0.5871195793151855, -0.1760479062795639]","[0.5375632047653198, 0.6720808148384094, -0.19642923772335052]","[0.5342167615890503, 0.7006734609603882, -0.19652241468429565]","[0.4400344491004944, 0.6354613304138184, -0.11718298494815826]","[0.4740101397037506, 0.6230437159538269, -0.1894439309835434]","[0.49789947271347046, 0.6981300711631775, -0.18272516131401062]","[0.4985125660896301, 0.711916446685791, -0.1649378538131714]","[0.3974255323410034, 0.6766353845596313, -0.1438044160604477]","[0.4374654293060303, 0.6859984993934631, -0.18804743885993958]","[0.4631696045398712, 0.7315435409545898, -0.17810018360614777]","[0.46179431676864624, 0.7388842701911926, -0.16391831636428833]"
R,"[0.4549161493778229, 0.8303093910217285, -4.263254425040941e-07]","[0.396601140499115, 0.7860861420631409, -0.04567018896341324]","[0.371370792388916, 0.7152833342552185, -0.07542341947555542]","[0.4223800599575043, 0.678704559803009, -0.10128699988126755]","[0.4839901328086853, 0.6629937291145325, -0.12162594497203827]","[0.40856099128723145, 0.5824225544929504, -0.054992809891700745]","[0.4137667715549469, 0.47572171688079834, -0.10622426867485046]","[0.41735178232192993, 0.41671478748321533, -0.14125783741474152]","[0.4180871844291687, 0.3620774745941162, -0.16695286333560944]","[0.46633830666542053, 0.6004438996315002, -0.054688651114702225]","[0.4655250608921051, 0.5662189722061157, -0.10917003452777863]","[0.4458332061767578, 0.6476393938064575, -0.11560797691345215]","[0.4403972327709198, 0.6763331294059753, -0.11292938888072968]","[0.5129724144935608, 0.6319456100463867, -0.06114519014954567]","[0.523457944393158, 0.6042914986610413, -0.1102348119020462]","[0.48769697546958923, 0.6718417406082153, -0.08549588918685913]","[0.47147104144096375, 0.6917937397956848, -0.06130719184875488]","[0.548714816570282, 0.6741553544998169, -0.07323446869850159]","[0.5503476858139038, 0.6618508100509644, -0.11023451387882233]","[0.5160735249519348, 0.7052732110023499, -0.09598705917596817]","[0.4984878897666931, 0.7166125178337097, -0.07900478690862656]"
L,"[0.5642265677452087, 0.8413673639297485, 6.433608632505639e-07]","[0.6218679547309875, 0.8014928698539734, -0.08348924666643143]","[0.6238200664520264, 0.7305706143379211, -0.12935322523117065]","[0.5488722324371338, 0.6937431693077087, -0.16528622806072235]","[0.47207111120224, 0.6745358109474182, -0.19485782086849213]","[0.5919784903526306, 0.5816926956176758, -0.07863591611385345]","[0.5712729096412659, 0.48275214433670044, -0.13576658070087433]","[0.5625784397125244, 0.4166308641433716, -0.16818022727966309]","[0.5565648078918457, 0.3499508500099182, -0.19066330790519714]","[0.5285141468048096, 0.603954553604126, -0.06887856870889664]","[0.499961256980896, 0.5790607333183289, -0.13073281943798065]","[0.5251020193099976, 0.6705056428909302, -0.13500718772411346]","[0.5516738295555115, 0.6884275078773499, -0.12589997053146362]","[0.4779139757156372, 0.6403111815452576, -0.0715613067150116]","[0.44370871782302856, 0.6224902272224426, -0.13531547784805298]","[0.4860519468784332, 0.7028630971908569, -0.11959054321050644]","[0.5245408415794373, 0.7071326375007629, -0.0960320457816124]","[0.43781304359436035, 0.6870663166046143, -0.08284422755241394]","[0.4146173596382141, 0.6761847734451294, -0.12452758848667145]","[0.4532260298728943, 0.7273427248001099, -0.11284779757261276]","[0.4817282259464264, 0.7374545931816101, -0.09618872404098511]"
L,"[0.4467317461967468, 0.797121524810791, 4.782118594448548e-07]","[0.5300746560096741, 0.782546877861023, -0.02744600921869278]","[0.5886307954788208, 0.7254500389099121, -0.062307581305503845]","[0.6130884885787964, 0.6857421398162842, -0.10082490742206573]","[0.5604715943336487, 0.6691482067108154, -0.13843338191509247]","[0.5660749077796936, 0.587627112865448, -0.0655287429690361]","[0.599587619304657, 0.4903467893600464, -0.11284353584051132]","[0.6304572224617004, 0.4268534779548645, -0.14769789576530457]","[0.644108772277832, 0.36763936281204224, -0.17475639283657074]","[0.5023568868637085, 0.5857993364334106, -0.08433427661657333]","[0.5626241564750671, 0.5739995837211609, -0.14711159467697144]","[0.56917804479599, 0.6552848219871521, -0.16352863609790802]","[0.5537887215614319, 0.680352509021759, -0.164692685008049]","[0.4528126120567322, 0.610666036605835, -0.10453163087368011]","[0.5192695260047913, 0.5924356579780579, -0.16076092422008514]","[0.5364631414413452, 0.6724696159362793, -0.14623282849788666]","[0.5191421508789062, 0.6966191530227661, -0.1254255324602127]","[0.4171443581581116, 0.6464712023735046, -0.12808792293071747]","[0.48634207248687744, 0.6525107622146606, -0.1643914133310318]","[0.5042130351066589, 0.7009869813919067, -0.14952699840068817]","[0.487751305103302, 0.7139659523963928, -0.1321914792060852]"
L,"[0.40634027123451233, 0.9204623699188232, 2.657691879903723e-07]","[0.5361908674240112, 0.8708899021148682, -0.029804864898324013]","[0.595069169998169, 0.822054922580719, -0.06767285615205765]","[0.6281745433807373, 0.7718247175216675, -0.10492479056119919]","[0.5657988786697388, 0.7614567875862122, -0.1351032555103302]","[0.5710618495941162, 0.6300138235092163, -0.09692762047052383]","[0.6230614185333252, 0.49812501668930054, -0.1642061024904251]","[0.6553270220756531, 0.4226928651332855, -0.2149517983198166]","[0.6742346286773682, 0.3537853956222534, -0.25113117694854736]","[0.49186277389526367, 0.6352559924125671, -0.11998790502548218]","[0.5517703294754028, 0.6172994375228882, -0.1849799007177353]","[0.5650947690010071, 0.7142120599746704, -0.19856591522693634]","[0.5517123341560364, 0.7625707983970642, -0.20226334035396576]","[0.42536237835884094, 0.6749791502952576, -0.1448095738887787]","[0.4964110255241394, 0.6575074791908264, -0.20190800726413727]","[0.5238242745399475, 0.7498744130134583, -0.1829044371843338]","[0.5108892321586609, 0.7875680923461914, -0.16046251356601715]","[0.379244863986969, 0.7375952005386353, -0.17419564723968506]","[0.4449285864830017, 0.7369756698608398, -0.20104101300239563]","[0.4916847050189972, 0.786431610584259, -0.17721398174762726]","[0.4925228953361511, 0.8084805607795715, -0.15554864704608917]"
R,"[0.5235771536827087, 0.8369452953338623, -2.174960513912083e-07]","[0.4647238552570343, 0.7932369112968445, -0.05196841061115265]","[0.4293515682220459, 0.7268117666244507, -0.09059029817581177]","[0.47121375799179077, 0.6825559139251709, -0.12543919682502747]","[0.5350992679595947, 0.6669277548789978, -0.15504193305969238]","[0.46021902561187744, 0.583126962184906, -0.05917125567793846]","[0.46237319707870483, 0.4783572554588318, -0.11515675485134125]","[0.4654132127761841, 0.410101056098938, -0.15215326845645905]","[0.46843186020851135, 0.3507080376148224, -0.1788872331380844]","[0.520967960357666, 0.5981459617614746, -0.05671809986233711]","[0.5170074105262756, 0.5689374208450317, -0.111296147108078]","[0.5014389157295227, 0.6544395685195923, -0.11263632774353027]","[0.5026231408119202, 0.6812466382980347, -0.1054549515247345]","[0.5728476643562317, 0.629589319229126, -0.06266956776380539]","[0.5770474672317505, 0.601263165473938, -0.11308375000953674]","[0.5482525825500488, 0.6719764471054077, -0.08523938059806824]","[0.5399326682090759, 0.6946368217468262, -0.057759158313274384]","[0.6134798526763916, 0.6712020039558411, -0.07490412890911102]","[0.6133862137794495, 0.6514390707015991, -0.11542708426713943]","[0.5808517336845398, 0.6986256241798401, -0.10064228624105453]","[0.5666854381561279, 0.7159153819084167, -0.08153758943080902]"
R,"[0.4140019416809082, 0.8914071321487427, 4.253565180079022e-07]","[0.4082448482513428, 0.8357449769973755, -0.15034480392932892]","[0.45164650678634644, 0.7644752860069275, -0.20849573612213135]","[0.5517979264259338, 0.7396420836448669, -0.24285969138145447]","[0.6520885229110718, 0.7179892659187317, -0.26411980390548706]","[0.48267149925231934, 0.5632504820823669, -0.10205427557229996]","[0.5398163795471191, 0.44059228897094727, -0.17884962260723114]","[0.5753588676452637, 0.3669450581073761, -0.2274712324142456]","[0.6104600429534912, 0.30123454332351685, -0.2565186619758606]","[0.5476247668266296, 0.6145725846290588, -0.05425567552447319]","[0.63518226146698, 0.5942896008491516, -0.1540907621383667]","[0.585512638092041, 0.6917457580566406, -0.18384124338626862]","[0.5523689389228821, 0.7228596806526184, -0.17724576592445374]","[0.5992711186408997, 0.6722567677497864, -0.025441911071538925]","[0.679698646068573, 0.6485697031021118, -0.13158869743347168]","[0.6186570525169373, 0.731045126914978, -0.14156441390514374]","[0.580333411693573, 0.7432403564453125, -0.11811763793230057]","[0.6374937295913696, 0.7182178497314453, -0.0077956486493349075]","[0.6964626312255859, 0.7090407609939575, -0.08939899504184723]","[0.6610813736915588, 0.7650343179702759, -0.10120070725679398]","[0.6241435408592224, 0.7745280265808105, -0.08854084461927414]"
R,"[0.5231850147247314, 0.9081600904464722, -5.5100332474467e-07]","[0.43328648805618286, 0.861323893070221, -0.041067685931921005]","[0.3612979054450989, 0.7896522879600525, -0.08031059056520462]","[0.35085439682006836, 0.7314167022705078, -0.12270423769950867]","[0.4093099534511566, 0.7136349081993103, -0.161116823554039]","[0.39709389209747314, 0.6017818450927734, -0.05126088485121727]","[0.35474348068237305, 0.4802580773830414, -0.10795370489358902]","[0.32652685046195984, 0.40442878007888794, -0.1438198983669281]","[0.31289196014404297, 0.340390145778656, -0.17187051475048065]","[0.47037461400032043, 0.5982537269592285, -0.06354677677154541]","[0.4047064781188965, 0.5992072224617004, -0.12830360233783722]","[0.40122127532958984, 0.6905067563056946, -0.13555219769477844]","[0.43055593967437744, 0.7209300994873047, -0.13076569139957428]","[0.531493067741394, 0.6317136883735657, -0.08307663351297379]","[0.460034042596817, 0.6494680643081665, -0.13618949055671692]","[0.4451155960559845, 0.7251840829849243, -0.10832390934228897]","[0.47178715467453003, 0.741273820400238, -0.08151135593652725]","[0.5753437876701355, 0.6855967044830322, -0.1098828911781311]","[0.5053106546401978, 0.7095661163330078, -0.14250898361206055]","[0.4783165752887726, 0.7593692541122437, -0.12510132789611816]","[0.4935251772403717, 0.7696040868759155, -0.10595770180225372]"
R,"[0.45222604274749756, 0.8360657691955566, -3.208319014902372e-07]","[0.39467653632164, 0.7890717387199402, -0.05355735123157501]","[0.3700047731399536, 0.7350853085517883, -0.0899464562535286]","[0.4159379005432129, 0.7093279361724854, -0.12071449309587479]","[0.4742216169834137, 0.6915803551673889, -0.14491963386535645]","[0.40106144547462463, 0.589775800704956, -0.07014485448598862]","[0.4022088348865509, 0.49063658714294434, -0.12714515626430511]","[0.4013163447380066, 0.4350280165672302, -0.16506315767765045]","[0.40399566292762756, 0.38209545612335205, -0.192366823554039]","[0.4643622934818268, 0.6044849753379822, -0.06746817380189896]","[0.46179455518722534, 0.593299150466919, -0.12531787157058716]","[0.44414037466049194, 0.6714185476303101, -0.13389478623867035]","[0.4376257658004761, 0.6937880516052246, -0.1334323137998581]","[0.514096736907959, 0.6373291611671448, -0.0722433477640152]","[0.5167961716651917, 0.6340853571891785, -0.12554946541786194]","[0.48488396406173706, 0.7009961605072021, -0.10488194227218628]","[0.4682314991950989, 0.7159736752510071, -0.08321957290172577]","[0.5503750443458557, 0.6799436807632446, -0.08317706733942032]","[0.5503446459770203, 0.6856768727302551, -0.12457180768251419]","[0.518362283706665, 0.7275742888450623, -0.11410092562437057]","[0.49728214740753174, 0.7355814576148987, -0.09912343323230743]"
