Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.6461402773857117, 0.6406534314155579, 1.783321579296171e-07]","[0.5831238031387329, 0.5420348644256592, 0.0737559050321579]","[0.5231614112854004, 0.4902786314487457, 0.04639866575598717]","[0.4605024755001068, 0.4876936674118042, 0.00940079614520073]","[0.3993651866912842, 0.48096901178359985, -0.03637261688709259]","[0.5124295949935913, 0.4263820946216583, -0.097859688103199]","[0.39316606521606445, 0.41440635919570923, -0.10111679881811142]","[0.3202095925807953, 0.40769216418266296, -0.08441721647977829]","[0.267941415309906, 0.40032461285591125, -0.07712479680776596]","[0.5218729376792908, 0.48250651359558105, -0.14762337505817413]","[0.3918512463569641, 0.45650193095207214, -0.1497732400894165]","[0.3236299753189087, 0.45161426067352295, -0.11480852961540222]","[0.26756027340888977, 0.439993292093277, -0.09877723455429077]","[0.5222126841545105, 0.5433667898178101, -0.17803321778774261]","[0.4104076623916626, 0.5435727834701538, -0.13836559653282166]","[0.4393417239189148, 0.575424075126648, -0.06031142175197601]","[0.4774278700351715, 0.5800144076347351, -0.024574611335992813]","[0.5143919587135315, 0.5961196422576904, -0.2041010707616806]","[0.4391862452030182, 0.601503312587738, -0.15969455242156982]","[0.46395808458328247, 0.6206766366958618, -0.10083196312189102]","[0.5009434223175049, 0.6252830624580383, -0.06857353448867798]"
L,"[0.3733797073364258, 0.6461380124092102, 9.765374215930933e-07]","[0.3974438011646271, 0.5184646248817444, 0.013181883841753006]","[0.47285330295562744, 0.4609811305999756, 0.0033008859027177095]","[0.5630282163619995, 0.4765295386314392, -0.010741508565843105]","[0.6238052248954773, 0.5190545320510864, -0.022909460589289665]","[0.526850700378418, 0.40465107560157776, -0.03634728863835335]","[0.6795952916145325, 0.3889491856098175, -0.052952032536268234]","[0.7573684453964233, 0.38606712222099304, -0.054456546902656555]","[0.8215166330337524, 0.37976977229118347, -0.05245516821742058]","[0.5692746043205261, 0.45913028717041016, -0.05533072352409363]","[0.7225527763366699, 0.4449743330478668, -0.06737259030342102]","[0.8128730654716492, 0.43807175755500793, -0.07045263051986694]","[0.8791300654411316, 0.43080633878707886, -0.0714186280965805]","[0.5927991271018982, 0.5297085046768188, -0.06872435659170151]","[0.6598222851753235, 0.5766341090202332, -0.06782060116529465]","[0.6191052198410034, 0.5976505875587463, -0.05058075860142708]","[0.5775133371353149, 0.6012071967124939, -0.03641195967793465]","[0.601861298084259, 0.6009976267814636, -0.08253216743469238]","[0.6307067275047302, 0.6386839747428894, -0.06722991168498993]","[0.5940117239952087, 0.6538983583450317, -0.0428631566464901]","[0.5597047209739685, 0.6550005078315735, -0.0230057742446661]"
L,"[0.3563638925552368, 0.6386897563934326, 8.093759333860362e-07]","[0.4184357523918152, 0.5271708965301514, 0.09758862107992172]","[0.5062916874885559, 0.49228528141975403, 0.09538937360048294]","[0.5763458609580994, 0.4990694522857666, 0.08308478444814682]","[0.641457200050354, 0.5157913565635681, 0.06403728574514389]","[0.5194331407546997, 0.4100843071937561, -0.05203564465045929]","[0.654223620891571, 0.3964710831642151, -0.03133605420589447]","[0.7217017412185669, 0.38925182819366455, -0.013624371960759163]","[0.7853356003761292, 0.37673017382621765, -0.006291904486715794]","[0.5403445959091187, 0.47102969884872437, -0.09763053059577942]","[0.6834496259689331, 0.440785676240921, -0.05748420208692551]","[0.7657204866409302, 0.43413877487182617, -0.03366508707404137]","[0.8296778202056885, 0.42141422629356384, -0.03499114140868187]","[0.5528409481048584, 0.5446362495422363, -0.1204385831952095]","[0.6308819055557251, 0.5551625490188599, -0.029088424518704414]","[0.5583781003952026, 0.5806931853294373, 0.02001923881471157]","[0.5048980712890625, 0.5905041098594666, 0.020121509209275246]","[0.5721222162246704, 0.6150871515274048, -0.1377551555633545]","[0.5961095094680786, 0.6240444183349609, -0.042878828942775726]","[0.5383862853050232, 0.633638858795166, 0.0065824114717543125]","[0.5000950694084167, 0.6376194357872009, 0.01874573715031147]"
L,"[0.4280955195426941, 0.5994510054588318, 2.862350925170176e-07]","[0.43338829278945923, 0.4945136606693268, 0.04355921968817711]","[0.48411697149276733, 0.4484161138534546, 0.064440056681633]","[0.5391379594802856, 0.4487759470939636, 0.07602144032716751]","[0.5755048990249634, 0.47787097096443176, 0.08655408024787903]","[0.5329251289367676, 0.4221040904521942, 0.05305149778723717]","[0.6182091236114502, 0.42343366146087646, 0.07420578598976135]","[0.6620998978614807, 0.4270471930503845, 0.08801976591348648]","[0.6972068548202515, 0.4301759600639343, 0.09709469228982925]","[0.5767826437950134, 0.4672868549823761, 0.0381651371717453]","[0.6524636149406433, 0.47068342566490173, 0.06737075746059418]","[0.6981509923934937, 0.47285082936286926, 0.07889904081821442]","[0.7307800054550171, 0.4742077887058258, 0.08367045223712921]","[0.6029526591300964, 0.5180283784866333, 0.026519786566495895]","[0.61903315782547, 0.5383115410804749, 0.0574326366186142]","[0.5887722969055176, 0.5545429587364197, 0.06404861062765121]","[0.5582941770553589, 0.5671454071998596, 0.0640641376376152]","[0.617526113986969, 0.5723810791969299, 0.017241638153791428]","[0.6095060706138611, 0.5877349972724915, 0.047251395881175995]","[0.5816690921783447, 0.5994649529457092, 0.057809580117464066]","[0.5564567446708679, 0.6064718961715698, 0.06308691203594208]"
L,"[0.3858732581138611, 0.6423079967498779, 1.019919523059798e-06]","[0.41581884026527405, 0.5237774848937988, 0.013266255147755146]","[0.5075581073760986, 0.4767654240131378, 0.0015452654333785176]","[0.613541305065155, 0.4858435392379761, -0.013389959000051022]","[0.6821877360343933, 0.5158332586288452, -0.025691645219922066]","[0.5371531248092651, 0.40885382890701294, -0.046873606741428375]","[0.6903831958770752, 0.39206400513648987, -0.07030949741601944]","[0.772780179977417, 0.38904300332069397, -0.07594743371009827]","[0.8409475088119507, 0.38301923871040344, -0.07708294689655304]","[0.5717737674713135, 0.45764681696891785, -0.06880898773670197]","[0.7313417196273804, 0.44328415393829346, -0.08895845711231232]","[0.8269567489624023, 0.4382179081439972, -0.09361017495393753]","[0.8995367288589478, 0.43124932050704956, -0.0964183658361435]","[0.5922279357910156, 0.5224957466125488, -0.08476237952709198]","[0.6866552233695984, 0.569749653339386, -0.09305799752473831]","[0.6419932246208191, 0.5930470824241638, -0.07026053220033646]","[0.597274899482727, 0.5954071879386902, -0.051535267382860184]","[0.6015167236328125, 0.5912501811981201, -0.10114450007677078]","[0.6484144926071167, 0.6319049596786499, -0.09506845474243164]","[0.607873260974884, 0.6468665599822998, -0.07057719677686691]","[0.5731819272041321, 0.6439856290817261, -0.050210244953632355]"
L,"[0.4379819333553314, 0.6365724802017212, 1.9282379071228206e-07]","[0.43679678440093994, 0.5165383815765381, 0.08607588708400726]","[0.49866533279418945, 0.46279311180114746, 0.13069404661655426]","[0.5645124316215515, 0.44923293590545654, 0.16299326717853546]","[0.6142738461494446, 0.4732065796852112, 0.19212324917316437]","[0.5612413287162781, 0.4200417995452881, 0.08771097660064697]","[0.6683569550514221, 0.40439048409461975, 0.14151602983474731]","[0.7159423232078552, 0.40145444869995117, 0.17529231309890747]","[0.7590497136116028, 0.3984253704547882, 0.19592612981796265]","[0.6057146191596985, 0.47287705540657043, 0.06771630048751831]","[0.7010493278503418, 0.4539405405521393, 0.13947078585624695]","[0.758064329624176, 0.44646042585372925, 0.16621489822864532]","[0.796790361404419, 0.4417508840560913, 0.1732206791639328]","[0.6302595138549805, 0.5312060117721558, 0.05654146149754524]","[0.6520770788192749, 0.5395722985267639, 0.13918237388134003]","[0.607661247253418, 0.5587614178657532, 0.15141674876213074]","[0.5727950930595398, 0.5748752951622009, 0.1412276178598404]","[0.6520426869392395, 0.5886898636817932, 0.050856027752161026]","[0.6423528790473938, 0.593079686164856, 0.1243942379951477]","[0.6036707162857056, 0.606232762336731, 0.14067766070365906]","[0.5737601518630981, 0.6176977753639221, 0.13956350088119507]"
R,"[0.5943478345870972, 0.6344209313392639, -2.7430095883573813e-07]","[0.5897690653800964, 0.5262390971183777, 0.08540702611207962]","[0.5214816927909851, 0.4778921604156494, 0.1289726048707962]","[0.4545184373855591, 0.4687883257865906, 0.1626824587583542]","[0.39374780654907227, 0.4864438474178314, 0.1917586624622345]","[0.4673852324485779, 0.4231938123703003, 0.07462385296821594]","[0.34686997532844543, 0.40999555587768555, 0.12771689891815186]","[0.2808735966682434, 0.41564735770225525, 0.17280472815036774]","[0.23475898802280426, 0.4113572835922241, 0.20066194236278534]","[0.43276023864746094, 0.4586998522281647, 0.051841963082551956]","[0.3082144260406494, 0.4600490927696228, 0.1013987585902214]","[0.2395612895488739, 0.4671470522880554, 0.1320972442626953]","[0.18312880396842957, 0.4604952335357666, 0.15013858675956726]","[0.40837591886520386, 0.5132638812065125, 0.04063110798597336]","[0.356145977973938, 0.5538194179534912, 0.09246213734149933]","[0.39649686217308044, 0.6014342308044434, 0.11177544295787811]","[0.4314614236354828, 0.6106165647506714, 0.11892081052064896]","[0.3845769762992859, 0.5734778642654419, 0.03670021519064903]","[0.3651984930038452, 0.6071646213531494, 0.07172614336013794]","[0.40681421756744385, 0.6321176290512085, 0.08553729206323624]","[0.44666147232055664, 0.6372588276863098, 0.09491067379713058]"
L,"[0.3723505139350891, 0.6437817215919495, 1.052953507496568e-06]","[0.4126821756362915, 0.5138464570045471, 0.051823388785123825]","[0.4907752275466919, 0.46116989850997925, 0.05474098026752472]","[0.5744451284408569, 0.47094103693962097, 0.048240646719932556]","[0.6347732543945312, 0.5065122842788696, 0.04285116121172905]","[0.5380246639251709, 0.4000760018825531, -0.013110743835568428]","[0.6918929219245911, 0.3873441219329834, -0.02325856313109398]","[0.7724367380142212, 0.37955689430236816, -0.02579294517636299]","[0.8423945307731628, 0.3724033236503601, -0.027030061930418015]","[0.5784967541694641, 0.4535368084907532, -0.04577598348259926]","[0.73755943775177, 0.43957361578941345, -0.05704440549015999]","[0.837010383605957, 0.4283781051635742, -0.06532064080238342]","[0.9097870588302612, 0.4199647307395935, -0.07246968895196915]","[0.6005114912986755, 0.5260727405548096, -0.06628469377756119]","[0.6797842383384705, 0.5726637244224548, -0.04407587647438049]","[0.6342966556549072, 0.5924129486083984, -0.010937313549220562]","[0.5904123783111572, 0.5943165421485901, 0.007559833116829395]","[0.6077108979225159, 0.599573016166687, -0.08530858159065247]","[0.6453977227210999, 0.6377030611038208, -0.048038166016340256]","[0.6035743951797485, 0.65097576379776, -0.009036515839397907]","[0.5690724849700928, 0.6495527029037476, 0.01753726601600647]"
R,"[0.6414744853973389, 0.6332912445068359, -1.2984052943920688e-07]","[0.6304994821548462, 0.5200948119163513, 0.02695072814822197]","[0.5632699131965637, 0.4620654284954071, 0.03538985177874565]","[0.48830580711364746, 0.45806071162223816, 0.03823651000857353]","[0.4323388338088989, 0.4796570837497711, 0.03676449507474899]","[0.5122848153114319, 0.42089176177978516, 0.005434420425444841]","[0.3980329632759094, 0.40493765473365784, 0.014403431676328182]","[0.3347700834274292, 0.40716785192489624, 0.022624872624874115]","[0.2847177982330322, 0.40011781454086304, 0.026574742048978806]","[0.4784959852695465, 0.46447598934173584, -0.009796963073313236]","[0.3539009094238281, 0.4543791711330414, -0.0025723420549184084]","[0.2856152653694153, 0.45033377408981323, -0.0013246224261820316]","[0.23118895292282104, 0.44089242815971375, -0.002230186713859439]","[0.46145743131637573, 0.522896409034729, -0.01877526380121708]","[0.4054517149925232, 0.5482625961303711, -0.010167965665459633]","[0.4492826461791992, 0.5724466443061829, -0.009219842962920666]","[0.4848425090312958, 0.574042558670044, -0.009676086716353893]","[0.4505671262741089, 0.5822881460189819, -0.024988727644085884]","[0.43210768699645996, 0.6013615727424622, -0.019377583637833595]","[0.4697713553905487, 0.6149105429649353, -0.013261394575238228]","[0.5015703439712524, 0.6120272874832153, -0.007950679399073124]"
R,"[0.6156661510467529, 0.661287784576416, -2.474644418271055e-07]","[0.5686174631118774, 0.5431208610534668, 0.09776370227336884]","[0.48898792266845703, 0.4869880676269531, 0.1125168651342392]","[0.4065167009830475, 0.4735092520713806, 0.11101691424846649]","[0.3364124298095703, 0.47896528244018555, 0.10011900961399078]","[0.45870140194892883, 0.41722214221954346, 0.0119851753115654]","[0.31644636392593384, 0.39113032817840576, 0.05711362510919571]","[0.241463303565979, 0.38756537437438965, 0.10355251282453537]","[0.1815204918384552, 0.37684422731399536, 0.1288774013519287]","[0.4500460922718048, 0.45646342635154724, -0.0344909243285656]","[0.2900692820549011, 0.4405519366264343, 0.00853155367076397]","[0.20832234621047974, 0.4413759410381317, 0.04144410789012909]","[0.13981831073760986, 0.42173880338668823, 0.05340259522199631]","[0.4393276870250702, 0.5157314538955688, -0.06350420415401459]","[0.3318149447441101, 0.5549166202545166, -0.001879972405731678]","[0.3785525858402252, 0.5978933572769165, 0.027001135051250458]","[0.4234142601490021, 0.5955834984779358, 0.027168314903974533]","[0.4207416772842407, 0.5752792954444885, -0.08457895368337631]","[0.36600953340530396, 0.6179282665252686, -0.029971107840538025]","[0.41026991605758667, 0.6405777335166931, -0.003387470729649067]","[0.454287588596344, 0.635656476020813, 0.003122603753581643]"
R,"[0.6683575510978699, 0.6431174278259277, -2.1849265863238543e-07]","[0.643003523349762, 0.5462175011634827, 0.05958820879459381]","[0.5588948130607605, 0.4933055639266968, 0.06632867455482483]","[0.46789222955703735, 0.48283568024635315, 0.061571065336465836]","[0.39749574661254883, 0.4958654046058655, 0.048873964697122574]","[0.5237222909927368, 0.42215463519096375, 0.007318961899727583]","[0.394681841135025, 0.4021086096763611, 0.02235724963247776]","[0.32082024216651917, 0.39787420630455017, 0.041573427617549896]","[0.2669972777366638, 0.38756832480430603, 0.0505332350730896]","[0.522491991519928, 0.4565929174423218, -0.02549639716744423]","[0.371820867061615, 0.4565388262271881, -0.015836775302886963]","[0.2974558174610138, 0.45359930396080017, -0.006818827241659164]","[0.23719105124473572, 0.4430939555168152, -0.005570839159190655]","[0.5189645886421204, 0.5098836421966553, -0.04679832607507706]","[0.39962339401245117, 0.5551403760910034, -0.021914644166827202]","[0.43813931941986084, 0.5911915302276611, 0.001539358519949019]","[0.47940683364868164, 0.5905720591545105, 0.009058665484189987]","[0.5075981020927429, 0.5661975145339966, -0.06329060345888138]","[0.43323785066604614, 0.60723876953125, -0.04279722645878792]","[0.47049641609191895, 0.6290360689163208, -0.022001009434461594]","[0.5101656913757324, 0.6237631440162659, -0.010273676365613937]"
L,"[0.3971274495124817, 0.6409426927566528, 1.3392087794272811e-06]","[0.47988662123680115, 0.5582900047302246, 0.06075739860534668]","[0.5388393998146057, 0.5167434811592102, 0.013435853645205498]","[0.5809478759765625, 0.50193852186203, -0.04620242118835449]","[0.6268628835678101, 0.47854578495025635, -0.10694615542888641]","[0.5072875618934631, 0.42362603545188904, -0.11103247851133347]","[0.6076622009277344, 0.40312430262565613, -0.14212976396083832]","[0.674116313457489, 0.39084529876708984, -0.1468869298696518]","[0.7251050472259521, 0.3823309540748596, -0.15317599475383759]","[0.4969866871833801, 0.47704583406448364, -0.16702726483345032]","[0.6214014291763306, 0.44034919142723083, -0.20856699347496033]","[0.7035675644874573, 0.43531566858291626, -0.2070188671350479]","[0.770957350730896, 0.4286871552467346, -0.21533697843551636]","[0.4872627556324005, 0.5345303416252136, -0.204391747713089]","[0.6026343107223511, 0.5491205453872681, -0.18252895772457123]","[0.5611823797225952, 0.5781893730163574, -0.10782981663942337]","[0.5166645646095276, 0.5865982174873352, -0.07744641602039337]","[0.4953325390815735, 0.5907890796661377, -0.24090544879436493]","[0.5674171447753906, 0.6025089025497437, -0.19987210631370544]","[0.5397495627403259, 0.6195862293243408, -0.14235228300094604]","[0.5044668316841125, 0.6192046403884888, -0.11573587357997894]"
L,"[0.40008771419525146, 0.6674396991729736, 1.1854187960125273e-06]","[0.46272656321525574, 0.5864698886871338, -0.008460394106805325]","[0.5406759977340698, 0.5259220600128174, -0.03995495289564133]","[0.6127876043319702, 0.5141351222991943, -0.07475518435239792]","[0.6428818106651306, 0.5151681303977966, -0.10626637190580368]","[0.48966068029403687, 0.4233824610710144, -0.07022641599178314]","[0.5920358896255493, 0.4037740230560303, -0.11891724169254303]","[0.6564220190048218, 0.3916630744934082, -0.15259012579917908]","[0.70849609375, 0.3737037181854248, -0.176080122590065]","[0.47338345646858215, 0.46492478251457214, -0.0960811972618103]","[0.6063680648803711, 0.4458487927913666, -0.15018966794013977]","[0.689906120300293, 0.4349883794784546, -0.17699308693408966]","[0.7541053891181946, 0.4149170517921448, -0.1964356005191803]","[0.4651857912540436, 0.5243518352508545, -0.11923587322235107]","[0.6100351810455322, 0.5543132424354553, -0.16279198229312897]","[0.5922849774360657, 0.5893025398254395, -0.14915771782398224]","[0.5540395975112915, 0.5926929712295532, -0.1336129605770111]","[0.4648280739784241, 0.5892984867095947, -0.1443883627653122]","[0.5825186371803284, 0.6170686483383179, -0.16616655886173248]","[0.5717430710792542, 0.6346195936203003, -0.14945854246616364]","[0.5382094979286194, 0.628973126411438, -0.13459767401218414]"
R,"[0.555888295173645, 0.6349393129348755, -1.8906338539181888e-07]","[0.5966392755508423, 0.5359257459640503, 0.058126404881477356]","[0.5601332783699036, 0.4805770516395569, 0.10297656804323196]","[0.5135232210159302, 0.47185030579566956, 0.13777175545692444]","[0.4658295214176178, 0.48184189200401306, 0.16682830452919006]","[0.47646448016166687, 0.41865426301956177, 0.11204656213521957]","[0.41263511776924133, 0.4225394129753113, 0.17054246366024017]","[0.37380123138427734, 0.4296340048313141, 0.20052827894687653]","[0.3477248251438141, 0.42812931537628174, 0.21688179671764374]","[0.43114110827445984, 0.457031786441803, 0.0970962718129158]","[0.37186571955680847, 0.471134215593338, 0.1675589233636856]","[0.34259629249572754, 0.4797145426273346, 0.1845785230398178]","[0.3261330723762512, 0.48257219791412354, 0.18767507374286652]","[0.4034695029258728, 0.511501133441925, 0.08527186512947083]","[0.38083571195602417, 0.5334925055503845, 0.13407237827777863]","[0.4066079258918762, 0.557961106300354, 0.12067383527755737]","[0.43196508288383484, 0.5689882636070251, 0.10370074957609177]","[0.3817276358604431, 0.5667135119438171, 0.07838786393404007]","[0.37599629163742065, 0.5820162892341614, 0.10510992258787155]","[0.40232205390930176, 0.5983704328536987, 0.10025676339864731]","[0.4264434278011322, 0.6095460653305054, 0.09409021586179733]"
R,"[0.6628186106681824, 0.617834746837616, -1.978275463443424e-07]","[0.6514332890510559, 0.5163799524307251, 0.028184646740555763]","[0.5773861408233643, 0.468376487493515, 0.03490609675645828]","[0.49582165479660034, 0.47100773453712463, 0.036253560334444046]","[0.44084906578063965, 0.5018258094787598, 0.03239932656288147]","[0.5370326638221741, 0.4279868006706238, -0.0020462344400584698]","[0.4094024896621704, 0.40989431738853455, 0.006453417241573334]","[0.3426276445388794, 0.4104314148426056, 0.017571810632944107]","[0.2950771749019623, 0.40074220299720764, 0.02334037981927395]","[0.5156614184379578, 0.46317413449287415, -0.018421296030282974]","[0.3832108974456787, 0.45688360929489136, -0.010911211371421814]","[0.315854012966156, 0.45192423462867737, -0.006494374480098486]","[0.2623353898525238, 0.4392848014831543, -0.005570920184254646]","[0.5010242462158203, 0.5158142447471619, -0.027850233018398285]","[0.42660456895828247, 0.5518434047698975, -0.017496410757303238]","[0.46478673815727234, 0.5794486999511719, -0.010921003296971321]","[0.4991508722305298, 0.5821534395217896, -0.007981548085808754]","[0.48969706892967224, 0.5708420872688293, -0.03444737195968628]","[0.4517282247543335, 0.5955142974853516, -0.028924886137247086]","[0.4831289052963257, 0.6102756261825562, -0.0193824153393507]","[0.5107542872428894, 0.6110870242118835, -0.011519461870193481]"
L,"[0.34106889367103577, 0.6814725399017334, 1.3799467524222564e-06]","[0.39849555492401123, 0.5739657282829285, 0.004158119671046734]","[0.5002458095550537, 0.5059484243392944, -0.03263334929943085]","[0.5993199944496155, 0.5006387233734131, -0.07292306423187256]","[0.6620525121688843, 0.5047475695610046, -0.10888996720314026]","[0.4826279878616333, 0.4016280770301819, -0.10328906029462814]","[0.6320143938064575, 0.38634923100471497, -0.16348250210285187]","[0.7187691330909729, 0.37605273723602295, -0.1984386295080185]","[0.790958046913147, 0.3618794083595276, -0.2209009975194931]","[0.4719557762145996, 0.4522671103477478, -0.13834816217422485]","[0.6534147262573242, 0.4347612261772156, -0.20992709696292877]","[0.762846827507019, 0.42470279335975647, -0.23821978271007538]","[0.8495559692382812, 0.4093674421310425, -0.25763076543807983]","[0.4694979786872864, 0.5226113200187683, -0.16532103717327118]","[0.6499247550964355, 0.5680584907531738, -0.21455001831054688]","[0.6068670749664307, 0.6002545356750488, -0.18231083452701569]","[0.551322877407074, 0.601966381072998, -0.1529211699962616]","[0.4725825786590576, 0.6001904010772705, -0.1932656466960907]","[0.6079444885253906, 0.6363875865936279, -0.21223184466362]","[0.5774558782577515, 0.652924656867981, -0.17909102141857147]","[0.5322550535202026, 0.643760085105896, -0.15148299932479858]"
R,"[0.6247847080230713, 0.605974018573761, -2.545442896462191e-07]","[0.629331648349762, 0.5138774514198303, 0.032888881862163544]","[0.5718641877174377, 0.45285773277282715, 0.04900499805808067]","[0.5112345218658447, 0.4368194341659546, 0.06249875947833061]","[0.4578326940536499, 0.44778749346733093, 0.06988437473773956]","[0.5151446461677551, 0.4083673059940338, 0.004403818864375353]","[0.40414369106292725, 0.412980854511261, 0.014644725248217583]","[0.34166473150253296, 0.42308616638183594, 0.024357739835977554]","[0.2914735972881317, 0.4255758225917816, 0.029834115877747536]","[0.48276084661483765, 0.45186060667037964, -0.010817177593708038]","[0.3783996105194092, 0.43990129232406616, -0.007537239696830511]","[0.3117191791534424, 0.4445103406906128, -0.005479683168232441]","[0.25767794251441956, 0.45103609561920166, -0.0047103045508265495]","[0.4623849391937256, 0.5075563192367554, -0.01777719147503376]","[0.38852283358573914, 0.5013896822929382, -0.013297805562615395]","[0.35797715187072754, 0.5033827424049377, -0.00555997621268034]","[0.3381728529930115, 0.49531999230384827, -0.00115710508543998]","[0.4522930085659027, 0.5705042481422424, -0.020619895309209824]","[0.4168151319026947, 0.5733150243759155, -0.013875425793230534]","[0.4290214776992798, 0.585573136806488, 0.004345320165157318]","[0.4444263279438019, 0.5896137952804565, 0.019005004316568375]"
R,"[0.6144373416900635, 0.6488032341003418, -8.884023117161632e-08]","[0.5820962190628052, 0.5402565598487854, 0.05599075183272362]","[0.49755826592445374, 0.4884938895702362, 0.05812550336122513]","[0.40656474232673645, 0.48878487944602966, 0.05036863684654236]","[0.3377472162246704, 0.49839627742767334, 0.037187643349170685]","[0.4700365364551544, 0.42002564668655396, -0.0025640723761171103]","[0.3386709690093994, 0.39963603019714355, 0.00948907621204853]","[0.26558172702789307, 0.39662548899650574, 0.022767897695302963]","[0.20818859338760376, 0.386809766292572, 0.02723960392177105]","[0.4556114971637726, 0.4621601104736328, -0.0311307180672884]","[0.31131312251091003, 0.45175549387931824, -0.028298716992139816]","[0.23385921120643616, 0.44362321496009827, -0.02580094151198864]","[0.17186760902404785, 0.42956894636154175, -0.029915083199739456]","[0.44268283247947693, 0.5218770503997803, -0.04699486494064331]","[0.3444235920906067, 0.5531110167503357, -0.017355427145957947]","[0.38523250818252563, 0.5823071002960205, 0.007568729110062122]","[0.4270039200782776, 0.5785443186759949, 0.014362991787493229]","[0.42895159125328064, 0.5794190168380737, -0.05866249278187752]","[0.3748222589492798, 0.6047362089157104, -0.025555649772286415]","[0.414033442735672, 0.622571587562561, 0.0007293474627658725]","[0.45435696840286255, 0.6149933338165283, 0.01358692068606615]"
R,"[0.6037415266036987, 0.6988916993141174, -7.911559123385814e-07]","[0.5317797064781189, 0.6045678853988647, -0.002641028491780162]","[0.45863017439842224, 0.5220999717712402, -0.02222500555217266]","[0.38393110036849976, 0.4886792302131653, -0.04670307785272598]","[0.34639450907707214, 0.4781150817871094, -0.07422038167715073]","[0.5065815448760986, 0.41357630491256714, -0.03174734488129616]","[0.3992966413497925, 0.3816398084163666, -0.0690150335431099]","[0.3282116949558258, 0.36901557445526123, -0.09609667211771011]","[0.2699832022190094, 0.3504871428012848, -0.11501549929380417]","[0.5290433168411255, 0.4610229432582855, -0.05838644132018089]","[0.3758986294269562, 0.43791478872299194, -0.08696676790714264]","[0.2923997938632965, 0.42765486240386963, -0.10160799324512482]","[0.22825941443443298, 0.4056427776813507, -0.1157115176320076]","[0.5373703241348267, 0.5273813009262085, -0.08566512167453766]","[0.3801090121269226, 0.5564600229263306, -0.10835175961256027]","[0.3984488248825073, 0.595392107963562, -0.09964663535356522]","[0.4412912130355835, 0.5980519652366638, -0.09665853530168533]","[0.5371854901313782, 0.5959988832473755, -0.11444176733493805]","[0.41193240880966187, 0.6122546195983887, -0.12603430449962616]","[0.42403048276901245, 0.6366405487060547, -0.10874675959348679]","[0.46388959884643555, 0.6343833804130554, -0.09759943187236786]"
R,"[0.6412978172302246, 0.6474946737289429, -3.484961155209021e-07]","[0.6169407367706299, 0.5503219366073608, 0.025088366121053696]","[0.5358036160469055, 0.4848681390285492, 0.015491757541894913]","[0.44837144017219543, 0.46497780084609985, -0.00013535017205867916]","[0.384229838848114, 0.4691377282142639, -0.023280633613467216]","[0.4996376633644104, 0.41445595026016235, -0.03424948826432228]","[0.362629771232605, 0.3929312825202942, -0.04122641682624817]","[0.28288260102272034, 0.3899174630641937, -0.03703410550951958]","[0.22724568843841553, 0.38081127405166626, -0.03565475344657898]","[0.5057547092437744, 0.45361268520355225, -0.05944986641407013]","[0.34392908215522766, 0.44990769028663635, -0.06321809440851212]","[0.2681792676448822, 0.44824931025505066, -0.057296931743621826]","[0.21010637283325195, 0.4397069811820984, -0.056877169758081436]","[0.5055409669876099, 0.5110921263694763, -0.07718787342309952]","[0.3727913796901703, 0.5513190031051636, -0.07394282519817352]","[0.4072551131248474, 0.5828663110733032, -0.05504567176103592]","[0.4498176574707031, 0.583733081817627, -0.04670965299010277]","[0.4990162253379822, 0.5718008279800415, -0.09247925877571106]","[0.4061979651451111, 0.6079594492912292, -0.09233567118644714]","[0.43894025683403015, 0.6264638304710388, -0.0742955133318901]","[0.4785996675491333, 0.6199854016304016, -0.06126035004854202]"
R,"[0.6932547092437744, 0.6555310487747192, -2.3256333747667668e-07]","[0.6947895884513855, 0.539071798324585, 0.05284261703491211]","[0.6212030649185181, 0.47965681552886963, 0.07787274569272995]","[0.5399683117866516, 0.47590917348861694, 0.09436285495758057]","[0.4748059809207916, 0.5070223808288574, 0.10609147697687149]","[0.5486647486686707, 0.41794484853744507, 0.03893555700778961]","[0.4070146679878235, 0.4010651707649231, 0.06776436418294907]","[0.32541370391845703, 0.40814557671546936, 0.09845292568206787]","[0.2737995386123657, 0.4033721089363098, 0.11846049875020981]","[0.5168240666389465, 0.4491215646266937, 0.01754504255950451]","[0.36884844303131104, 0.45007988810539246, 0.0386606827378273]","[0.2874603271484375, 0.4503825902938843, 0.05327598378062248]","[0.22498589754104614, 0.43955981731414795, 0.06463617086410522]","[0.49830740690231323, 0.507333517074585, 0.004948068875819445]","[0.42292243242263794, 0.5673624873161316, 0.02678954042494297]","[0.46657320857048035, 0.6128937602043152, 0.037797149270772934]","[0.5058059096336365, 0.6159120798110962, 0.04632090404629707]","[0.4785782992839813, 0.5753285884857178, -0.00267396098934114]","[0.43747055530548096, 0.6274398565292358, 0.012836861424148083]","[0.48244965076446533, 0.6503867506980896, 0.02493084780871868]","[0.5249135494232178, 0.6496365070343018, 0.03722599148750305]"
