Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5851038098335266, 0.7295593023300171, 1.2698237128461187e-07]","[0.5439980030059814, 0.6386820077896118, -0.11585390567779541]","[0.5185317993164062, 0.5349027514457703, -0.1373029351234436]","[0.5390632152557373, 0.4474101960659027, -0.13811424374580383]","[0.5711396336555481, 0.38104432821273804, -0.11919279396533966]","[0.39846834540367126, 0.49236732721328735, -0.007912678644061089]","[0.4801957309246063, 0.39271295070648193, -0.07005193084478378]","[0.527885913848877, 0.4297347068786621, -0.10764402896165848]","[0.5427067279815674, 0.46816569566726685, -0.11590608209371567]","[0.46042194962501526, 0.4986799657344818, 0.046169351786375046]","[0.5436608195304871, 0.4002191424369812, -0.03519102931022644]","[0.5735815763473511, 0.4740106761455536, -0.07600008696317673]","[0.5586584806442261, 0.5275412797927856, -0.07467446476221085]","[0.5275557041168213, 0.5004717111587524, 0.08072829991579056]","[0.5916242599487305, 0.42771217226982117, -0.0026160371489822865]","[0.6045703291893005, 0.5077617168426514, -0.028643984347581863]","[0.5806117057800293, 0.5444620847702026, -0.014541083946824074]","[0.5789121389389038, 0.4989074766635895, 0.10772643238306046]","[0.6251000165939331, 0.45591282844543457, 0.056176651269197464]","[0.6261487007141113, 0.5126751661300659, 0.03724192827939987]","[0.6042826771736145, 0.544817328453064, 0.042131103575229645]"
R,"[0.5442644953727722, 0.6825011968612671, -9.648965715314262e-07]","[0.45970964431762695, 0.6227349042892456, -0.030081158503890038]","[0.4078657031059265, 0.5214049220085144, -0.039483897387981415]","[0.4360249936580658, 0.4323883652687073, -0.05182088911533356]","[0.5022650361061096, 0.40102237462997437, -0.053318001329898834]","[0.43795639276504517, 0.4641953408718109, 0.022471413016319275]","[0.42506512999534607, 0.3879912197589874, -0.03314967080950737]","[0.4230668246746063, 0.46216052770614624, -0.05937296524643898]","[0.43707072734832764, 0.49469661712646484, -0.06689604371786118]","[0.49155792593955994, 0.467499703168869, 0.020417267456650734]","[0.48857712745666504, 0.38551148772239685, -0.04178367555141449]","[0.4792892336845398, 0.4774036705493927, -0.05184568092226982]","[0.48739007115364075, 0.5012089610099792, -0.0395614355802536]","[0.5469856262207031, 0.4753343462944031, 0.006347836460918188]","[0.5379862785339355, 0.40713754296302795, -0.05924079194664955]","[0.5191752314567566, 0.5034559369087219, -0.04394090175628662]","[0.5261793732643127, 0.5299140810966492, -0.011958749033510685]","[0.6038647890090942, 0.4905755817890167, -0.010625534690916538]","[0.5829150080680847, 0.4396650195121765, -0.04394586384296417]","[0.5668856501579285, 0.5035527348518372, -0.029014408588409424]","[0.5751317143440247, 0.5288841724395752, -0.006200615782290697]"
L,"[0.5002777576446533, 0.7345187664031982, 1.3847636637365213e-07]","[0.6031495332717896, 0.6521115899085999, -0.011116069741547108]","[0.6416527628898621, 0.5424166917800903, -0.022273531183600426]","[0.6384463906288147, 0.44822657108306885, -0.04011852294206619]","[0.578825831413269, 0.4053257405757904, -0.05382176488637924]","[0.5683299899101257, 0.4763885736465454, 0.030953299254179]","[0.5890035033226013, 0.39646756649017334, 0.010091529227793217]","[0.6038704514503479, 0.4089171886444092, -0.0037549787666648626]","[0.5921024680137634, 0.41090357303619385, -0.012271317653357983]","[0.5211397409439087, 0.47651970386505127, 0.01569637842476368]","[0.5598426461219788, 0.38342446088790894, -0.01989618130028248]","[0.5772706270217896, 0.4636201858520508, -0.03526365011930466]","[0.5609459280967712, 0.4995710551738739, -0.03498252481222153]","[0.4719240367412567, 0.4828754663467407, -0.004800582304596901]","[0.5214702486991882, 0.4075946807861328, -0.05332208424806595]","[0.536480188369751, 0.49752452969551086, -0.05073006451129913]","[0.5086300373077393, 0.5306313037872314, -0.03414943069219589]","[0.42222046852111816, 0.49776455760002136, -0.025320088490843773]","[0.4895089566707611, 0.4505213499069214, -0.058317285031080246]","[0.5027880668640137, 0.5102458000183105, -0.047999609261751175]","[0.4713824987411499, 0.5370045900344849, -0.03247162699699402]"
R,"[0.4945777952671051, 0.7019429206848145, -8.792549124336801e-07]","[0.3990645110607147, 0.6087495684623718, 0.009898933582007885]","[0.35094302892684937, 0.525048017501831, 0.00739002600312233]","[0.3588443398475647, 0.4449774920940399, -0.010313168168067932]","[0.412637323141098, 0.40345966815948486, -0.01782396249473095]","[0.4504145085811615, 0.4655211865901947, 0.09309094399213791]","[0.4082825779914856, 0.3909253180027008, 0.03671692684292793]","[0.39365077018737793, 0.4572570025920868, -0.0035799462348222733]","[0.41887521743774414, 0.49485543370246887, -0.021505694836378098]","[0.48764732480049133, 0.4708074927330017, 0.06848496198654175]","[0.4417198598384857, 0.3887512981891632, -0.0005216086283326149]","[0.4284161329269409, 0.4795646071434021, -0.0276799276471138]","[0.46476584672927856, 0.5135671496391296, -0.024759972468018532]","[0.5250120162963867, 0.4737512469291687, 0.031044362112879753]","[0.4667928218841553, 0.404111385345459, -0.028484487906098366]","[0.44846129417419434, 0.492051362991333, -0.02722715400159359]","[0.48923930525779724, 0.5247817635536194, -0.006014466285705566]","[0.5669025182723999, 0.4822346866130829, -0.007501482497900724]","[0.5010607242584229, 0.4364023506641388, -0.03238534927368164]","[0.48158806562423706, 0.491766095161438, -0.025680264458060265]","[0.516750693321228, 0.5211778879165649, -0.009863696992397308]"
R,"[0.5208742022514343, 0.7020193338394165, -9.112381462728081e-07]","[0.4335797131061554, 0.6432851552963257, -0.01590539887547493]","[0.3767639696598053, 0.5428633093833923, -0.0238517913967371]","[0.3882175385951996, 0.4504545032978058, -0.03884267434477806]","[0.45021429657936096, 0.4171857237815857, -0.043930549174547195]","[0.4437128007411957, 0.4832855761051178, 0.03848283365368843]","[0.4144863486289978, 0.40448710322380066, -0.014370186254382133]","[0.40612682700157166, 0.47317665815353394, -0.04074060916900635]","[0.4262998700141907, 0.5051089525222778, -0.04932985082268715]","[0.4888232946395874, 0.4884076416492462, 0.029042135924100876]","[0.45931053161621094, 0.4074114263057709, -0.03413378447294235]","[0.4504469633102417, 0.49563246965408325, -0.0441722646355629]","[0.4755566418170929, 0.5223079323768616, -0.030863527208566666]","[0.5336840748786926, 0.4951592683792114, 0.00778454914689064]","[0.5013247132301331, 0.41773056983947754, -0.05327793210744858]","[0.4846544861793518, 0.5079620480537415, -0.03910297155380249]","[0.5107174515724182, 0.5376015901565552, -0.008965234272181988]","[0.586181640625, 0.5091761350631714, -0.015813281759619713]","[0.545864462852478, 0.45656248927116394, -0.04689044505357742]","[0.5305705070495605, 0.5145484209060669, -0.03641166910529137]","[0.5546109676361084, 0.5406726598739624, -0.017296064645051956]"
L,"[0.5114681720733643, 0.7081029415130615, 1.2966286533355742e-07]","[0.616754949092865, 0.6332204341888428, 0.0007103441166691482]","[0.6473724842071533, 0.534371018409729, -0.0048141879960894585]","[0.6424232721328735, 0.45114362239837646, -0.01997280679643154]","[0.5944441556930542, 0.4070265293121338, -0.02888437733054161]","[0.5649757385253906, 0.4704817533493042, 0.04783825948834419]","[0.5865313410758972, 0.3981129825115204, 0.01844831556081772]","[0.6074309349060059, 0.44903048872947693, -0.00026362744392827153]","[0.5982710719108582, 0.4848749339580536, -0.006701546721160412]","[0.5302280187606812, 0.47616711258888245, 0.02759745717048645]","[0.5649097561836243, 0.39509642124176025, -0.012645620852708817]","[0.5868963599205017, 0.47142982482910156, -0.035271476954221725]","[0.5677364468574524, 0.5050196051597595, -0.03857085108757019]","[0.4909135103225708, 0.4797089397907257, 0.001554201589897275]","[0.539167046546936, 0.40692389011383057, -0.04430556669831276]","[0.5602572560310364, 0.4923083782196045, -0.0434398427605629]","[0.5341410040855408, 0.5267328023910522, -0.027028841897845268]","[0.4458511471748352, 0.48638489842414856, -0.02401990257203579]","[0.5087628364562988, 0.4400707185268402, -0.05115484818816185]","[0.5270773768424988, 0.4965115785598755, -0.03915156424045563]","[0.49933093786239624, 0.5247666239738464, -0.02095891907811165]"
L,"[0.45166945457458496, 0.6906671524047852, -1.4012557869591546e-07]","[0.5304516553878784, 0.6259478330612183, -0.0880260020494461]","[0.5784483551979065, 0.5207542181015015, -0.09873475134372711]","[0.5477333664894104, 0.4257422387599945, -0.09498061239719391]","[0.49126166105270386, 0.3866366446018219, -0.07364191859960556]","[0.6301005482673645, 0.48694926500320435, 0.016939809545874596]","[0.5933553576469421, 0.40037980675697327, -0.04758910834789276]","[0.5594515800476074, 0.4640917181968689, -0.09327907115221024]","[0.567298948764801, 0.5019442439079285, -0.11059843748807907]","[0.5550922155380249, 0.4861842095851898, 0.04577711224555969]","[0.5325769782066345, 0.3938996195793152, -0.028384922072291374]","[0.5060963034629822, 0.48070448637008667, -0.06586793065071106]","[0.5199331641197205, 0.5158033967018127, -0.06559590250253677]","[0.4892597794532776, 0.48564454913139343, 0.054974351078271866]","[0.46664321422576904, 0.4093608260154724, -0.02468864805996418]","[0.4528319835662842, 0.49825742840766907, -0.04690174758434296]","[0.48319289088249207, 0.5282171964645386, -0.03186449781060219]","[0.4321784973144531, 0.48927125334739685, 0.05711089074611664]","[0.42380067706108093, 0.44517144560813904, 0.010538325645029545]","[0.42088067531585693, 0.5064118504524231, 0.002798022935166955]","[0.43860650062561035, 0.5395836234092712, 0.015039779245853424]"
L,"[0.4741280674934387, 0.6573090553283691, -2.00278407191945e-07]","[0.5508829951286316, 0.6222635507583618, -0.0314975343644619]","[0.6005666851997375, 0.5221158266067505, -0.0383838415145874]","[0.578712522983551, 0.43167632818222046, -0.045129258185625076]","[0.5175073742866516, 0.400966078042984, -0.04240942373871803]","[0.5895243287086487, 0.47631826996803284, 0.018473181873559952]","[0.6013323664665222, 0.4191770553588867, -0.0230853334069252]","[0.5882281064987183, 0.47508853673934937, -0.046853207051754]","[0.5793778896331787, 0.5048727989196777, -0.0560288205742836]","[0.5352258086204529, 0.46836552023887634, 0.016053738072514534]","[0.5431972146034241, 0.4046657085418701, -0.034045781940221786]","[0.5440217852592468, 0.48150601983070374, -0.05003903806209564]","[0.5427549481391907, 0.5102632641792297, -0.045130208134651184]","[0.4801523983478546, 0.4718983769416809, 0.004111441317945719]","[0.48422861099243164, 0.40847083926200867, -0.05380234867334366]","[0.49530792236328125, 0.49620434641838074, -0.04952078312635422]","[0.4966602027416229, 0.5300939083099365, -0.0276776235550642]","[0.4235953688621521, 0.48415470123291016, -0.010035425424575806]","[0.4391140937805176, 0.44779178500175476, -0.047911278903484344]","[0.45038342475891113, 0.5076451301574707, -0.04168655350804329]","[0.45275136828422546, 0.5350104570388794, -0.02567300572991371]"
R,"[0.5836020708084106, 0.7286171317100525, 5.4391854575897014e-08]","[0.5422419309616089, 0.6231529116630554, -0.08762780576944351]","[0.5215172171592712, 0.5197272300720215, -0.08717990666627884]","[0.5379638075828552, 0.43503135442733765, -0.0682302862405777]","[0.5622515082359314, 0.3823479413986206, -0.03057847172021866]","[0.402356892824173, 0.48618534207344055, 0.025725165382027626]","[0.474231094121933, 0.39052799344062805, -0.015295738354325294]","[0.52089524269104, 0.41828668117523193, -0.045277588069438934]","[0.5390641093254089, 0.4550688564777374, -0.052225351333618164]","[0.46023303270339966, 0.49950599670410156, 0.07357221096754074]","[0.5346320867538452, 0.3942699432373047, 0.01690947823226452]","[0.5666636228561401, 0.45247581601142883, -0.02646835707128048]","[0.5533183217048645, 0.49867895245552063, -0.034248288720846176]","[0.5255644917488098, 0.5051124691963196, 0.10544402152299881]","[0.5834270715713501, 0.42316290736198425, 0.04315866529941559]","[0.6019644141197205, 0.48767736554145813, 0.006145212333649397]","[0.5807527899742126, 0.5227177739143372, 0.0056652226485311985]","[0.5764801502227783, 0.5065482258796692, 0.1324024349451065]","[0.6160289645195007, 0.46172595024108887, 0.08831218630075455]","[0.622367799282074, 0.5066317319869995, 0.06079917401075363]","[0.6020960807800293, 0.538875937461853, 0.055918265134096146]"
L,"[0.4750630855560303, 0.6866282820701599, -6.832190990735398e-08]","[0.5783393979072571, 0.6330461502075195, -0.013573596253991127]","[0.6255494356155396, 0.526130735874176, -0.01334562711417675]","[0.615200936794281, 0.42606091499328613, -0.01680237613618374]","[0.5486007332801819, 0.39311131834983826, -0.015546822920441628]","[0.581918478012085, 0.48213499784469604, 0.03256473317742348]","[0.6008570194244385, 0.4132550358772278, 0.012460808269679546]","[0.6021817922592163, 0.4610801935195923, -0.004913132172077894]","[0.5902958512306213, 0.49580153822898865, -0.015388576313853264]","[0.5333739519119263, 0.47410228848457336, 0.02410431206226349]","[0.5492997765541077, 0.39179307222366333, -0.0026751263067126274]","[0.5592717528343201, 0.4575117528438568, -0.01969708688557148]","[0.5503501892089844, 0.4938494563102722, -0.024425428360700607]","[0.47977033257484436, 0.47448283433914185, 0.009844470769166946]","[0.5012540221214294, 0.39444974064826965, -0.027994146570563316]","[0.5177375674247742, 0.47454705834388733, -0.028260936960577965]","[0.5085357427597046, 0.5148807764053345, -0.01732535846531391]","[0.4200878143310547, 0.48475149273872375, -0.0052061243914067745]","[0.4570998549461365, 0.432664155960083, -0.031944941729307175]","[0.46937352418899536, 0.48704850673675537, -0.024817317724227905]","[0.45745089650154114, 0.5198785662651062, -0.013449347577989101]"
L,"[0.41093146800994873, 0.7562731504440308, -4.724645066289668e-07]","[0.47679603099823, 0.6720871925354004, -0.11204308271408081]","[0.5104532241821289, 0.5385383367538452, -0.1306852251291275]","[0.4784925580024719, 0.4213748872280121, -0.13094134628772736]","[0.4226316213607788, 0.3744981288909912, -0.11405262351036072]","[0.63612300157547, 0.503963828086853, 0.00024920108262449503]","[0.5606843829154968, 0.38393130898475647, -0.06675057858228683]","[0.5145702958106995, 0.4585114121437073, -0.11651989072561264]","[0.5304433107376099, 0.508201003074646, -0.13704855740070343]","[0.5686280131340027, 0.48685333132743835, 0.04045453295111656]","[0.5061547160148621, 0.3613705635070801, -0.03463640436530113]","[0.46138787269592285, 0.4533745348453522, -0.07586522400379181]","[0.48123398423194885, 0.5048189163208008, -0.0790955051779747]","[0.49783414602279663, 0.4762183427810669, 0.059979211539030075]","[0.43763652443885803, 0.38421833515167236, -0.017289739102125168]","[0.4078584313392639, 0.4683217406272888, -0.04443900287151337]","[0.4361402094364166, 0.5180590152740479, -0.033514510840177536]","[0.43314576148986816, 0.48341676592826843, 0.07016335427761078]","[0.39509057998657227, 0.4138588309288025, 0.027347153052687645]","[0.38581642508506775, 0.4709700047969818, 0.018395299091935158]","[0.40624141693115234, 0.5207108855247498, 0.03061533160507679]"
R,"[0.5234962701797485, 0.6853319406509399, -7.783992259646766e-07]","[0.4313887357711792, 0.6145762801170349, -0.011406471021473408]","[0.37536174058914185, 0.5208619236946106, -0.02177182026207447]","[0.3879653215408325, 0.43243542313575745, -0.04107949137687683]","[0.4473245143890381, 0.39004868268966675, -0.05064701288938522]","[0.45789220929145813, 0.46489447355270386, 0.054634325206279755]","[0.42203372716903687, 0.40137362480163574, -0.006202395539730787]","[0.41466420888900757, 0.4673697054386139, -0.04427862539887428]","[0.4373852610588074, 0.49921914935112, -0.06091442331671715]","[0.5010671019554138, 0.46901383996009827, 0.04031696170568466]","[0.4632803797721863, 0.3919200599193573, -0.032453425228595734]","[0.4534313976764679, 0.4863254725933075, -0.053800616413354874]","[0.4838813841342926, 0.5156437158584595, -0.04645957425236702]","[0.5442195534706116, 0.4724012613296509, 0.013316857628524303]","[0.5000124573707581, 0.3959906995296478, -0.054960232228040695]","[0.48288822174072266, 0.49209555983543396, -0.04756912961602211]","[0.5143446922302246, 0.5238913297653198, -0.020567115396261215]","[0.5942190289497375, 0.48343485593795776, -0.01568686217069626]","[0.541041910648346, 0.43826836347579956, -0.05255505442619324]","[0.5254054665565491, 0.49993032217025757, -0.04545459523797035]","[0.5560947060585022, 0.5258735418319702, -0.027305766940116882]"
R,"[0.4955100417137146, 0.7011280655860901, -8.255676675616996e-07]","[0.39779385924339294, 0.6068803668022156, 0.013880863785743713]","[0.3522385060787201, 0.5239870548248291, 0.015336391516029835]","[0.3618929982185364, 0.43954136967658997, -0.0006340165855363011]","[0.4183030128479004, 0.39257317781448364, -0.008502492681145668]","[0.4490472674369812, 0.46438664197921753, 0.1132882758975029]","[0.4130282402038574, 0.39547601342201233, 0.06695205718278885]","[0.39701372385025024, 0.45702266693115234, 0.0302776787430048]","[0.41874048113822937, 0.4954798221588135, 0.01373836025595665]","[0.4870230555534363, 0.4674905240535736, 0.08777298033237457]","[0.44477397203445435, 0.385242223739624, 0.02553308755159378]","[0.4277881681919098, 0.4669035077095032, -0.006001051515340805]","[0.4588988721370697, 0.504288911819458, -0.006296556908637285]","[0.5277040600776672, 0.4698207974433899, 0.049623820930719376]","[0.47494861483573914, 0.3976125419139862, -0.006093814969062805]","[0.453265905380249, 0.48027169704437256, -0.010804963298141956]","[0.48919185996055603, 0.5150253176689148, 0.006501613650470972]","[0.5728516578674316, 0.47648271918296814, 0.010904802940785885]","[0.5074443221092224, 0.42672231793403625, -0.011564482003450394]","[0.4865008592605591, 0.4811320900917053, -0.006420473102480173]","[0.5194960236549377, 0.5149468183517456, 0.008256231434643269]"
L,"[0.46276479959487915, 0.7095805406570435, 2.4219352212639933e-07]","[0.5743175745010376, 0.6436547636985779, -0.017750941216945648]","[0.6273161768913269, 0.5412986874580383, -0.02059325948357582]","[0.6175184845924377, 0.44404980540275574, -0.02954723872244358]","[0.5519393682479858, 0.4049907922744751, -0.03562580794095993]","[0.5936455130577087, 0.4835057258605957, 0.048018090426921844]","[0.598699688911438, 0.40568286180496216, 0.02574634924530983]","[0.5987750291824341, 0.4121377468109131, 0.00024987399228848517]","[0.5939130783081055, 0.4259641766548157, -0.016761986538767815]","[0.5386437773704529, 0.4739967882633209, 0.03760283812880516]","[0.5432597994804382, 0.379761278629303, 0.010308151133358479]","[0.5587469339370728, 0.40627822279930115, -0.013759689405560493]","[0.5685694813728333, 0.42406341433525085, -0.02442263625562191]","[0.4775729775428772, 0.47901037335395813, 0.018784131854772568]","[0.485271155834198, 0.38640767335891724, -0.027476990595459938]","[0.5069981217384338, 0.4601680338382721, -0.03996538743376732]","[0.5115559697151184, 0.5128406286239624, -0.034898728132247925]","[0.4121893644332886, 0.4980432093143463, -0.0015832607168704271]","[0.44261443614959717, 0.43701088428497314, -0.03900570422410965]","[0.4589378237724304, 0.48993974924087524, -0.04138113185763359]","[0.4585389494895935, 0.5363027453422546, -0.035195499658584595]"
L,"[0.49627888202667236, 0.7446909546852112, -4.244259699248687e-08]","[0.6158227920532227, 0.6549515128135681, 9.534898708807305e-05]","[0.6602148413658142, 0.5407942533493042, -0.004930336028337479]","[0.6584209203720093, 0.4384712278842926, -0.019705673679709435]","[0.5910143256187439, 0.394398033618927, -0.02764090523123741]","[0.5952180624008179, 0.4767829179763794, 0.054381418973207474]","[0.6203387975692749, 0.39157673716545105, 0.026547227054834366]","[0.6265807747840881, 0.46058762073516846, 0.004849604330956936]","[0.6149615049362183, 0.4947778880596161, -0.0063275364227592945]","[0.5415756702423096, 0.4770452380180359, 0.033194396644830704]","[0.5771052241325378, 0.38130661845207214, -0.0009108654339797795]","[0.5902833342552185, 0.4703258275985718, -0.019666893407702446]","[0.5748812556266785, 0.501457154750824, -0.02325177937746048]","[0.48679083585739136, 0.4843780994415283, 0.005408929195255041]","[0.5308097004890442, 0.40254783630371094, -0.03650408610701561]","[0.5473759174346924, 0.49955153465270996, -0.030982736498117447]","[0.525540292263031, 0.5322583317756653, -0.01417984813451767]","[0.43047213554382324, 0.500755250453949, -0.022632338106632233]","[0.49631255865097046, 0.4492799937725067, -0.045932967215776443]","[0.5082910656929016, 0.5106390118598938, -0.03015698678791523]","[0.48145854473114014, 0.5365608334541321, -0.011764515191316605]"
R,"[0.48159152269363403, 0.6680501699447632, -7.274799145307043e-07]","[0.4062357544898987, 0.6173236966133118, -0.0035085505805909634]","[0.36103951930999756, 0.52437424659729, -0.006442085839807987]","[0.36502936482429504, 0.4503380358219147, -0.016750408336520195]","[0.41157758235931396, 0.4175700545310974, -0.01914515346288681]","[0.4465482831001282, 0.4726802408695221, 0.0438891276717186]","[0.40691620111465454, 0.4167141914367676, 0.006204376462846994]","[0.3928130269050598, 0.47314754128456116, -0.011034809984266758]","[0.41349509358406067, 0.5008730292320251, -0.017477083951234818]","[0.4829007685184479, 0.472225546836853, 0.029945388436317444]","[0.4387321174144745, 0.40252700448036194, -0.017466126009821892]","[0.42137089371681213, 0.47870582342147827, -0.021710235625505447]","[0.45220643281936646, 0.5052127242088318, -0.008082667365670204]","[0.5198891758918762, 0.47567036747932434, 0.006553987506777048]","[0.4650465250015259, 0.415090411901474, -0.0393543466925621]","[0.447013258934021, 0.4942781925201416, -0.02711019106209278]","[0.4835704267024994, 0.5219370722770691, -0.003916660789400339]","[0.5629239082336426, 0.4875412881374359, -0.01832537353038788]","[0.49378764629364014, 0.44572699069976807, -0.047264013439416885]","[0.4783982038497925, 0.500140368938446, -0.04225030913949013]","[0.5105342864990234, 0.5269082188606262, -0.028797173872590065]"
L,"[0.455649733543396, 0.7141445875167847, 4.076632720284579e-08]","[0.5652790665626526, 0.6523751020431519, -0.015092598274350166]","[0.6084789037704468, 0.5348606705665588, -0.017515817657113075]","[0.597716748714447, 0.4339519143104553, -0.025724442675709724]","[0.5245800018310547, 0.4037984609603882, -0.024676846340298653]","[0.551799476146698, 0.4710560441017151, 0.057640381157398224]","[0.5711795091629028, 0.399047315120697, 0.02089202217757702]","[0.5743765234947205, 0.46869224309921265, -0.005015724338591099]","[0.5632637739181519, 0.5009795427322388, -0.015177846886217594]","[0.4990878105163574, 0.4765784740447998, 0.04668501392006874]","[0.5233400464057922, 0.3910926282405853, 0.0031457419972866774]","[0.5376569628715515, 0.48349708318710327, -0.01893678680062294]","[0.5268312692642212, 0.5111074447631836, -0.01810857281088829]","[0.44403985142707825, 0.48695874214172363, 0.02604827471077442]","[0.4716261029243469, 0.4115649461746216, -0.02349432185292244]","[0.49225375056266785, 0.5100724697113037, -0.021407652646303177]","[0.47958600521087646, 0.5360676050186157, -0.0014689374947920442]","[0.3849503993988037, 0.5000428557395935, 0.0043498435989022255]","[0.42901694774627686, 0.4514574110507965, -0.018803248181939125]","[0.4436452388763428, 0.5140436291694641, -0.004180964082479477]","[0.4269678592681885, 0.5380304455757141, 0.016003182157874107]"
R,"[0.5469915866851807, 0.7166103720664978, -4.686052079705405e-07]","[0.4555506706237793, 0.6438734531402588, -0.054125234484672546]","[0.4009883999824524, 0.5405479073524475, -0.0681794211268425]","[0.4225230813026428, 0.4424840211868286, -0.08049163967370987]","[0.49410730600357056, 0.3965301215648651, -0.07758627086877823]","[0.4279327392578125, 0.46556365489959717, 0.045314352959394455]","[0.3857139050960541, 0.40689414739608765, -0.027846751734614372]","[0.37368589639663696, 0.46952271461486816, -0.07132629305124283]","[0.3731818199157715, 0.5066775679588318, -0.08588013052940369]","[0.4863017797470093, 0.47661393880844116, 0.054298870265483856]","[0.4665682017803192, 0.404119074344635, -0.03565642982721329]","[0.46939969062805176, 0.4946882426738739, -0.0681910440325737]","[0.48377102613449097, 0.5093246698379517, -0.06070771813392639]","[0.5429976582527161, 0.48936963081359863, 0.044996123760938644]","[0.5283199548721313, 0.4194157123565674, -0.04515561833977699]","[0.5167381763458252, 0.5218257904052734, -0.045623864978551865]","[0.5306740403175354, 0.5378069281578064, -0.014371464028954506]","[0.6034389138221741, 0.49757376313209534, 0.03084651008248329]","[0.5803788900375366, 0.46600091457366943, -0.024180198088288307]","[0.5625647306442261, 0.5369731187820435, -0.02457745559513569]","[0.5723663568496704, 0.5493981838226318, -0.005489025264978409]"
L,"[0.45963287353515625, 0.7129344344139099, -1.801445534965751e-07]","[0.553889274597168, 0.6443149447441101, -0.047567807137966156]","[0.5997262597084045, 0.5337326526641846, -0.05712829530239105]","[0.5686671733856201, 0.4332126975059509, -0.06530460715293884]","[0.4974227845668793, 0.3982786536216736, -0.05963071063160896]","[0.6169237494468689, 0.48854705691337585, 0.03506268560886383]","[0.6224857568740845, 0.41546469926834106, -0.0196485985070467]","[0.5959629416465759, 0.4812791347503662, -0.05539366602897644]","[0.5934727191925049, 0.5146364569664001, -0.06995025277137756]","[0.5482449531555176, 0.4817878007888794, 0.03484620898962021]","[0.5454610586166382, 0.3943951725959778, -0.028961004689335823]","[0.5351709723472595, 0.4723186790943146, -0.05869423970580101]","[0.5465202331542969, 0.48802870512008667, -0.060045067220926285]","[0.48038893938064575, 0.4845965802669525, 0.019376596435904503]","[0.46684950590133667, 0.415209025144577, -0.050498224794864655]","[0.47498100996017456, 0.5057650208473206, -0.06227991357445717]","[0.4993632733821869, 0.5297489762306213, -0.04695245623588562]","[0.41923439502716064, 0.495999813079834, -5.8343761338619515e-05]","[0.4197334051132202, 0.45290377736091614, -0.034829702228307724]","[0.42855748534202576, 0.5115630030632019, -0.03155199810862541]","[0.4431762993335724, 0.5370398163795471, -0.017708467319607735]"
R,"[0.4960653483867645, 0.6897817254066467, -7.481293096134323e-07]","[0.4123414158821106, 0.6198320388793945, -0.014695679768919945]","[0.3642476797103882, 0.5294548869132996, -0.02439033053815365]","[0.3688627779483795, 0.4458288848400116, -0.042034462094306946]","[0.4223158359527588, 0.4140481948852539, -0.04946355149149895]","[0.4390537440776825, 0.4596267640590668, 0.04564415663480759]","[0.4201982915401459, 0.38692569732666016, -0.005372988060116768]","[0.4032015800476074, 0.4517870545387268, -0.031727056950330734]","[0.4202582836151123, 0.4834039509296417, -0.041375283151865005]","[0.4797592759132385, 0.46428072452545166, 0.0344466008245945]","[0.455116331577301, 0.39083585143089294, -0.026232924312353134]","[0.4360620975494385, 0.47499802708625793, -0.0365021675825119]","[0.4611849784851074, 0.5005283355712891, -0.023977680131793022]","[0.5226317048072815, 0.4728917181491852, 0.010800526477396488]","[0.4888986051082611, 0.40869390964508057, -0.04614430293440819]","[0.46727675199508667, 0.4926133453845978, -0.034155331552028656]","[0.49548470973968506, 0.5186227560043335, -0.00690262857824564]","[0.5720229744911194, 0.48944854736328125, -0.01564755290746689]","[0.5242339968681335, 0.4456429183483124, -0.0430750772356987]","[0.5057750940322876, 0.49958473443984985, -0.03379303589463234]","[0.5311442017555237, 0.5229524374008179, -0.01637103781104088]"
R,"[0.55502849817276, 0.7655412554740906, -9.664378239904181e-07]","[0.4483819007873535, 0.6791698932647705, -0.048118218779563904]","[0.374423086643219, 0.5443735122680664, -0.05689030513167381]","[0.3999245762825012, 0.42159995436668396, -0.06595249474048615]","[0.4879668354988098, 0.38121455907821655, -0.0578320249915123]","[0.4053867757320404, 0.4692986309528351, 0.053653452545404434]","[0.3836977183818817, 0.3788105249404907, -0.020146384835243225]","[0.3861348628997803, 0.4726542532444, -0.06505028158426285]","[0.4059111475944519, 0.5082999467849731, -0.08218946307897568]","[0.4757670760154724, 0.47714370489120483, 0.060697995126247406]","[0.46583542227745056, 0.37829482555389404, -0.023277271538972855]","[0.4595795273780823, 0.499053955078125, -0.050949886441230774]","[0.47237157821655273, 0.5243853330612183, -0.042777739465236664]","[0.5450707077980042, 0.4886237680912018, 0.049880944192409515]","[0.5340322852134705, 0.3968399167060852, -0.03526864945888519]","[0.5128527283668518, 0.5206350088119507, -0.026564540341496468]","[0.5248295664787292, 0.5536240339279175, 0.009793858975172043]","[0.6167636513710022, 0.5050861835479736, 0.034555379301309586]","[0.5917128920555115, 0.4450210630893707, -0.010027830488979816]","[0.5703677535057068, 0.5274527668952942, 0.0011543146101757884]","[0.581592321395874, 0.5573848485946655, 0.027452602982521057]"
