Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5492244958877563, 0.7360015511512756, -7.545870062131144e-07]","[0.4555312693119049, 0.6754615306854248, -0.043995775282382965]","[0.3937280476093292, 0.5466383695602417, -0.04597128927707672]","[0.41636860370635986, 0.42602628469467163, -0.046984925866127014]","[0.48815301060676575, 0.37970834970474243, -0.03216639906167984]","[0.4008077085018158, 0.47359877824783325, 0.045774199068546295]","[0.39653947949409485, 0.38831233978271484, -0.012523672543466091]","[0.41565343737602234, 0.4639858305454254, -0.04171668738126755]","[0.435775488615036, 0.4850882291793823, -0.0496441088616848]","[0.46557578444480896, 0.4719025194644928, 0.053218238055706024]","[0.4802814722061157, 0.3767882287502289, -0.012134227901697159]","[0.4815320670604706, 0.47783640027046204, -0.027212630957365036]","[0.4792112112045288, 0.4880148768424988, -0.014064501039683819]","[0.5299134254455566, 0.47985324263572693, 0.0449075847864151]","[0.5437244772911072, 0.403483510017395, -0.028319286182522774]","[0.5344852209091187, 0.5091241002082825, -0.017942281439900398]","[0.5320771932601929, 0.5310172438621521, 0.015439306385815144]","[0.5992518663406372, 0.4943177402019501, 0.03280278295278549]","[0.5992568731307983, 0.4486886262893677, -0.005404723342508078]","[0.5878815650939941, 0.5192786455154419, 0.005897396244108677]","[0.5867457389831543, 0.5378106832504272, 0.02929193340241909]"
L,"[0.43151551485061646, 0.7015109658241272, -1.681660108943106e-07]","[0.5052876472473145, 0.6322615146636963, -0.06878061592578888]","[0.5509940981864929, 0.5196122527122498, -0.06631746143102646]","[0.5303898453712463, 0.41750285029411316, -0.05469053238630295]","[0.49057021737098694, 0.37650370597839355, -0.03179680183529854]","[0.6207076907157898, 0.5010838508605957, 0.04996318742632866]","[0.5858168005943298, 0.3937530815601349, 0.025412119925022125]","[0.5455744862556458, 0.41896292567253113, 0.003952982369810343]","[0.5351118445396423, 0.44984686374664307, -0.002771461848169565]","[0.5535863041877747, 0.48804712295532227, 0.0746656060218811]","[0.527429461479187, 0.38823407888412476, 0.05094651132822037]","[0.4956950545310974, 0.43227052688598633, 0.026714911684393883]","[0.4988729953765869, 0.4614524841308594, 0.022170186042785645]","[0.48570486903190613, 0.4870300889015198, 0.08237625658512115]","[0.4603079557418823, 0.4125155508518219, 0.041877299547195435]","[0.44469350576400757, 0.462422639131546, 0.009283501654863358]","[0.45542585849761963, 0.4920637905597687, 0.004178887698799372]","[0.421937495470047, 0.5014663338661194, 0.08434737473726273]","[0.4159102439880371, 0.4461558759212494, 0.05318962782621384]","[0.41025227308273315, 0.48538506031036377, 0.03546905517578125]","[0.4158118963241577, 0.5202372670173645, 0.03372245654463768]"
L,"[0.5185760855674744, 0.6932717561721802, -2.1972503816414246e-07]","[0.6072092056274414, 0.6209248304367065, -0.005519453436136246]","[0.6328468322753906, 0.5304457545280457, -0.01363616157323122]","[0.6259602904319763, 0.45546963810920715, -0.029410535469651222]","[0.5802848935127258, 0.4143531620502472, -0.038949258625507355]","[0.5585352182388306, 0.47156304121017456, 0.03023405931890011]","[0.5919297933578491, 0.4077293276786804, -0.006892550736665726]","[0.604893147945404, 0.4677788317203522, -0.03322576358914375]","[0.5850958824157715, 0.504237949848175, -0.04479816555976868]","[0.5228046178817749, 0.47427523136138916, 0.013758507557213306]","[0.5673669576644897, 0.39653122425079346, -0.02781893126666546]","[0.5814253091812134, 0.47124606370925903, -0.04850084334611893]","[0.5550582408905029, 0.5070309042930603, -0.052119530737400055]","[0.48421710729599, 0.4780220687389374, -0.008989861235022545]","[0.5422816872596741, 0.41608455777168274, -0.05499802902340889]","[0.5539296269416809, 0.49553826451301575, -0.05115579441189766]","[0.5223976373672485, 0.5262451767921448, -0.034951306879520416]","[0.44340360164642334, 0.486970454454422, -0.031883567571640015]","[0.5167690515518188, 0.4486580193042755, -0.05777126923203468]","[0.5251871943473816, 0.5035127401351929, -0.04343045502901077]","[0.49098634719848633, 0.5283409357070923, -0.025758566334843636]"
L,"[0.4299059808254242, 0.7292789816856384, 1.660403654568654e-07]","[0.5376206040382385, 0.6543641090393066, -0.07542354613542557]","[0.5953071117401123, 0.528743326663971, -0.091610848903656]","[0.5662106275558472, 0.4153987169265747, -0.10289722681045532]","[0.4813154637813568, 0.3842707574367523, -0.09584987163543701]","[0.6070409417152405, 0.4729974567890167, 0.05915546417236328]","[0.6033780574798584, 0.4017365276813507, -0.003641498973593116]","[0.5770267844200134, 0.47459676861763, -0.05316447839140892]","[0.5679336190223694, 0.49807050824165344, -0.07390738278627396]","[0.5259824991226196, 0.4714333117008209, 0.07164359092712402]","[0.5211858153343201, 0.38285160064697266, -0.011361119337379932]","[0.5175097584724426, 0.4804322123527527, -0.06043825298547745]","[0.522426426410675, 0.5061485767364502, -0.06440407037734985]","[0.45109158754348755, 0.47628074884414673, 0.06401669234037399]","[0.4436821937561035, 0.39411306381225586, -0.02436072565615177]","[0.45813697576522827, 0.5028451681137085, -0.04713713377714157]","[0.47310107946395874, 0.5324033498764038, -0.028256572782993317]","[0.3804047703742981, 0.4852251410484314, 0.04992790147662163]","[0.3974481225013733, 0.44328537583351135, 0.004883943125605583]","[0.4085748791694641, 0.5138978362083435, 0.004428332205861807]","[0.41750219464302063, 0.5434480309486389, 0.022384442389011383]"
R,"[0.5766052603721619, 0.7150362133979797, -1.0194184341116852e-07]","[0.5137622952461243, 0.6386792659759521, -0.07153352349996567]","[0.473396897315979, 0.5430446267127991, -0.08134967088699341]","[0.49167338013648987, 0.4558948874473572, -0.08114020526409149]","[0.5439974069595337, 0.40641558170318604, -0.0645991787314415]","[0.42111340165138245, 0.48637476563453674, 0.03811776265501976]","[0.42864561080932617, 0.42781633138656616, -0.01476330030709505]","[0.44987037777900696, 0.4805852174758911, -0.04789667949080467]","[0.46179431676864624, 0.5095391273498535, -0.05576220154762268]","[0.48008298873901367, 0.4877149164676666, 0.0658574178814888]","[0.5024357438087463, 0.4096946120262146, 0.002630922244861722]","[0.51433265209198, 0.4854949712753296, -0.027330875396728516]","[0.5088609457015991, 0.5089075565338135, -0.022233394905924797]","[0.5417473316192627, 0.49429118633270264, 0.076549232006073]","[0.56525719165802, 0.4374176263809204, 0.008991549722850323]","[0.563359797000885, 0.5137478113174438, -0.002708936808630824]","[0.5495147109031677, 0.5266480445861816, 0.016444984823465347]","[0.594531238079071, 0.5032090544700623, 0.08236860483884811]","[0.6114876866340637, 0.466961145401001, 0.04765256121754646]","[0.6002411842346191, 0.5209261178970337, 0.04733007773756981]","[0.5835453867912292, 0.5384126305580139, 0.06303633004426956]"
L,"[0.4331703186035156, 0.7281111478805542, -7.004268098853572e-08]","[0.544563889503479, 0.6392999291419983, -0.042259588837623596]","[0.5959463715553284, 0.523178219795227, -0.04260364919900894]","[0.5706391334533691, 0.411756694316864, -0.04462692514061928]","[0.486865371465683, 0.37730661034584045, -0.03038841113448143]","[0.6042707562446594, 0.4834941625595093, 0.08319426327943802]","[0.6118552088737488, 0.4018514156341553, 0.032886285334825516]","[0.5932897925376892, 0.4681980311870575, -0.005754618905484676]","[0.5875012278556824, 0.5039329528808594, -0.021256793290376663]","[0.529691219329834, 0.47514984011650085, 0.08415912836790085]","[0.5295010805130005, 0.3779824376106262, 0.015732400119304657]","[0.5245286822319031, 0.4685899615287781, -0.023676609620451927]","[0.5282627940177917, 0.5011287331581116, -0.026280852034687996]","[0.45660942792892456, 0.47684648633003235, 0.06811123341321945]","[0.4521581530570984, 0.39014074206352234, -0.007954583503305912]","[0.46486395597457886, 0.4959632158279419, -0.025185193866491318]","[0.47833582758903503, 0.5352972149848938, -0.007856875658035278]","[0.3850749731063843, 0.48721927404403687, 0.04847141355276108]","[0.4010136127471924, 0.4400409460067749, 0.006645318120718002]","[0.4116317629814148, 0.5079590678215027, 0.005085284356027842]","[0.4240577220916748, 0.543337881565094, 0.019803978502750397]"
L,"[0.5084831714630127, 0.6678622961044312, -4.6343899384737597e-07]","[0.5955336689949036, 0.6212148070335388, -0.02188865840435028]","[0.6326739192008972, 0.5253580808639526, -0.03253079205751419]","[0.627680242061615, 0.44214582443237305, -0.04556520655751228]","[0.5708244442939758, 0.41051310300827026, -0.052292924374341965]","[0.5760940313339233, 0.45713382959365845, 0.0028889982495456934]","[0.6050239205360413, 0.39554738998413086, -0.035055868327617645]","[0.6174381971359253, 0.46443527936935425, -0.0559457428753376]","[0.6013466119766235, 0.497610867023468, -0.06543604284524918]","[0.5310600996017456, 0.4613496661186218, -0.005861995741724968]","[0.5656606554985046, 0.39023539423942566, -0.052201393991708755]","[0.5813687443733215, 0.47481030225753784, -0.06877898424863815]","[0.5601071119308472, 0.504144012928009, -0.06904257833957672]","[0.48343726992607117, 0.4721325635910034, -0.02086292952299118]","[0.5257057547569275, 0.41311269998550415, -0.07608287781476974]","[0.5413072109222412, 0.5001288056373596, -0.07138926535844803]","[0.5159308910369873, 0.5256999731063843, -0.05340147018432617]","[0.4329298734664917, 0.48876428604125977, -0.036192163825035095]","[0.4897034764289856, 0.44903063774108887, -0.07175259292125702]","[0.500899612903595, 0.5056636333465576, -0.06040482223033905]","[0.4729045629501343, 0.5270106196403503, -0.04403107240796089]"
L,"[0.4388420283794403, 0.6916108131408691, -1.2694579254457494e-07]","[0.5386356115341187, 0.6144928336143494, -0.03908955678343773]","[0.5776805877685547, 0.5145964026451111, -0.03691684454679489]","[0.5516605377197266, 0.4200175404548645, -0.03521314635872841]","[0.48411548137664795, 0.3857947289943695, -0.02150113880634308]","[0.5865248441696167, 0.48540425300598145, 0.07170601189136505]","[0.5936644673347473, 0.4152388870716095, 0.03242998197674751]","[0.5748653411865234, 0.45983371138572693, 0.0012988734524697065]","[0.5619092583656311, 0.49485474824905396, -0.010298153385519981]","[0.5225607752799988, 0.476220041513443, 0.07488632202148438]","[0.5198442935943604, 0.38750046491622925, 0.026147959753870964]","[0.5192016959190369, 0.44608816504478455, -0.004288288298994303]","[0.5218920111656189, 0.475242555141449, -0.00764447869732976]","[0.4580859839916229, 0.47770094871520996, 0.0622100867331028]","[0.45338040590286255, 0.40188777446746826, -0.002563011832535267]","[0.4651697278022766, 0.48758596181869507, -0.023183882236480713]","[0.4748203754425049, 0.5301507711410522, -0.013423447497189045]","[0.39539071917533875, 0.48932909965515137, 0.046615976840257645]","[0.4115166664123535, 0.4421980082988739, 0.0018157135928049684]","[0.41953760385513306, 0.49925926327705383, -0.00810944102704525]","[0.4269109070301056, 0.5373223423957825, -0.0014442297397181392]"
L,"[0.4697806239128113, 0.6720175743103027, -3.8671434055004283e-08]","[0.573954701423645, 0.6144907474517822, -0.009796208702027798]","[0.6080228686332703, 0.5171874761581421, -0.006820959039032459]","[0.5994443893432617, 0.42510417103767395, -0.010917574167251587]","[0.5366078019142151, 0.3991801142692566, -0.008073165081441402]","[0.5640349388122559, 0.4688307046890259, 0.06974700838327408]","[0.5756562352180481, 0.3969211280345917, 0.0429178923368454]","[0.5820541381835938, 0.451709121465683, 0.018254049122333527]","[0.5728589296340942, 0.4912661910057068, 0.007794505916535854]","[0.5145792961120605, 0.4735123813152313, 0.060349564999341965]","[0.5301218628883362, 0.3906661570072174, 0.022791948169469833]","[0.5473310947418213, 0.4691993296146393, -0.00365805602632463]","[0.5400334000587463, 0.5049841403961182, -0.007721198722720146]","[0.46422407031059265, 0.47796401381492615, 0.042118191719055176]","[0.4836397171020508, 0.4042005240917206, -0.0027863492723554373]","[0.5047315955162048, 0.4885086119174957, -0.008526734076440334]","[0.4959333837032318, 0.5194844007492065, 0.005017965566366911]","[0.40919029712677, 0.4847431182861328, 0.023203184828162193]","[0.447156697511673, 0.4359462261199951, 0.00032186234602704644]","[0.46110862493515015, 0.4912565350532532, 0.009683926589787006]","[0.44752955436706543, 0.5210328102111816, 0.025818616151809692]"
L,"[0.4535561800003052, 0.7518265247344971, -1.238196745134701e-07]","[0.5766791105270386, 0.6780943274497986, -0.022696733474731445]","[0.6247115135192871, 0.5510532855987549, -0.027542797848582268]","[0.6172271370887756, 0.43421289324760437, -0.03792693838477135]","[0.5412387251853943, 0.40472814440727234, -0.03846285864710808]","[0.579492449760437, 0.4754972755908966, 0.06052534282207489]","[0.6063223481178284, 0.3924836218357086, 0.021194100379943848]","[0.6055014133453369, 0.4682111144065857, -0.010619426146149635]","[0.5896324515342712, 0.5111900568008423, -0.025451797991991043]","[0.5154457092285156, 0.4732511043548584, 0.050520118325948715]","[0.5408762097358704, 0.3706549406051636, 0.005072737578302622]","[0.5554951429367065, 0.46818292140960693, -0.019651049748063087]","[0.5434916615486145, 0.5081257224082947, -0.021547356620430946]","[0.44728338718414307, 0.48124194145202637, 0.029034718871116638]","[0.47486087679862976, 0.39679837226867676, -0.02575930394232273]","[0.5017290711402893, 0.5008915662765503, -0.026760447770357132]","[0.4901772439479828, 0.536931037902832, -0.008320500142872334]","[0.37785619497299194, 0.4987247884273529, 0.0055085537023842335]","[0.4275782108306885, 0.4443860352039337, -0.023626010864973068]","[0.4451475441455841, 0.5122762322425842, -0.010659627616405487]","[0.42710447311401367, 0.5429922342300415, 0.008675502613186836]"
R,"[0.5594393014907837, 0.6960471868515015, -7.357770073213032e-07]","[0.47507137060165405, 0.633317768573761, -0.04410938918590546]","[0.42909952998161316, 0.5300442576408386, -0.05214156210422516]","[0.4571169912815094, 0.4300442337989807, -0.05805470049381256]","[0.5184536576271057, 0.3830512464046478, -0.051847200840711594]","[0.43151214718818665, 0.4661835730075836, 0.027201054617762566]","[0.4062904715538025, 0.3924029469490051, -0.022049563005566597]","[0.41387900710105896, 0.46196481585502625, -0.0487947091460228]","[0.4262588620185852, 0.5081575512886047, -0.05565078556537628]","[0.4875832796096802, 0.46210575103759766, 0.03675977140665054]","[0.48151659965515137, 0.381611704826355, -0.01301614660769701]","[0.48187172412872314, 0.4647807776927948, -0.02732117287814617]","[0.4842161536216736, 0.4914275109767914, -0.020989643409848213]","[0.5422182083129883, 0.471619188785553, 0.03368470445275307]","[0.5514709949493408, 0.3990105986595154, -0.026437386870384216]","[0.535367488861084, 0.49065253138542175, -0.01843276433646679]","[0.5306478142738342, 0.527411937713623, 0.007108389865607023]","[0.5971340537071228, 0.4941502809524536, 0.026872629299759865]","[0.599869966506958, 0.4432719051837921, -0.00994102656841278]","[0.5829662084579468, 0.5063388347625732, -0.0008645860361866653]","[0.578673243522644, 0.5382019877433777, 0.018676865845918655]"
R,"[0.5207623243331909, 0.7378913164138794, -8.030867206798575e-07]","[0.41382163763046265, 0.6401422619819641, 0.0022194560151547194]","[0.3547607660293579, 0.5411289930343628, 0.002462407574057579]","[0.36583495140075684, 0.4452171325683594, -0.012198224663734436]","[0.4302947521209717, 0.40211716294288635, -0.014816397801041603]","[0.4413977265357971, 0.4680739939212799, 0.10733833909034729]","[0.4073076844215393, 0.3810997009277344, 0.05101164057850838]","[0.39656969904899597, 0.4580173194408417, 0.011380709707736969]","[0.4217715859413147, 0.4935947358608246, -0.005712886806577444]","[0.4917316734790802, 0.47659119963645935, 0.08631407469511032]","[0.4537176191806793, 0.38583803176879883, 0.01626703515648842]","[0.4400516748428345, 0.4875524640083313, -0.012632799334824085]","[0.4697721004486084, 0.5167189836502075, -0.008618653751909733]","[0.5410453081130981, 0.4844738841056824, 0.0501381941139698]","[0.4947851300239563, 0.4050128161907196, -0.015349259600043297]","[0.4720393121242523, 0.5060746073722839, -0.014628495089709759]","[0.5038283467292786, 0.5374741554260254, 0.009918597526848316]","[0.5963441729545593, 0.49616527557373047, 0.012339474633336067]","[0.5365731716156006, 0.44838351011276245, -0.01542696449905634]","[0.5162522792816162, 0.5116880536079407, -0.007980830036103725]","[0.5468658804893494, 0.5383747816085815, 0.010496609844267368]"
R,"[0.5382222533226013, 0.7032007575035095, -7.360379754572932e-07]","[0.45330286026000977, 0.6388598680496216, -0.039326783269643784]","[0.39724963903427124, 0.5321745276451111, -0.047351401299238205]","[0.41039496660232544, 0.43351542949676514, -0.05564093962311745]","[0.47653859853744507, 0.3964748978614807, -0.048768676817417145]","[0.4454851746559143, 0.4522934854030609, 0.041908279061317444]","[0.43126237392425537, 0.3947913646697998, -0.022340741008520126]","[0.4327698349952698, 0.46634259819984436, -0.05611887201666832]","[0.44983571767807007, 0.48116523027420044, -0.06673223525285721]","[0.5000448822975159, 0.4643382132053375, 0.04405539482831955]","[0.4990268051624298, 0.39285942912101746, -0.02754225768148899]","[0.49081024527549744, 0.49139806628227234, -0.04076121374964714]","[0.502769947052002, 0.49605509638786316, -0.024869650602340698]","[0.5538978576660156, 0.47972941398620605, 0.029925284907221794]","[0.5448248982429504, 0.4282420873641968, -0.04512044042348862]","[0.5268316864967346, 0.5235347747802734, -0.03363797441124916]","[0.539054811000824, 0.5267424583435059, 0.0007635792717337608]","[0.6088230609893799, 0.49681729078292847, 0.012187988497316837]","[0.5924987196922302, 0.4661829173564911, -0.022965887561440468]","[0.5749556422233582, 0.5261203050613403, -0.010095265693962574]","[0.5869782567024231, 0.5317361950874329, 0.013645361177623272]"
L,"[0.43368881940841675, 0.7262829542160034, -2.0451477666938445e-07]","[0.5513477921485901, 0.6443325281143188, -0.04263656586408615]","[0.6014702916145325, 0.5248934030532837, -0.048291683197021484]","[0.5695364475250244, 0.40850260853767395, -0.0568094328045845]","[0.4910249412059784, 0.3665238618850708, -0.05240446329116821]","[0.6086756587028503, 0.47456619143486023, 0.06237427145242691]","[0.6259859800338745, 0.38506972789764404, 0.006873782724142075]","[0.6119279861450195, 0.45302915573120117, -0.03140663355588913]","[0.6047778129577637, 0.5040991902351379, -0.04581688344478607]","[0.5338597893714905, 0.4628562927246094, 0.05938400328159332]","[0.5397291779518127, 0.3569071292877197, -0.011452103964984417]","[0.5383158326148987, 0.45149466395378113, -0.046354878693819046]","[0.5382159352302551, 0.4994790256023407, -0.04641081765294075]","[0.45600831508636475, 0.4642936885356903, 0.04002566263079643]","[0.45500147342681885, 0.37484970688819885, -0.04306989908218384]","[0.4677371084690094, 0.48541009426116943, -0.056789495050907135]","[0.47524935007095337, 0.5384246110916138, -0.036296963691711426]","[0.3789905905723572, 0.48071688413619995, 0.01758803427219391]","[0.3975721597671509, 0.42440569400787354, -0.03380372002720833]","[0.4099365472793579, 0.4980867803096771, -0.034830279648303986]","[0.41708749532699585, 0.5422025322914124, -0.018596621230244637]"
R,"[0.5308921933174133, 0.6899010539054871, -5.639230948872864e-07]","[0.4453684091567993, 0.6388733386993408, -0.013052109628915787]","[0.391903281211853, 0.5338979959487915, -0.014568937011063099]","[0.4056345522403717, 0.4470345973968506, -0.021919572725892067]","[0.46780914068222046, 0.41473016142845154, -0.020628834143280983]","[0.4499843418598175, 0.47297951579093933, 0.053781330585479736]","[0.423238605260849, 0.42106664180755615, 0.005488455295562744]","[0.42011040449142456, 0.48078417778015137, -0.021848274394869804]","[0.44443637132644653, 0.4934893846511841, -0.034071266651153564]","[0.5008137822151184, 0.47683337330818176, 0.0428670272231102]","[0.47379323840141296, 0.4088093936443329, -0.01970251277089119]","[0.46075016260147095, 0.4885811507701874, -0.03550824895501137]","[0.4860174357891083, 0.5055161714553833, -0.025166373699903488]","[0.547363817691803, 0.487202525138855, 0.02006501890718937]","[0.5163941979408264, 0.41782090067863464, -0.04137134924530983]","[0.4971168637275696, 0.5050936341285706, -0.03249942883849144]","[0.5236144065856934, 0.5292820930480957, -0.0053326734341681]","[0.6044564247131348, 0.5034014582633972, -0.0045084175653755665]","[0.5565086603164673, 0.46486762166023254, -0.04222257062792778]","[0.5401157736778259, 0.5244607925415039, -0.03787577152252197]","[0.5655151009559631, 0.5448657274246216, -0.021766390651464462]"
L,"[0.470963716506958, 0.6815603375434875, 3.663669758680044e-07]","[0.5358967185020447, 0.6421111226081848, -0.07780840992927551]","[0.5826592445373535, 0.5322597622871399, -0.10324428230524063]","[0.5602589845657349, 0.4389026165008545, -0.11940380930900574]","[0.5158305764198303, 0.3964298963546753, -0.12314971536397934]","[0.6268883943557739, 0.48331815004348755, 0.0004347361100371927]","[0.5973146557807922, 0.4170686602592468, -0.047211747616529465]","[0.5695304870605469, 0.4694092571735382, -0.07826822251081467]","[0.5718076825141907, 0.4931924343109131, -0.0906040295958519]","[0.5636903047561646, 0.4721531271934509, 0.024228403344750404]","[0.5336427688598633, 0.4102778434753418, -0.029443860054016113]","[0.518035888671875, 0.47709938883781433, -0.05014847218990326]","[0.5355464816093445, 0.49613359570503235, -0.04618871212005615]","[0.49820569157600403, 0.475128173828125, 0.0330621562898159]","[0.47568514943122864, 0.42031002044677734, -0.020125774666666985]","[0.47402745485305786, 0.4899885058403015, -0.02081255055963993]","[0.496023952960968, 0.5162999033927917, -0.0017284560017287731]","[0.4371582567691803, 0.4831763505935669, 0.034561172127723694]","[0.43457895517349243, 0.45287078619003296, 0.007791215553879738]","[0.43716761469841003, 0.49934500455856323, 0.01359501201659441]","[0.4530772864818573, 0.5239408016204834, 0.029109833762049675]"
L,"[0.44262850284576416, 0.715251624584198, 5.646484737553692e-07]","[0.5735101103782654, 0.6259573101997375, -0.058212511241436005]","[0.6202430725097656, 0.4973333477973938, -0.06314121931791306]","[0.5709847807884216, 0.3901118338108063, -0.07063654810190201]","[0.4863196611404419, 0.3518272042274475, -0.06093199923634529]","[0.6120434999465942, 0.4657765030860901, 0.12040674686431885]","[0.6290555000305176, 0.39968982338905334, 0.06656309217214584]","[0.62700355052948, 0.460263729095459, 0.01879391074180603]","[0.6164212226867676, 0.4876316785812378, 0.0013557549100369215]","[0.5252084136009216, 0.46679601073265076, 0.12932315468788147]","[0.537922739982605, 0.37579596042633057, 0.05010770633816719]","[0.5508645176887512, 0.46329060196876526, -0.013096557930111885]","[0.5492317080497742, 0.48918941617012024, -0.023543843999505043]","[0.44906139373779297, 0.47717228531837463, 0.11739781498908997]","[0.45954078435897827, 0.3873465657234192, 0.026953043416142464]","[0.48438364267349243, 0.4954800009727478, -0.011960773728787899]","[0.48615914583206177, 0.531600832939148, 0.0006894779508002102]","[0.3736766278743744, 0.48305583000183105, 0.10148874670267105]","[0.40785104036331177, 0.43712806701660156, 0.0488138347864151]","[0.42526015639305115, 0.5092564821243286, 0.035110149532556534]","[0.43184661865234375, 0.5478588342666626, 0.04692557454109192]"
R,"[0.5500876307487488, 0.7229999899864197, -5.026720373280114e-07]","[0.44890785217285156, 0.637569010257721, -0.03544743359088898]","[0.3898944854736328, 0.5387738347053528, -0.0440312884747982]","[0.41671043634414673, 0.44658416509628296, -0.055196452885866165]","[0.4874400496482849, 0.40979984402656555, -0.05168431997299194]","[0.433610737323761, 0.4684887230396271, 0.06501957029104233]","[0.4082556962966919, 0.4066331386566162, -0.010659131221473217]","[0.41586434841156006, 0.4812066853046417, -0.062239743769168854]","[0.43892109394073486, 0.5033756494522095, -0.08448275178670883]","[0.4946075975894928, 0.4814508855342865, 0.06293973326683044]","[0.4787375032901764, 0.4060423970222473, -0.030497461557388306]","[0.4818936586380005, 0.5093682408332825, -0.0686270073056221]","[0.5017620325088501, 0.5294432044029236, -0.06478886306285858]","[0.5524749159812927, 0.4921458661556244, 0.04362635314464569]","[0.5330119132995605, 0.4250795841217041, -0.04468633979558945]","[0.5224470496177673, 0.5263687968254089, -0.04650228098034859]","[0.5404404997825623, 0.5447230935096741, -0.01662621647119522]","[0.6136019229888916, 0.4986580014228821, 0.020635439082980156]","[0.5855101943016052, 0.4689001441001892, -0.028837697580456734]","[0.5692933797836304, 0.5364384651184082, -0.026957137510180473]","[0.5830245614051819, 0.5495194792747498, -0.006897620856761932]"
L,"[0.4946136772632599, 0.6950809359550476, 3.521588496369077e-07]","[0.6035648584365845, 0.6459866166114807, -0.013300317339599133]","[0.6451641917228699, 0.5388462543487549, -0.012538164854049683]","[0.6369620561599731, 0.4437742531299591, -0.016157979145646095]","[0.5759373307228088, 0.4080507457256317, -0.015628919005393982]","[0.5868740081787109, 0.48431941866874695, 0.04573346674442291]","[0.6055710315704346, 0.4203256368637085, 0.029918691143393517]","[0.6194078326225281, 0.4512096345424652, 0.013949126936495304]","[0.6136960983276367, 0.4820617139339447, 0.005051892716437578]","[0.5427457690238953, 0.4765278697013855, 0.03761887922883034]","[0.5627197623252869, 0.3891642093658447, 0.014792772009968758]","[0.5870198607444763, 0.4382518529891968, -0.004479972645640373]","[0.5843212604522705, 0.47654151916503906, -0.0106219332665205]","[0.4919946789741516, 0.47500982880592346, 0.022518284618854523]","[0.5253674387931824, 0.3939315378665924, -0.016353456303477287]","[0.5468049049377441, 0.4686962962150574, -0.02654188685119152]","[0.5337828397750854, 0.5148757100105286, -0.020841823890805244]","[0.4365352392196655, 0.482564240694046, 0.0068999649956822395]","[0.4862944185733795, 0.4325474500656128, -0.02413146384060383]","[0.5055785775184631, 0.48727843165397644, -0.02600894682109356]","[0.49311965703964233, 0.5274556279182434, -0.020367460325360298]"
R,"[0.5814101696014404, 0.6877018213272095, 6.685947369078349e-07]","[0.512505292892456, 0.6356586813926697, -0.0937843844294548]","[0.46975037455558777, 0.5508558750152588, -0.12102188915014267]","[0.48514676094055176, 0.4633810818195343, -0.13459455966949463]","[0.5288675427436829, 0.4029902517795563, -0.13661007583141327]","[0.4095434844493866, 0.491155743598938, 0.0027175128925591707]","[0.40342965722084045, 0.44969916343688965, -0.044258963316679]","[0.4180060029029846, 0.4422105550765991, -0.07280910760164261]","[0.43138402700424194, 0.4263676404953003, -0.08297668397426605]","[0.46844059228897095, 0.4779437184333801, 0.03914232924580574]","[0.501797616481781, 0.4153313636779785, -0.01908334530889988]","[0.519952118396759, 0.4685494303703308, -0.040288325399160385]","[0.5142105221748352, 0.47129005193710327, -0.03149152547121048]","[0.5274781584739685, 0.47631561756134033, 0.058977868407964706]","[0.5601458549499512, 0.4186074435710907, -0.005990730598568916]","[0.5670273900032043, 0.4936945140361786, -0.009715651161968708]","[0.5517717599868774, 0.507832944393158, 0.012562472373247147]","[0.5780461430549622, 0.4801839590072632, 0.07159868627786636]","[0.6074235439300537, 0.4510496258735657, 0.03205692768096924]","[0.6046496629714966, 0.5033884048461914, 0.031247155740857124]","[0.5876501798629761, 0.5182260274887085, 0.04657888785004616]"
R,"[0.47666311264038086, 0.6909153461456299, -7.895608860053471e-07]","[0.3899998664855957, 0.6041374802589417, 0.024112282320857048]","[0.3556753098964691, 0.5231425166130066, 0.0298687182366848]","[0.36178094148635864, 0.4501803517341614, 0.019695119932293892]","[0.40546849370002747, 0.41234827041625977, 0.017581757158041]","[0.46239614486694336, 0.4741259515285492, 0.09558288753032684]","[0.41688957810401917, 0.40424254536628723, 0.06164649873971939]","[0.398329496383667, 0.4627265930175781, 0.03773172199726105]","[0.4225398302078247, 0.4967617690563202, 0.025735165923833847]","[0.4959939122200012, 0.47457340359687805, 0.06666308641433716]","[0.4339814782142639, 0.3980039060115814, 0.02319471724331379]","[0.41675299406051636, 0.47513219714164734, 0.00864839181303978]","[0.45648476481437683, 0.5040561556816101, 0.01226789504289627]","[0.5251548886299133, 0.4733204245567322, 0.02772587724030018]","[0.45486849546432495, 0.4074833393096924, -0.010295574553310871]","[0.43552371859550476, 0.48489758372306824, -0.00886791292577982]","[0.4807732403278351, 0.5168663859367371, 0.0027041148860007524]","[0.5546916723251343, 0.47295868396759033, -0.01172318309545517]","[0.47709858417510986, 0.43559351563453674, -0.03363948315382004]","[0.4589109420776367, 0.48665913939476013, -0.03585469722747803]","[0.4951207637786865, 0.515172004699707, -0.030561022460460663]"
